taxon_order,species_code,bio_concept_code,primary_com_name,sci_name,value
27574,ocethr1,624FDE60,Ocellated Thrasher,Toxostoma ocellatum,IUCN_LC
27577,brnthr,C8F9F2D0,Brown Thrasher,Toxostoma rufum,IUCN_LC
27580,lobthr,6CB9F53A,Long-billed Thrasher,Toxostoma longirostre,IUCN_LC
27585,cozthr1,E92F543E,Cozumel Thrasher,Toxostoma guttatum,IUCN_CR
27586,benthr,E866F8FA,Bendire's Thrasher,Toxostoma bendirei,IUCN_VU
27591,grathr1,A3E0C737,Gray Thrasher,Toxostoma cinereum,IUCN_LC
27594,calthr,20748450,California Thrasher,Toxostoma redivivum,IUCN_LC
27597,lecthr,6DF504ED,LeConte's Thrasher,Toxostoma lecontei,IUCN_LC
27602,crithr,F4EE41F5,Crissal Thrasher,Toxostoma crissale,IUCN_LC
27609,sagthr,F6DF700B,Sage Thrasher,Oreoscoptes montanus,IUCN_LC
27610,chimoc1,7EEE7E61,Chilean Mockingbird,Mimus thenca,IUCN_LC
27611,patmoc1,ADEDDFD6,Patagonian Mockingbird,Mimus patagonicus,IUCN_LC
27612,chbmoc1,F0CD0BD7,Chalk-browed Mockingbird,Mimus saturninus,IUCN_LC
27618,whbmoc1,CE56D85A,White-banded Mockingbird,Mimus triurus,IUCN_LC
27619,brbmoc1,38961C3A,Brown-backed Mockingbird,Mimus dorsalis,IUCN_LC
27620,bahmoc,38C451EA,Bahama Mockingbird,Mimus gundlachii,IUCN_LC
27623,galmoc1,1050FB29,Galapagos Mockingbird,Mimus parvulus,IUCN_LC
27630,chamoc1,1B4F109C,Floreana Mockingbird,Mimus trifasciatus,IUCN_EN
27631,hoomoc1,87608314,Española Mockingbird,Mimus macdonaldi,IUCN_VU
27632,chamoc2,23512589,San Cristobal Mockingbird,Mimus melanotis,IUCN_NT
27633,lotmoc1,BF9BFD26,Long-tailed Mockingbird,Mimus longicaudatus,IUCN_LC
27638,socmoc1,53B8B2E8,Socorro Mockingbird,Mimus graysoni,IUCN_CR
27639,tromoc,1281617B,Tropical Mockingbird,Mimus gilvus,IUCN_LC
27652,normoc,7EFF698D,Northern Mockingbird,Mimus polyglottos,IUCN_LC
27661,granda1,493D380B,Grandala,Grandala coelicolor,IUCN_LC
27662,easblu,A8347C7D,Eastern Bluebird,Sialia sialis,IUCN_LC
27672,wesblu,AC2B812A,Western Bluebird,Sialia mexicana,IUCN_LC
27680,moublu,97B870B4,Mountain Bluebird,Sialia currucoides,IUCN_LC
27684,rufthr1,031AC7C9,Rufous Flycatcher-Thrush,Stizorhina fraseri,IUCN_LC
27688,fifthr1,6DD922F2,Finsch's Flycatcher-Thrush,Stizorhina finschi,IUCN_LC
27689,rtathr1,90FDC4CC,Red-tailed Ant-Thrush,Neocossyphus rufus,IUCN_LC
27692,wtathr1,0BD37CDF,White-tailed Ant-Thrush,Neocossyphus poensis,IUCN_LC
27698,towsol,5459228D,Townsend's Solitaire,Myadestes townsendi,IUCN_LC
27701,brbsol1,E4DF8DBE,Brown-backed Solitaire,Myadestes occidentalis,IUCN_LC
27705,cubsol1,6FD86A69,Cuban Solitaire,Myadestes elisabeth,IUCN_NT
27708,rutsol1,FE142904,Rufous-throated Solitaire,Myadestes genibarbis,IUCN_LC
27716,blfsol1,F76226A8,Black-faced Solitaire,Myadestes melanops,IUCN_LC
27717,varsol1,6EFA5695,Varied Solitaire,Myadestes coloratus,IUCN_NT
27718,slcsol1,E294A36A,Slate-colored Solitaire,Myadestes unicolor,IUCN_LC
27721,andsol1,8FE62CA5,Andean Solitaire,Myadestes ralloides,IUCN_LC
27727,kamao,2641F161,Kamao,Myadestes myadestinus,IUCN_EX
27728,amaui,09CC6AEA,Amaui,Myadestes woahensis,IUCN_EX
27729,olomao,C52EFB11,Olomao,Myadestes lanaiensis,IUCN_CR
27732,omao,A1C41A3F,Omao,Myadestes obscurus,IUCN_NT
27733,puaioh,62B955D3,Puaiohi,Myadestes palmeri,IUCN_CR
27734,lotthr1,37CC6F0D,Long-tailed Thrush,Zoothera dixoni,IUCN_LC
27735,alpthr1,CE0D5641,Alpine Thrush,Zoothera mollissima,IUCN_LC
27736,himthr1,1BF62F08,Himalayan Thrush,Zoothera salimalii,IUCN_LC
27738,sicthr1,A328C3EC,Sichuan Thrush,Zoothera griseiceps,IUCN_LC
27741,geomal1,6E50C3FA,Geomalia,Zoothera heinrichi,IUCN_LC
27742,dasthr1,6A3FCF48,Dark-sided Thrush,Zoothera marginata,IUCN_LC
27743,lobthr1,F13C1733,Long-billed Thrush,Zoothera monticola,IUCN_LC
27746,evethr1,5CA42489,Everett's Thrush,Zoothera everetti,IUCN_NT
27747,sunthr1,B0B3DA78,Sunda Thrush,Zoothera andromedae,IUCN_LC
27756,scathr6,8BAD426A,Amami Thrush,Zoothera major,IUCN_NT
27759,bonthr2,A183D8C2,Bonin Thrush,Zoothera terrestris,IUCN_EX
27760,sacthr2,E1D48C52,Makira Thrush,Zoothera margaretae,IUCN_NT
27761,sacthr3,72343F64,Guadalcanal Thrush,Zoothera turipavae,IUCN_VU
27762,oltthr1,34226B9D,Bassian Thrush,Zoothera lunulata,IUCN_LC
27766,nebthr1,10891EF5,New Britain Thrush,Zoothera talaseae,IUCN_LC
27767,bouthr1,6DF9DA47,Bougainville Thrush,Zoothera atrigena,IUCN_NT
27768,rutthr1,6F0AC682,Russet-tailed Thrush,Zoothera heinei,IUCN_LC
27775,fabthr1,4.85E+05,Fawn-breasted Thrush,Zoothera machiki,IUCN_NT
27777,sulthr1,6813F422,Sulawesi Thrush,Cataponera turdoides,IUCN_LC
27782,fruith1,69DE3A4D,Fruit-hunter,Chlamydochaera jefferyi,IUCN_LC
27783,purcoc1,65A535DA,Purple Cochoa,Cochoa purpurea,IUCN_LC
27784,grecoc1,D29F7DED,Green Cochoa,Cochoa viridis,IUCN_LC
27786,sumcoc1,80724C8B,Sumatran Cochoa,Cochoa beccarii,IUCN_LC
27787,javcoc1,031D861E,Javan Cochoa,Cochoa azurea,IUCN_VU
27788,varthr,58312873,Varied Thrush,Ixoreus naevius,IUCN_LC
27792,bbnthr1,CB874866,Black-billed Nightingale-Thrush,Catharus gracilirostris,IUCN_LC
27795,obnthr1,7FC3681F,Orange-billed Nightingale-Thrush,Catharus aurantiirostris,IUCN_LC
27813,sbnthr1,345A1B6E,Slaty-backed Nightingale-Thrush,Catharus fuscater,IUCN_LC
27822,runthr1,EFA53F7D,Russet Nightingale-Thrush,Catharus occidentalis,IUCN_LC
27827,rcnthr1,AE3380AF,Ruddy-capped Nightingale-Thrush,Catharus frantzii,IUCN_LC
27836,bhnthr1,259F7A06,Black-headed Nightingale-Thrush,Catharus mexicanus,IUCN_LC
27846,veery,0B8F4EE6,Veery,Catharus fuscescens,IUCN_LC
27851,gycthr,B904BB22,Gray-cheeked Thrush,Catharus minimus,IUCN_LC
27854,bicthr,5E1BED9D,Bicknell's Thrush,Catharus bicknelli,IUCN_VU
27866,herthr,B01E8BD4,Hermit Thrush,Catharus guttatus,IUCN_LC
27880,woothr,8E1D9327,Wood Thrush,Hylocichla mustelina,IUCN_LC
27881,blasol1,C2CEE19A,Black Solitaire,Entomodestes coracinus,IUCN_LC
27882,whesol1,26A08D59,White-eared Solitaire,Entomodestes leucotis,IUCN_LC
27888,aztthr,2C57FFF5,Aztec Thrush,Ridgwayia pinicola,IUCN_LC
27889,sibthr1,E7163B81,Siberian Thrush,Geokichla sibirica,IUCN_LC
27892,piethr1,AC0C3921,Pied Thrush,Geokichla wardii,IUCN_LC
27893,spgthr1,60A39CF9,Spotted Ground-Thrush,Geokichla guttata,IUCN_VU
27900,bkegrt1,DB5CE93A,Black-eared Ground-Thrush,Geokichla camaronensis,IUCN_LC
27903,grygrt1,CB1E8753,Gray Ground-Thrush,Geokichla princei,IUCN_LC
27906,crgthr1,4745E8A7,Crossley's Ground-Thrush,Geokichla crossleyi,IUCN_LC
27909,obgthr1,05BC1F90,Oberländer's Ground-Thrush,Geokichla oberlaenderi,IUCN_NT
27910,abgthr1,C54DCA26,Abyssinian Ground-Thrush,Geokichla piaggiae,IUCN_LC
27918,orgthr1,45C55FDE,Orange Ground-Thrush,Geokichla gurneyi,IUCN_LC
27924,spwthr1,098F2468,Spot-winged Thrush,Geokichla spiloptera,IUCN_NT
27925,ashthr1,552E29B1,Ashy Thrush,Geokichla cinerea,IUCN_VU
27926,burthr1,ACD5455A,Buru Thrush,Geokichla dumasi,IUCN_NT
27927,serthr2,ECBCA806,Seram Thrush,Geokichla joiceyi,IUCN_NT
27928,chcthr1,8A975661,Chestnut-capped Thrush,Geokichla interpres,IUCN_EN
27929,engthr1,04480AF2,Enggano Thrush,Geokichla leucolaema,IUCN_NT
27930,chbthr1,BD5E4D1A,Chestnut-backed Thrush,Geokichla dohertyi,IUCN_NT
27931,orbthr1,63802CCE,Orange-banded Thrush,Geokichla peronii,IUCN_NT
27934,slbthr1,EF99AC5E,Slaty-backed Thrush,Geokichla schistacea,IUCN_NT
27935,rubthr2,7B78D803,Rusty-backed Thrush,Geokichla erythronota,IUCN_NT
27938,rabthr1,55A20FBF,Red-and-black Thrush,Geokichla mendeni,IUCN_NT
27939,orhthr1,F82540A0,Orange-headed Thrush,Geokichla citrina,IUCN_LC
27956,chithr2,4435BAA4,Chinese Thrush,Turdus mupinensis,IUCN_LC
27957,grothr2,E8E2ED6D,Ethiopian Thrush,Turdus simensis,IUCN_LC
27958,grothr1,8C5759C5,Groundscraper Thrush,Turdus litsitsirupa,IUCN_LC
27962,misthr1,A95B43F1,Mistle Thrush,Turdus viscivorus,IUCN_LC
27966,sonthr1,D929EB21,Song Thrush,Turdus philomelos,IUCN_LC
27971,abythr1,428DA7CD,Abyssinian Thrush,Turdus abyssinicus,IUCN_LC
27979,taithr1,FC085C6D,Taita Thrush,Turdus helleri,IUCN_EN
27980,usathr1,5A00E5A5,Usambara Thrush,Turdus roehli,IUCN_NT
27981,redwin,A8A85BCF,Redwing,Turdus iliacus,IUCN_NT
27984,mourob1,8E286BF9,Mountain Thrush,Turdus plebejus,IUCN_LC
27987,eurbla,88BB4F2A,Eurasian Blackbird,Turdus merula,IUCN_LC
27995,pabthr1,C0938247,Pale-breasted Thrush,Turdus leucomelas,IUCN_LC
27999,cocthr1,78EFB310,Cocoa Thrush,Turdus fumigatus,IUCN_LC
28005,hauthr1,33FBD873,Hauxwell's Thrush,Turdus hauxwelli,IUCN_LC
28006,yelthr1,83389238,Yellow-legged Thrush,Turdus flavipes,IUCN_LC
28012,pavthr1,E124336D,Pale-vented Thrush,Turdus obsoletus,IUCN_LC
28039,rubthr1,849B6005,Rufous-bellied Thrush,Turdus rufiventris,IUCN_LC
28042,clcrob,B337C841,Clay-colored Thrush,Turdus grayi,IUCN_LC
28052,baerob1,F697CCD2,Spectacled Thrush,Turdus nudigenis,IUCN_LC
28055,ecuthr1,CA2946CA,Ecuadorian Thrush,Turdus maculirostris,IUCN_LC
28056,hauthr3,DCFB54ED,Varzea Thrush,Turdus sanchezorum,IUCN_LC
28058,unithr1,3EB04282,Unicolored Thrush,Turdus haplochrous,IUCN_NT
28059,somthr1,8363CB4A,Somali Thrush,Turdus ludoviciae,IUCN_LC
28060,chibla1,BE61F5C1,Chinese Blackbird,Turdus mandarinus,IUCN_LC
28063,abethr1,A0DC8E87,African Bare-eyed Thrush,Turdus tephronotus,IUCN_LC
28064,kurthr1,5D12DEA5,Kurrichane Thrush,Turdus libonyana,IUCN_LC
28069,comthr1,9B5CD224,Comoro Thrush,Turdus bewsheri,IUCN_NT
28073,yemthr1,F1E0AFD4,Yemen Thrush,Turdus menachensis,IUCN_NT
28074,olithr2,3A7D7B07,Olive Thrush,Turdus olivaceus,IUCN_LC
28081,karthr1,0816917D,Karoo Thrush,Turdus smithi,IUCN_LC
28084,forthr1,D2B2A4AF,Forest Thrush,Turdus lherminieri,IUCN_NT
28089,paethr1,EE26D2EA,Pale-eyed Thrush,Turdus leucops,IUCN_LC
28090,whethr1,0CAD32A5,White-eyed Thrush,Turdus jamaicensis,IUCN_LC
28091,lasthr1,24058626,La Selle Thrush,Turdus swalesi,IUCN_VU
28094,blarob1,0C95D04B,Black Thrush,Turdus infuscatus,IUCN_LC
28095,soorob1,C43110B3,Sooty Thrush,Turdus nigrescens,IUCN_LC
28106,rubrob,3F04DF41,Rufous-backed Robin,Turdus rufopalliatus,IUCN_LC
28109,rucrob1,3DD40BBD,Rufous-collared Robin,Turdus rufitorques,IUCN_LC
28110,austhr1,F09C3940,Austral Thrush,Turdus falcklandii,IUCN_LC
28115,plbthr2,E47AA20C,Plumbeous-backed Thrush,Turdus reevei,IUCN_LC
28116,slathr3,89E3147F,Blacksmith Thrush,Turdus subalaris,IUCN_LC
28117,lawthr1,69C20D91,Lawrence's Thrush,Turdus lawrencii,IUCN_LC
28119,trithr1,C740512D,Tristan Thrush,Turdus eremita,IUCN_NT
28123,crbthr1,17FCF7A0,Creamy-bellied Thrush,Turdus amaurochalinus,IUCN_LC
28129,bkbthr3,F28463EA,Campina Thrush,Turdus arthuri,IUCN_LC
28132,marthr2,1F4DAD80,Marañon Thrush,Turdus maranonicus,IUCN_LC
28133,chbthr2,27399961,Chestnut-bellied Thrush,Turdus fulviventris,IUCN_LC
28134,blhthr1,D068BA78,Black-hooded Thrush,Turdus olivater,IUCN_LC
28143,grethr1,23C068E4,Great Thrush,Turdus fuscater,IUCN_LC
28156,slathr2,B3BB28D9,Andean Slaty Thrush,Turdus nigriceps,IUCN_LC
28157,glbthr1,9B9D5DC7,Glossy-black Thrush,Turdus serranus,IUCN_LC
28163,prithr1,E636E6DC,Principe Thrush,Turdus xanthorhynchus,IUCN_CR
28164,satthr1,9.27E+09,Sao Tome Thrush,Turdus olivaceofuscus,IUCN_LC
28165,whcthr1,A786A6B2,White-chinned Thrush,Turdus aurantius,IUCN_LC
28166,grcthr1,25D8B98B,Grand Cayman Thrush,Turdus ravidus,IUCN_EX
28176,afrthr1,40A2405D,African Thrush,Turdus pelios,IUCN_LC
28190,islthr24,7CE0A1A9,Taiwan Thrush,Turdus niveiceps,IUCN_LC
28191,gywbla1,06DEFA6B,Gray-winged Blackbird,Turdus boulboul,IUCN_LC
28192,eurbla2,CED9626E,Indian Blackbird,Turdus simillimus,IUCN_LC
28198,japthr1,259E02EC,Japanese Thrush,Turdus cardis,IUCN_LC
28199,gybthr1,FCC6C5EA,Gray-backed Thrush,Turdus hortulorum,IUCN_LC
28200,ticthr1,F4692C3B,Tickell's Thrush,Turdus unicolor,IUCN_LC
28201,blbthr2,54C010AC,Black-breasted Thrush,Turdus dissimilis,IUCN_LC
28203,gysthr1,4C2FBE92,Gray-sided Thrush,Turdus feae,IUCN_VU
28204,eyethr,6E24CCD1,Eyebrowed Thrush,Turdus obscurus,IUCN_LC
28206,brhthr1,F80DAC22,Brown-headed Thrush,Turdus chrysolaus,IUCN_LC
28209,izuthr1,57274462,Izu Thrush,Turdus celaenops,IUCN_VU
28210,palthr1,B6A18478,Pale Thrush,Turdus pallidus,IUCN_LC
28211,islthr1,0C037550,Island Thrush,Turdus poliocephalus,IUCN_LC
28270,whbthr2,8A6BF14B,White-backed Thrush,Turdus kessleri,IUCN_LC
28271,tibbla1,9E3252A7,Tibetan Blackbird,Turdus maximus,IUCN_LC
28272,fieldf,D120D5A0,Fieldfare,Turdus pilaris,IUCN_LC
28273,whcbla1,4699C170,White-collared Blackbird,Turdus albocinctus,IUCN_LC
28274,chethr1,82351263,Chestnut Thrush,Turdus rubrocanus,IUCN_LC
28277,rinouz1,CE71B4FF,Ring Ouzel,Turdus torquatus,IUCN_LC
28281,datthr1,AECDBFFA,Black-throated Thrush,Turdus atrogularis,IUCN_LC
28282,retthr1,77B6BACB,Red-throated Thrush,Turdus ruficollis,IUCN_LC
28285,dusthr2,E3B69278,Dusky Thrush,Turdus eunomus,IUCN_LC
28286,dusthr1,22761AD4,Naumann's Thrush,Turdus naumanni,IUCN_LC
28292,gysfly1,B4FF5927,Gray-streaked Flycatcher,Muscicapa griseisticta,IUCN_LC
28293,dasfly,BCB683C2,Dark-sided Flycatcher,Muscicapa sibirica,IUCN_LC
28300,ferfly1,2DA49BD5,Ferruginous Flycatcher,Muscicapa ferruginea,IUCN_LC
28306,asbfly1,71563862,Ashy-breasted Flycatcher,Muscicapa randi,IUCN_VU
28307,subfly2,C8814B4A,Sumba Brown Flycatcher,Muscicapa segregata,IUCN_NT
28308,brbfly2,4.73E+14,Brown-breasted Flycatcher,Muscicapa muttui,IUCN_LC
28314,afdfly1,6E95C4A9,African Dusky Flycatcher,Muscicapa adusta,IUCN_LC
28325,ligfly2,79574FC3,Little Flycatcher,Muscicapa epulata,IUCN_LC
28326,yeffly1,E78D263C,Yellow-footed Flycatcher,Muscicapa sethsmithi,IUCN_LC
28327,spofly1,EE8206E7,Spotted Flycatcher,Muscicapa striata,IUCN_LC
28337,gamfly1,7387E828,Gambaga Flycatcher,Muscicapa gambagae,IUCN_LC
28338,swafly3,77F0C62C,Swamp Flycatcher,Muscicapa aquatica,IUCN_LC
28343,casfly1,A962CA14,Cassin's Flycatcher,Muscicapa cassini,IUCN_LC
28345,boefly1,D5629ECA,Böhm's Flycatcher,Bradornis boehmi,IUCN_LC
28346,ussfly1,79993B33,Ussher's Flycatcher,Bradornis ussheri,IUCN_LC
28347,soofly1,AD9EBAC2,Sooty Flycatcher,Bradornis fuliginosus,IUCN_LC
28350,dubfly2,F21A8321,Dusky-blue Flycatcher,Bradornis comitatus,IUCN_LC
28354,marfly1,561780A5,Marico Flycatcher,Bradornis mariquensis,IUCN_LC
28358,afgfly1,E281D783,African Gray Flycatcher,Bradornis microrhynchus,IUCN_LC
28367,palfly2,FA03A965,Pale Flycatcher,Agricola pallidus,IUCN_LC
28383,chafly2,6E8F3B30,Chat Flycatcher,Agricola infuscatus,IUCN_LC
28389,wbffly1,EA749CEC,White-browed Forest-Flycatcher,Fraseria cinerascens,IUCN_LC
28392,afffly1,8B037156,African Forest-Flycatcher,Fraseria ocreata,IUCN_LC
28397,gyttif1,F563FE97,Gray-throated Tit-Flycatcher,Fraseria griseigularis,IUCN_LC
28400,grytif1,5EA2B90C,Gray Tit-Flycatcher,Fraseria plumbea,IUCN_LC
28404,olifly1,809D08A6,Olivaceous Flycatcher,Fraseria olivascens,IUCN_LC
28407,chafly1,84E4178E,Chapin's Flycatcher,Fraseria lendu,IUCN_VU
28410,tesfly1,6A0D9212,Tessmann's Flycatcher,Fraseria tessmanni,IUCN_LC
28411,ashfly1,3B3A6911,Ashy Flycatcher,Fraseria caerulescens,IUCN_LC
28418,hercha1,D17B7DA0,Herero Chat,Melaenornis herero,IUCN_LC
28419,silver1,AB38EDFD,Silverbird,Melaenornis semipartitus,IUCN_LC
28420,fisfly1,FD391374,Fiscal Flycatcher,Melaenornis silens,IUCN_LC
28421,yebfly2,C25A248F,Yellow-eyed Black-Flycatcher,Melaenornis ardesiacus,IUCN_LC
28422,nimfly1,A920880B,Nimba Flycatcher,Melaenornis annamarulae,IUCN_VU
28423,nobfly1,F188F8C8,Northern Black-Flycatcher,Melaenornis edolioides,IUCN_LC
28427,sobfly1,8A9A7AAA,Southern Black-Flycatcher,Melaenornis pammelaina,IUCN_LC
28433,wheslf1,3809131C,White-eyed Slaty-Flycatcher,Melaenornis fischeri,IUCN_LC
28438,angslf1,167C67BA,Angola Slaty-Flycatcher,Melaenornis brunneus,IUCN_LC
28441,abyslf1,373E54E6,Abyssinian Slaty-Flycatcher,Melaenornis chocolatinus,IUCN_LC
28444,grcfly3,D6E30413,Grande Comore Flycatcher,Humblotia flavirostris,IUCN_VU
28445,ficale3,ECD2AB67,White-tailed Alethe,Alethe diademata,IUCN_LC
28446,ficale2,DA4D7386,Fire-crested Alethe,Alethe castanea,IUCN_LC
28449,kasrob2,B796DBCB,Karoo Scrub-Robin,Cercotrichas coryphoeus,IUCN_LC
28452,fosrob1,712C7EA0,Forest Scrub-Robin,Cercotrichas leucosticta,IUCN_LC
28458,brsrob1,231FD09E,Brown Scrub-Robin,Cercotrichas signata,IUCN_LC
28461,besrob1,92908926,Bearded Scrub-Robin,Cercotrichas quadrivirgata,IUCN_LC
28464,misrob1,8CFA2604,Miombo Scrub-Robin,Cercotrichas barbata,IUCN_LC
28465,blsrob1,6D92499B,Black Scrub-Robin,Cercotrichas podobe,IUCN_LC
28468,rutscr1,B68BD0D2,Rufous-tailed Scrub-Robin,Cercotrichas galactotes,IUCN_LC
28476,kasrob1,C1EF6940,Kalahari Scrub-Robin,Cercotrichas paena,IUCN_LC
28481,bbsrob1,15B2DD49,Brown-backed Scrub-Robin,Cercotrichas hartlaubi,IUCN_LC
28482,rbsrob1,B5B6EC7B,Red-backed Scrub-Robin,Cercotrichas leucophrys,IUCN_LC
28495,indrob1,9006B4EF,Indian Robin,Copsychus fulicatus,IUCN_LC
28501,magrob,D112C938,Oriental Magpie-Robin,Copsychus saularis,IUCN_LC
28511,rutsha2,E22B9F79,Rufous-tailed Shama,Copsychus pyrropygus,IUCN_NT
28516,semrob1,4B41D53C,Seychelles Magpie-Robin,Copsychus sechellarum,IUCN_EN
28517,phimar1,24D2DF19,Philippine Magpie-Robin,Copsychus mindanensis,IUCN_LC
28537,andsha1,D5038426,Andaman Shama,Copsychus albiventris,IUCN_LC
28538,whbsha1,E80564C5,White-browed Shama,Copsychus luzoniensis,IUCN_LC
28542,vissha1,CEED5ACE,Visayan Shama,Copsychus superciliaris,IUCN_LC
28543,whvsha1,974AE5EC,White-vented Shama,Copsychus niger,IUCN_LC
28544,blasha1,93B8CF8F,Black Shama,Copsychus cebuensis,IUCN_LC
28545,whtfly2,63EF266B,White-tailed Flycatcher,Leucoptilon concretum,IUCN_LC
28549,whbsho1,26F04AA3,Nilgiri Sholakili,Sholicola major,IUCN_EN
28550,whbsho3,76F3C885,White-bellied Sholakili,Sholicola albiventris,IUCN_VU
28553,larnil1,75234D1E,Large Niltava,Niltava grandis,IUCN_LC
28559,smanil1,AE0A8E40,Small Niltava,Niltava macgrigoriae,IUCN_LC
28562,fujnil1,CD06F87E,Fujian Niltava,Niltava davidi,IUCN_LC
28563,rubnil1,7FBCFF87,Rufous-bellied Niltava,Niltava sundara,IUCN_LC
28567,ruvnil1,72E5DD5A,Rufous-vented Niltava,Niltava sumatrana,IUCN_LC
28568,vivnil2,ACBC2BB0,Chinese Vivid Niltava,Niltava oatesi,IUCN_LC
28569,vivnil3,7D6DCAC3,Taiwan Vivid Niltava,Niltava vivida,IUCN_LC
28571,bawfly2,B7679B3F,Blue-and-white Flycatcher,Cyanoptila cyanomelana,IUCN_LC
28574,zapfly1,BC81D33B,Zappey's Flycatcher,Cyanoptila cumatilis,IUCN_NT
28576,matfly2,A89B82E6,Matinan Flycatcher,Eumyias sanfordi,IUCN_LC
28577,blffly1,64C5A03E,Blue-fronted Flycatcher,Eumyias hoevelli,IUCN_LC
28578,tibfly2,DB232D5C,Timor Blue Flycatcher,Eumyias hyacinthinus,IUCN_LC
28581,flojuf2,B69E7CB5,Flores Jungle Flycatcher,Eumyias oscillans,IUCN_LC
28582,flojuf1,B136588C,Sumba Jungle Flycatcher,Eumyias stresemanni,IUCN_LC
28583,dubfly3,75A6445E,Dull-blue Flycatcher,Eumyias sordidus,IUCN_NT
28584,nilfly2,52FED114,Nilgiri Flycatcher,Eumyias albicaudatus,IUCN_LC
28585,indfly1,097312DE,Indigo Flycatcher,Eumyias indigo,IUCN_LC
28590,verfly4,1DF0E856,Verditer Flycatcher,Eumyias thalassinus,IUCN_LC
28594,burjuf1,4EA42529,Buru Jungle Flycatcher,Eumyias additus,IUCN_NT
28595,islfly1,7C862AD0,Turquoise Flycatcher,Eumyias panayensis,IUCN_LC
28603,whgfly1,03E8C346,White-gorgeted Flycatcher,Anthipes monileger,IUCN_LC
28607,rubfly3,EBEB71F0,Rufous-browed Flycatcher,Anthipes solitaris,IUCN_LC
28611,rubfly1,EAF7A5C6,Rück's Blue Flycatcher,Cyornis ruckii,IUCN_CR
28612,bubfly1,62BD5AD2,Blue-breasted Blue Flycatcher,Cyornis herioti,IUCN_NT
28613,bubfly2,A9493977,Rufous-breasted Blue Flycatcher,Cyornis camarinensis,IUCN_VU
28615,habfly1,7FD53F95,Hainan Blue Flycatcher,Cyornis hainanus,IUCN_LC
28618,wbbfly1,C29DEB80,White-bellied Blue Flycatcher,Cyornis pallidipes,IUCN_LC
28619,pacblf1,786EFC15,Pale-chinned Flycatcher,Cyornis poliogenys,IUCN_LC
28624,pabfly2,480F2C3C,Pale Blue Flycatcher,Cyornis unicolor,IUCN_LC
28628,butfly1,AAF62362,Blue-throated Flycatcher,Cyornis rubeculoides,IUCN_LC
28633,butfly2,1937A3C8,Chinese Blue Flycatcher,Cyornis glaucicomans,IUCN_LC
28635,larblf1,F18BBB65,Large Blue Flycatcher,Cyornis magnirostris,IUCN_NT
28636,hibfly1,869DE48B,Hill Blue Flycatcher,Cyornis whitei,IUCN_LC
28642,hibfly3,2700F380,Javan Blue Flycatcher,Cyornis banyumas,IUCN_CR
28645,hibfly4,7BF59220,Dayak Blue Flycatcher,Cyornis montanus,IUCN_LC
28646,merjuf1,69456178,Meratus Blue Flycatcher,Cyornis kadayangensis,IUCN_NT
28647,lobblf1,52C69037,Sunda Blue Flycatcher,Cyornis caerulatus,IUCN_VU
28651,mabfly1,A35345E1,Malaysian Blue Flycatcher,Cyornis turcosus,IUCN_NT
28652,pabfly1,37C2CC2E,Palawan Blue Flycatcher,Cyornis lemprieri,IUCN_NT
28653,bobfly2,CA394EC6,Bornean Blue Flycatcher,Cyornis superbus,IUCN_LC
28654,tibfly3,0EA33C18,Tickell's Blue Flycatcher,Cyornis tickelliae,IUCN_LC
28659,tibfly4,16C6AC8A,Indochinese Blue Flycatcher,Cyornis sumatrensis,IUCN_LC
28663,mabfly2,52840970,Mangrove Blue Flycatcher,Cyornis rufigastra,IUCN_LC
28681,bncjuf1,1AFE0391,Brown-chested Jungle Flycatcher,Cyornis brunneatus,IUCN_VU
28682,nicjuf1,383E7A61,Nicobar Jungle Flycatcher,Cyornis nicobaricus,IUCN_NT
28683,gycjuf1,F63B6317,Gray-chested Jungle Flycatcher,Cyornis umbratilis,IUCN_NT
28684,fucjuf1,9265448C,Fulvous-chested Jungle Flycatcher,Cyornis olivaceus,IUCN_LC
28687,chtjuf1,667AA6BF,Chestnut-tailed Jungle Flycatcher,Cyornis ruficauda,IUCN_LC
28697,banjuf1,0231D778,Banggai Jungle Flycatcher,Cyornis pelingensis,IUCN_NT
28698,suljuf1,B93D7A8F,Sula Jungle Flycatcher,Cyornis colonus,IUCN_NT
28700,wbrcha1,F95998A8,White-bellied Robin-Chat,Cossyphicula roberti,IUCN_LC
28703,morcha1,DB856F78,Mountain Robin-Chat,Cossypha isabellae,IUCN_LC
28706,arrcha1,96D9A285,Archer's Robin-Chat,Cossypha archeri,IUCN_LC
28716,carcha1,A38BABE1,Cape Robin-Chat,Cossypha caffra,IUCN_LC
28721,wtrcha1,94932CDC,White-throated Robin-Chat,Cossypha humeralis,IUCN_LC
28722,bsrcha1,9616C96E,Blue-shouldered Robin-Chat,Cossypha cyanocampter,IUCN_LC
28725,rurcha1,53EABB81,Rüppell's Robin-Chat,Cossypha semirufa,IUCN_LC
28729,wbrcha2,16BD42DD,White-browed Robin-Chat,Cossypha heuglini,IUCN_LC
28733,rcrcha1,3846F8A8,Red-capped Robin-Chat,Cossypha natalensis,IUCN_LC
28737,chrcha1,68C54292,Chorister Robin-Chat,Cossypha dichroa,IUCN_LC
28740,whrcha1,B175F364,White-headed Robin-Chat,Cossypha heinrichi,IUCN_LC
28741,scrcha1,BB05D1FC,Snowy-crowned Robin-Chat,Cossypha niveicapilla,IUCN_LC
