species_code	authority_ver	taxon_order	category	sci_name	primary_com_name	order1	family_sci_name	bio_concept_code	
whiter4	2023	6573	issf	Gygis alba candida/leucopes	White Tern (Pacific)	Charadriiformes	Laridae		
whiter5	2023	6576	subspecies	Gygis alba microrhyncha	White Tern (Little)	Charadriiformes	Laridae	850AB2F1	
sooter1	2023	6607	species	Onychoprion fuscatus	Sooty Tern	Charadriiformes	Laridae	3E7F825D	
gybter1	2023	6621	species	Onychoprion lunatus	Gray-backed Tern	Charadriiformes	Laridae	1A965D60	
briter1	2023	6615	species	Onychoprion anaethetus	Bridled Tern	Charadriiformes	Laridae	E6518B9D	
aleter1	2023	6606	species	Onychoprion aleuticus	Aleutian Tern	Charadriiformes	Laridae	BEE4F34A	
litter1	2023	6622	species	Sternula albifrons	Little Tern	Charadriiformes	Laridae	17310BF0	
leater1	2023	6638	species	Sternula antillarum	Least Tern	Charadriiformes	Laridae	BE78E765	
yebter2	2023	6643	species	Sternula superciliaris	Yellow-billed Tern	Charadriiformes	Laridae	8B4BBC2A	
faiter2	2023	6631	species	Sternula nereis	Australian Fairy Tern	Charadriiformes	Laridae	67D8B0BA	
perter2	2023	6644	species	Sternula lorata	Peruvian Tern	Charadriiformes	Laridae	F9A32D38	
sauter2	2023	6628	species	Sternula saundersi	Saunders's Tern	Charadriiformes	Laridae	4B21F4D8	
damter2	2023	6630	species	Sternula balaenarum	Damara Tern	Charadriiformes	Laridae	9F9A13D8	
labter1	2023	6646	species	Phaetusa simplex	Large-billed Tern	Charadriiformes	Laridae	C3C30D03	
gubter2	2023	6649	species	Gelochelidon nilotica	Gull-billed Tern	Charadriiformes	Laridae	87168739	
gubter3	2023	6655	species	Gelochelidon macrotarsa	Australian Tern	Charadriiformes	Laridae	C5F70BBE	
caster1	2023	6657	species	Hydroprogne caspia	Caspian Tern	Charadriiformes	Laridae	BC06BC0D	
incter1	2023	6658	species	Larosterna inca	Inca Tern	Charadriiformes	Laridae	FF6C3B9C	
blkter	2023	6664	species	Chlidonias niger	Black Tern	Charadriiformes	Laridae	115AF02D	
blkter1	2023	6665	subspecies	Chlidonias niger niger	Black Tern (Eurasian)	Charadriiformes	Laridae	E3F37B3A	
blkter2	2023	6666	subspecies	Chlidonias niger surinamensis	Black Tern (American)	Charadriiformes	Laridae	C46C59A7	
whwter	2023	6667	species	Chlidonias leucopterus	White-winged Tern	Charadriiformes	Laridae	43CAAEE3	
whiter2	2023	6659	species	Chlidonias hybrida	Whiskered Tern	Charadriiformes	Laridae	7AB4E42B	
blfter1	2023	6663	species	Chlidonias albostriatus	Black-fronted Tern	Charadriiformes	Laridae	37868999	
roster	2023	6699	species	Sterna dougallii	Roseate Tern	Charadriiformes	Laridae	74236837	
whfter1	2023	6706	species	Sterna striata	White-fronted Tern	Charadriiformes	Laridae	E1F9123B	
blnter1	2023	6696	species	Sterna sumatrana	Black-naped Tern	Charadriiformes	Laridae	9D6704AC	
comter	2023	6686	species	Sterna hirundo	Common Tern	Charadriiformes	Laridae	4D2FF6F1	
comter1	2023	6687	issf	Sterna hirundo hirundo/tibetana	Common Tern (hirundo/tibetana)	Charadriiformes	Laridae		
comter2	2023	6690	subspecies	Sterna hirundo longipennis	Common Tern (longipennis)	Charadriiformes	Laridae	E2FD5AFA	
arcter	2023	6672	species	Sterna paradisaea	Arctic Tern	Charadriiformes	Laridae	BDC5CF80	
soater1	2023	6673	species	Sterna hirundinacea	South American Tern	Charadriiformes	Laridae	ECAE1DA1	
antter1	2023	6674	species	Sterna vittata	Antarctic Tern	Charadriiformes	Laridae	E9C409B5	
antter2	2023	6675	issf	Sterna vittata [vittata Group]	Antarctic Tern (Antarctic)	Charadriiformes	Laridae		
antter3	2023	6681	subspecies	Sterna vittata georgiae	Antarctic Tern (South Georgia)	Charadriiformes	Laridae	8F745060	
forter	2023	6670	species	Sterna forsteri	Forster's Tern	Charadriiformes	Laridae	D13B9122	
truter	2023	6671	species	Sterna trudeaui	Snowy-crowned Tern	Charadriiformes	Laridae	98FBF9CA	
blbter1	2023	6710	species	Sterna acuticauda	Black-bellied Tern	Charadriiformes	Laridae	807E1277	
rivter1	2023	6669	species	Sterna aurantia	River Tern	Charadriiformes	Laridae	A874F334	
whcter1	2023	6695	species	Sterna repressa	White-cheeked Tern	Charadriiformes	Laridae	CF5C013D	
kerter1	2023	6683	species	Sterna virgata	Kerguelen Tern	Charadriiformes	Laridae	754993F1	
royter1	2023	6725	species	Thalasseus maximus	Royal Tern	Charadriiformes	Laridae	719935EF	
grcter1	2023	6728	species	Thalasseus bergii	Great Crested Tern	Charadriiformes	Laridae	526978C4	
santer1	2023	6713	species	Thalasseus sandvicensis	Sandwich Tern	Charadriiformes	Laridae	F7504353	
santer4	2023	6714	subspecies	Thalasseus sandvicensis sandvicensis	Sandwich Tern (Eurasian)	Charadriiformes	Laridae	04B49AE7	
santer2	2023	6715	subspecies	Thalasseus sandvicensis acuflavidus	Sandwich Tern (Cabot's)	Charadriiformes	Laridae	8F314663	
santer3	2023	6716	subspecies	Thalasseus sandvicensis eurygnathus	Sandwich Tern (Cayenne)	Charadriiformes	Laridae	BDB17CB6	
eleter1	2023	6718	species	Thalasseus elegans	Elegant Tern	Charadriiformes	Laridae	3F9E1C51	
lecter2	2023	6720	species	Thalasseus bengalensis	Lesser Crested Tern	Charadriiformes	Laridae	D01CDECD	
royter2	2023	6724	species	Thalasseus albididorsalis	West African Crested Tern	Charadriiformes	Laridae	CF8461BF	
chcter2	2023	6734	species	Thalasseus bernsteini	Chinese Crested Tern	Charadriiformes	Laridae	FCEF84DC	
blkski	2023	6567	species	Rynchops niger	Black Skimmer	Charadriiformes	Laridae	88AB027C	
blkski1	2023	6568	subspecies	Rynchops niger niger	Black Skimmer (niger)	Charadriiformes	Laridae	B2E4E525	
blkski2	2023	6569	subspecies	Rynchops niger cinerascens	Black Skimmer (cinerascens)	Charadriiformes	Laridae	36369A80	
blkski3	2023	6570	subspecies	Rynchops niger intercedens	Black Skimmer (intercedens)	Charadriiformes	Laridae	14BC5CD1	
afrski1	2023	6565	species	Rynchops flavirostris	African Skimmer	Charadriiformes	Laridae	907B1140	
indski1	2023	6566	species	Rynchops albicollis	Indian Skimmer	Charadriiformes	Laridae	88151F23	
kagu1	2023	6741	species	Rhynochetos jubatus	Kagu	Eurypygiformes	Rhynochetidae	227D77FB	
sunbit1	2023	6743	species	Eurypyga helias	Sunbittern	Eurypygiformes	Eurypygidae	900C590B	
whttro	2023	6749	species	Phaethon lepturus	White-tailed Tropicbird	Phaethontiformes	Phaethontidae	1D07B501	
whttro7	2023	6750	subspecies	Phaethon lepturus lepturus	White-tailed Tropicbird (Indian Ocean)	Phaethontiformes	Phaethontidae	FDC76E74	
whttro4	2023	6751	subspecies	Phaethon lepturus fulvus	White-tailed Tropicbird (Golden)	Phaethontiformes	Phaethontidae	BEF11E93	
whttro6	2023	6752	subspecies	Phaethon lepturus europae	White-tailed Tropicbird (Europa I.)	Phaethontiformes	Phaethontidae	E3C1BD82	
whttro2	2023	6753	subspecies	Phaethon lepturus catesbyi	White-tailed Tropicbird (Atlantic)	Phaethontiformes	Phaethontidae	67EC22D7	
whttro3	2023	6754	subspecies	Phaethon lepturus dorotheae	White-tailed Tropicbird (Pacific)	Phaethontiformes	Phaethontidae	0CC0BF03	
whttro5	2023	6755	subspecies	Phaethon lepturus ascensionis	White-tailed Tropicbird (Ascension)	Phaethontiformes	Phaethontidae	211F43E2	
rebtro	2023	6756	species	Phaethon aethereus	Red-billed Tropicbird	Phaethontiformes	Phaethontidae	7EE005BD	
rettro	2023	6760	species	Phaethon rubricauda	Red-tailed Tropicbird	Phaethontiformes	Phaethontidae	C412CD62	
retloo	2023	6768	species	Gavia stellata	Red-throated Loon	Gaviiformes	Gaviidae	6C50988A	
arcloo	2023	6769	species	Gavia arctica	Arctic Loon	Gaviiformes	Gaviidae	CA5852BE	
pacloo	2023	6772	species	Gavia pacifica	Pacific Loon	Gaviiformes	Gaviidae	B7D7EF23	
comloo	2023	6774	species	Gavia immer	Common Loon	Gaviiformes	Gaviidae	7E022378	
yebloo	2023	6775	species	Gavia adamsii	Yellow-billed Loon	Gaviiformes	Gaviidae	5349255D	
kinpen1	2023	6779	species	Aptenodytes patagonicus	King Penguin	Sphenisciformes	Spheniscidae	827A77C7	
emppen1	2023	6780	species	Aptenodytes forsteri	Emperor Penguin	Sphenisciformes	Spheniscidae	58848B71	
adepen1	2023	6781	species	Pygoscelis adeliae	Adelie Penguin	Sphenisciformes	Spheniscidae	4A947BE7	
genpen1	2023	6782	species	Pygoscelis papua	Gentoo Penguin	Sphenisciformes	Spheniscidae	F2B3BF2A	
chipen2	2023	6787	species	Pygoscelis antarcticus	Chinstrap Penguin	Sphenisciformes	Spheniscidae	75B943A3	
yeepen1	2023	6788	species	Megadyptes antipodes	Yellow-eyed Penguin	Sphenisciformes	Spheniscidae	9DF07165	
litpen1	2023	6789	species	Eudyptula minor	Little Penguin	Sphenisciformes	Spheniscidae	151738D5	
jacpen1	2023	6796	species	Spheniscus demersus	African Penguin	Sphenisciformes	Spheniscidae	9B183BDD	
humpen1	2023	6797	species	Spheniscus humboldti	Humboldt Penguin	Sphenisciformes	Spheniscidae	37FC130F	
galpen1	2023	6798	species	Spheniscus mendiculus	Galapagos Penguin	Sphenisciformes	Spheniscidae	ACAA25BF	
magpen1	2023	6799	species	Spheniscus magellanicus	Magellanic Penguin	Sphenisciformes	Spheniscidae	3B4B29E0	
fiopen1	2023	6801	species	Eudyptes pachyrhynchus	Fiordland Penguin	Sphenisciformes	Spheniscidae	A143FB33	
bicpen1	2023	6802	species	Eudyptes sclateri	Erect-crested Penguin	Sphenisciformes	Spheniscidae	3B58C04E	
macpen1	2023	6803	species	Eudyptes chrysolophus	Macaroni Penguin	Sphenisciformes	Spheniscidae	2C2BC004	
roypen1	2023	6804	species	Eudyptes schlegeli	Royal Penguin	Sphenisciformes	Spheniscidae	01A11B3A	
rocpen1	2023	6805	species	Eudyptes chrysocome	Southern Rockhopper Penguin	Sphenisciformes	Spheniscidae	4023CC81	
rocpen2	2023	6806	subspecies	Eudyptes chrysocome chrysocome	Southern Rockhopper Penguin (Western)	Sphenisciformes	Spheniscidae	ECEE0622	
rocpen3	2023	6807	subspecies	Eudyptes chrysocome filholi	Southern Rockhopper Penguin (Eastern)	Sphenisciformes	Spheniscidae	D5A715E4	
rocpen4	2023	6809	species	Eudyptes moseleyi	Moseley's Rockhopper Penguin	Sphenisciformes	Spheniscidae	8722DFC2	
snapen1	2023	6810	species	Eudyptes robustus	Snares Penguin	Sphenisciformes	Spheniscidae	5EA37AA8	
yenalb2	2023	6833	species	Thalassarche chlororhynchos	Atlantic Yellow-nosed Albatross	Procellariiformes	Diomedeidae	EA2FA918	
yenalb3	2023	6834	species	Thalassarche carteri	Indian Yellow-nosed Albatross	Procellariiformes	Diomedeidae	65882F71	
gyhalb	2023	6836	species	Thalassarche chrysostoma	Gray-headed Albatross	Procellariiformes	Diomedeidae	0E4475F6	
bulalb2	2023	6837	species	Thalassarche bulleri	Buller's Albatross	Procellariiformes	Diomedeidae	F79F09E1	
whcalb1	2023	6840	species	Thalassarche cauta	White-capped Albatross	Procellariiformes	Diomedeidae	87797B47	
whcalb2	2023	6841	subspecies	Thalassarche cauta cauta	White-capped Albatross (cauta)	Procellariiformes	Diomedeidae	3B6E922E	
whcalb3	2023	6842	subspecies	Thalassarche cauta steadi	White-capped Albatross (steadi)	Procellariiformes	Diomedeidae	8E41D91E	
salalb1	2023	6843	species	Thalassarche salvini	Salvin's Albatross	Procellariiformes	Diomedeidae	25428EB1	
shyalb2	2023	6844	species	Thalassarche eremita	Chatham Albatross	Procellariiformes	Diomedeidae	253271CB	
bkbalb	2023	6846	species	Thalassarche melanophris	Black-browed Albatross	Procellariiformes	Diomedeidae	F9FCB9FF	
bkbalb1	2023	6847	subspecies	Thalassarche melanophris melanophris	Black-browed Albatross (Black-browed)	Procellariiformes	Diomedeidae	F9CBC9EB	
bkbalb2	2023	6848	subspecies	Thalassarche melanophris impavida	Black-browed Albatross (Campbell)	Procellariiformes	Diomedeidae	4CDB783A	
sooalb1	2023	6831	species	Phoebetria fusca	Sooty Albatross	Procellariiformes	Diomedeidae	4976BF1D	
limalb1	2023	6832	species	Phoebetria palpebrata	Light-mantled Albatross	Procellariiformes	Diomedeidae	1819ECCE	
royalb2	2023	6814	species	Diomedea epomophora	Southern Royal Albatross	Procellariiformes	Diomedeidae	4D8C9B97	
royalb3	2023	6813	species	Diomedea sanfordi	Northern Royal Albatross	Procellariiformes	Diomedeidae	1A5E5AE7	
wanalb1	2023	6816	species	Diomedea exulans	Snowy Albatross	Procellariiformes	Diomedeidae	A28D8D38	
wanalb3	2023	6817	species	Diomedea dabbenena	Tristan Albatross	Procellariiformes	Diomedeidae	1048BC8A	
wanalb2	2023	6820	subspecies	Diomedea antipodensis antipodensis	Antipodean Albatross (New Zealand)	Procellariiformes	Diomedeidae	4C26D29D	
wanalb4	2023	6821	subspecies	Diomedea antipodensis gibsoni	Antipodean Albatross (Gibson's)	Procellariiformes	Diomedeidae	282962B4	
wanalb5	2023	6823	species	Diomedea amsterdamensis	Amsterdam Albatross	Procellariiformes	Diomedeidae	D93548A7	
wavalb	2023	6826	species	Phoebastria irrorata	Waved Albatross	Procellariiformes	Diomedeidae	1BC289CB	
layalb	2023	6827	species	Phoebastria immutabilis	Laysan Albatross	Procellariiformes	Diomedeidae	98FB6D4B	
bkfalb	2023	6828	species	Phoebastria nigripes	Black-footed Albatross	Procellariiformes	Diomedeidae	EE8ECB1D	
shtalb	2023	6830	species	Phoebastria albatrus	Short-tailed Albatross	Procellariiformes	Diomedeidae	B5565AD8	
wispet	2023	6853	species	Oceanites oceanicus	Wilson's Storm-Petrel	Procellariiformes	Oceanitidae	D295D249	
wilstp2	2023	6854	issf	Oceanites oceanicus oceanicus/exasperatus	Wilson's Storm-Petrel (Wilson's)	Procellariiformes	Oceanitidae		
wilstp1	2023	6857	subspecies	Oceanites oceanicus chilensis	Wilson's Storm-Petrel (Fuegian)	Procellariiformes	Oceanitidae	1D4CD2D0	
pumstp1	2023	6858	species	Oceanites pincoyae	Pincoya Storm-Petrel	Procellariiformes	Oceanitidae	7A8599C2	
wvspet1	2023	6859	species	Oceanites gracilis	Elliot's Storm-Petrel	Procellariiformes	Oceanitidae	934FEF66	
gybstp1	2023	6863	species	Garrodia nereis	Gray-backed Storm-Petrel	Procellariiformes	Oceanitidae	F5C74C92	
wfspet	2023	6864	species	Pelagodroma marina	White-faced Storm-Petrel	Procellariiformes	Oceanitidae	E9DF118E	
patpar1	2023	12153	species	Psittacella picta	Painted Tiger-Parrot	Psittaciformes	Psittaculidae	3E482706	
wbspet1	2023	6871	species	Fregetta grallaria	White-bellied Storm-Petrel	Procellariiformes	Oceanitidae	224E1093	
whbstp1	2023	6872	issf	Fregetta grallaria [grallaria Group]	White-bellied Storm-Petrel (White-bellied)	Procellariiformes	Oceanitidae		
whbstp2	2023	6876	subspecies	Fregetta grallaria titan	White-bellied Storm-Petrel (Rapa I.)	Procellariiformes	Oceanitidae	C4089AEC	
nezstp1	2023	6877	species	Fregetta maoriana	New Zealand Storm-Petrel	Procellariiformes	Oceanitidae	5DB83DA9	
necstp1	2023	6878	species	Fregetta lineata	New Caledonian Storm-Petrel	Procellariiformes	Oceanitidae	AF97355A	
bbspet1	2023	6879	species	Fregetta tropica	Black-bellied Storm-Petrel	Procellariiformes	Oceanitidae	ACE8EADE	
pospet1	2023	6883	species	Nesofregetta fuliginosa	Polynesian Storm-Petrel	Procellariiformes	Oceanitidae	89BF14AC	
bripet	2023	6885	species	Hydrobates pelagicus	European Storm-Petrel	Procellariiformes	Hydrobatidae	E1638A37	
eurstp1	2023	6886	subspecies	Hydrobates pelagicus pelagicus	European Storm-Petrel (British)	Procellariiformes	Hydrobatidae	2D48172F	
eurstp2	2023	6887	subspecies	Hydrobates pelagicus melitensis	European Storm-Petrel (Mediterranean)	Procellariiformes	Hydrobatidae	1BC8BB4B	
ftspet	2023	6888	species	Hydrobates furcatus	Fork-tailed Storm-Petrel	Procellariiformes	Hydrobatidae	DD814006	
rispet1	2023	6891	species	Hydrobates hornbyi	Ringed Storm-Petrel	Procellariiformes	Hydrobatidae	5F5C5FD3	
lcspet	2023	6892	species	Hydrobates leucorhous	Leach's Storm-Petrel	Procellariiformes	Hydrobatidae	C5FB15C6	
leastp3	2023	6893	subspecies	Hydrobates leucorhous leucorhous	Leach's Storm-Petrel (Leach's)	Procellariiformes	Hydrobatidae	8D08B1C9	
leastp4	2023	6894	subspecies	Hydrobates leucorhous chapmani	Leach's Storm-Petrel (Chapman's)	Procellariiformes	Hydrobatidae	C48D368B	
leastp5	2023	6895	species	Hydrobates socorroensis	Townsend's Storm-Petrel	Procellariiformes	Hydrobatidae	C794DCC7	
leastp2	2023	6899	species	Hydrobates cheimomnestes	Ainley's Storm-Petrel	Procellariiformes	Hydrobatidae	B57A7ED2	
swspet	2023	6901	species	Hydrobates monorhis	Swinhoe's Storm-Petrel	Procellariiformes	Hydrobatidae	80DE8670	
asspet	2023	6902	species	Hydrobates homochroa	Ashy Storm-Petrel	Procellariiformes	Hydrobatidae	04B43245	
barpet	2023	6903	species	Hydrobates castro	Band-rumped Storm-Petrel	Procellariiformes	Hydrobatidae	D3FAE385	
monstp1	2023	6907	species	Hydrobates monteiroi	Monteiro's Storm-Petrel	Procellariiformes	Hydrobatidae	3E579E5B	
cavstp1	2023	6908	species	Hydrobates jabejabe	Cape Verde Storm-Petrel	Procellariiformes	Hydrobatidae	0F6A5DD6	
jamowl1	2023	9044	species	Asio grammicus	Jamaican Owl	Strigiformes	Strigidae	F85D5EC3	
wrspet	2023	6910	species	Hydrobates tethys	Wedge-rumped Storm-Petrel	Procellariiformes	Hydrobatidae	7BE70E1F	
bkspet	2023	6913	species	Hydrobates melania	Black Storm-Petrel	Procellariiformes	Hydrobatidae	149499C6	
guspet	2023	6914	species	Hydrobates macrodactylus	Guadalupe Storm-Petrel	Procellariiformes	Hydrobatidae	6FC4B715	
maspet	2023	6915	species	Hydrobates markhami	Markham's Storm-Petrel	Procellariiformes	Hydrobatidae	326E50B4	
maspet2	2023	6917	species	Hydrobates matsudairae	Matsudaira's Storm-Petrel	Procellariiformes	Hydrobatidae	6AA236DD	
trspet	2023	6918	species	Hydrobates tristrami	Tristram's Storm-Petrel	Procellariiformes	Hydrobatidae	EDF95934	
lsspet	2023	6919	species	Hydrobates microsoma	Least Storm-Petrel	Procellariiformes	Hydrobatidae	183CC218	
angpet1	2023	6925	species	Macronectes giganteus	Southern Giant-Petrel	Procellariiformes	Procellariidae	C1706A8B	
norgip1	2023	6926	species	Macronectes halli	Northern Giant-Petrel	Procellariiformes	Procellariidae	F504C8DE	
norful	2023	6928	species	Fulmarus glacialis	Northern Fulmar	Procellariiformes	Procellariidae	049D9AEA	
norful4	2023	6929	issf	Fulmarus glacialis glacialis/auduboni	Northern Fulmar (Atlantic)	Procellariiformes	Procellariidae		
norful3	2023	6932	subspecies	Fulmarus glacialis rodgersii	Northern Fulmar (Pacific)	Procellariiformes	Procellariidae	C054C7E1	
souful1	2023	6933	species	Fulmarus glacialoides	Southern Fulmar	Procellariiformes	Procellariidae	10C2881A	
antpet1	2023	6934	species	Thalassoica antarctica	Antarctic Petrel	Procellariiformes	Procellariidae	53518617	
cappet	2023	6935	species	Daption capense	Cape Petrel	Procellariiformes	Procellariidae	AAC2D613	
cappet1	2023	6936	subspecies	Daption capense capense	Cape Petrel (Antarctic)	Procellariiformes	Procellariidae	FAA24C38	
cappet2	2023	6937	subspecies	Daption capense australe	Cape Petrel (Snares)	Procellariiformes	Procellariidae	689F0312	
snopet1	2023	6938	species	Pagodroma nivea	Snow Petrel	Procellariiformes	Procellariidae	BB999943	
kerpet2	2023	6941	species	Aphrodroma brevirostris	Kerguelen Petrel	Procellariiformes	Procellariidae	62797BD3	
lshpet1	2023	6942	species	Pterodroma rupinarum	Large St. Helena Petrel	Procellariiformes	Procellariidae	DC04FCD9	
grwpet3	2023	6943	species	Pterodroma macroptera	Great-winged Petrel	Procellariiformes	Procellariidae	508E7E59	
grwpet2	2023	6944	species	Pterodroma gouldi	Gray-faced Petrel	Procellariiformes	Procellariidae	DF92B7F9	
kerpet	2023	6946	species	Pterodroma neglecta	Kermadec Petrel	Procellariiformes	Procellariidae	889232C7	
magpet1	2023	6949	species	Pterodroma magentae	Magenta Petrel	Procellariiformes	Procellariidae	44C20FFF	
tripet1	2023	6950	species	Pterodroma arminjoniana	Trindade Petrel	Procellariiformes	Procellariidae	8116523B	
herpet2	2023	6951	species	Pterodroma heraldica	Herald Petrel	Procellariiformes	Procellariidae	6C348817	
murpet	2023	6953	species	Pterodroma ultima	Murphy's Petrel	Procellariiformes	Procellariidae	32AC75A8	
solpet1	2023	6954	species	Pterodroma solandri	Providence Petrel	Procellariiformes	Procellariidae	F654D59E	
henpet1	2023	6955	species	Pterodroma atrata	Henderson Petrel	Procellariiformes	Procellariidae	A98DB170	
madpet	2023	6956	species	Pterodroma madeira	Zino's Petrel	Procellariiformes	Procellariidae	A6EA486B	
feapet1	2023	6957	species	Pterodroma feae	Fea's Petrel	Procellariiformes	Procellariidae	26B5280F	
feapet3	2023	6958	subspecies	Pterodroma feae feae	Fea's Petrel (Fea's)	Procellariiformes	Procellariidae	CFE78BAC	
feapet2	2023	6959	subspecies	Pterodroma feae deserta	Fea's Petrel (Desertas)	Procellariiformes	Procellariidae	F93629B0	
soppet1	2023	6961	species	Pterodroma mollis	Soft-plumaged Petrel	Procellariiformes	Procellariidae	12286A1E	
barpet1	2023	6964	species	Pterodroma baraui	Barau's Petrel	Procellariiformes	Procellariidae	D956176F	
whhpet1	2023	6965	species	Pterodroma lessonii	White-headed Petrel	Procellariiformes	Procellariidae	7C787E7D	
motpet	2023	6966	species	Pterodroma inexpectata	Mottled Petrel	Procellariiformes	Procellariidae	B829AC03	
berpet	2023	6967	species	Pterodroma cahow	Bermuda Petrel	Procellariiformes	Procellariidae	F6533C4B	
bkcpet	2023	6968	species	Pterodroma hasitata	Black-capped Petrel	Procellariiformes	Procellariidae	DCD73C3A	
bkcpet2	2023	6972	species	Pterodroma caribbaea	Jamaican Petrel	Procellariiformes	Procellariidae	8B2FD890	
jufpet	2023	6973	species	Pterodroma externa	Juan Fernandez Petrel	Procellariiformes	Procellariidae	DC2BA23B	
atlpet1	2023	6974	species	Pterodroma incerta	Atlantic Petrel	Procellariiformes	Procellariidae	23865D25	
galpet	2023	6975	species	Pterodroma phaeopygia	Galapagos Petrel	Procellariiformes	Procellariidae	0DF68A87	
hawpet1	2023	6976	species	Pterodroma sandwichensis	Hawaiian Petrel	Procellariiformes	Procellariidae	E4AFFBF2	
whnpet	2023	6978	species	Pterodroma cervicalis	White-necked Petrel	Procellariiformes	Procellariidae	754775F5	
bonpet	2023	6980	species	Pterodroma hypoleuca	Bonin Petrel	Procellariiformes	Procellariidae	C69447E2	
bkwpet	2023	6981	species	Pterodroma nigripennis	Black-winged Petrel	Procellariiformes	Procellariidae	AE186136	
chapet1	2023	6982	species	Pterodroma axillaris	Chatham Petrel	Procellariiformes	Procellariidae	C398A0EA	
