species_code	authority_ver	taxon_order	category	sci_name	primary_com_name	order1	family_sci_name	bio_concept_code	
lesfie1	2023	8197	subspecies	Icthyophaga humilis plumbea	Lesser Fish-Eagle (plumbea)	Accipitriformes	Accipitridae	0D128560	
lesfie2	2023	8198	subspecies	Icthyophaga humilis humilis	Lesser Fish-Eagle (humilis)	Accipitriformes	Accipitridae	107E73E6	
lesfri4	2023	7153	subspecies	Fregata ariel iredalei	Lesser Frigatebird (iredalei)	Suliformes	Fregatidae	464627EC	
lesgol1	2023	32088	subspecies	Spinus psaltria hesperophilus	Lesser Goldfinch (hesperophilus)	Passeriformes	Fringillidae	652A9A08	
lesgol2	2023	32089	subspecies	Spinus psaltria witti	Lesser Goldfinch (witti)	Passeriformes	Fringillidae	C76F207E	
lesgol3	2023	32090	subspecies	Spinus psaltria psaltria	Lesser Goldfinch (psaltria)	Passeriformes	Fringillidae	10931153	
lesgol4	2023	32091	subspecies	Spinus psaltria jouyi	Lesser Goldfinch (jouyi)	Passeriformes	Fringillidae	2BA46F14	
lesfri3	2023	7152	subspecies	Fregata ariel ariel	Lesser Frigatebird (ariel)	Suliformes	Fregatidae	906493A7	
lesgrc2	2023	3035	subspecies	Morococcyx erythropygus erythropygus	Lesser Ground-Cuckoo (erythropygus)	Cuculiformes	Cuculidae	E5FA9B94	
lesgrr1	2023	21321	subspecies	Amalocichla incerta incerta	Lesser Ground-Robin (incerta)	Passeriformes	Petroicidae	D7B3E301	
lesgrr2	2023	21322	subspecies	Amalocichla incerta olivascentior	Lesser Ground-Robin (olivascentior)	Passeriformes	Petroicidae	D95CCA08	
leswoo9	2023	11158	subspecies	Dryobates minor amurensis	Lesser Spotted Woodpecker (amurensis)	Piciformes	Picidae	E95A07F7	
lesgrr3	2023	21323	subspecies	Amalocichla incerta brevicauda	Lesser Ground-Robin (brevicauda)	Passeriformes	Petroicidae	F4BBF90C	
leshol1	2023	21937	subspecies	Alaemon hamertoni hamertoni	Lesser Hoopoe-Lark (hamertoni)	Passeriformes	Alaudidae	A28A4856	
leshol2	2023	21938	subspecies	Alaemon hamertoni tertius	Lesser Hoopoe-Lark (tertius)	Passeriformes	Alaudidae	ED4DADF5	
leshol3	2023	21939	subspecies	Alaemon hamertoni alter	Lesser Hoopoe-Lark (alter)	Passeriformes	Alaudidae	62C2F00D	
lesmaw2	2023	30303	subspecies	Ploceus intermedius intermedius	Lesser Masked-Weaver (intermedius)	Passeriformes	Ploceidae	E4D4C8BC	
lesmaw3	2023	30304	subspecies	Ploceus intermedius beattyi	Lesser Masked-Weaver (beattyi)	Passeriformes	Ploceidae	7FFAAFB7	
lesmaw4	2023	30305	subspecies	Ploceus intermedius cabanisii	Lesser Masked-Weaver (cabanisii)	Passeriformes	Ploceidae	043EB8D6	
lesmel2	2023	20624	subspecies	Melampitta lugubris lugubris	Lesser Melampitta (lugubris)	Passeriformes	Melampittidae	5.52E+27	
lesmel3	2023	20625	subspecies	Melampitta lugubris rostrata	Lesser Melampitta (rostrata)	Passeriformes	Melampittidae	30F5C437	
lesmel4	2023	20626	subspecies	Melampitta lugubris longicauda	Lesser Melampitta (longicauda)	Passeriformes	Melampittidae	624AAD80	
lesmot1	2023	9576	subspecies	Momotus lessonii lessonii	Lesson's Motmot (lessonii)	Coraciiformes	Momotidae	D7090B57	
leskis3	2023	17054	subspecies	Philohydor lictor lictor	Lesser Kiskadee (lictor)	Passeriformes	Tyrannidae	5DFDC67E	
leshon2	2023	10766	subspecies	Indicator minor senegalensis	Lesser Honeyguide (senegalensis)	Piciformes	Indicatoridae	AD63CEA9	
leshon4	2023	10768	subspecies	Indicator minor diadematus	Lesser Honeyguide (diadematus)	Piciformes	Indicatoridae	F53C3966	
leshon5	2023	10769	subspecies	Indicator minor damarensis	Lesser Honeyguide (damarensis)	Piciformes	Indicatoridae	6048AFFB	
leshon6	2023	10770	subspecies	Indicator minor teitensis	Lesser Honeyguide (teitensis)	Piciformes	Indicatoridae	B599D6EA	
lesmot3	2023	9578	subspecies	Momotus lessonii exiguus	Lesson's Motmot (exiguus)	Coraciiformes	Momotidae	654086C4	
lesnig1	2023	3501	subspecies	Chordeiles acutipennis texensis	Lesser Nighthawk (texensis)	Caprimulgiformes	Caprimulgidae	F75AA0AD	
lesnig3	2023	3503	subspecies	Chordeiles acutipennis littoralis	Lesser Nighthawk (littoralis)	Caprimulgiformes	Caprimulgidae	2FF09790	
lesnig4	2023	3504	subspecies	Chordeiles acutipennis acutipennis	Lesser Nighthawk (acutipennis)	Caprimulgiformes	Caprimulgidae	F0729AEB	
lesnig6	2023	3506	subspecies	Chordeiles acutipennis aequatorialis	Lesser Nighthawk (aequatorialis)	Caprimulgiformes	Caprimulgidae	66F65E18	
lesnig7	2023	3507	subspecies	Chordeiles acutipennis exilis	Lesser Nighthawk (exilis)	Caprimulgiformes	Caprimulgidae	FFEACE0E	
lewhon3	2023	17415	subspecies	Meliphaga lewinii mab	Lewin's Honeyeater (mab)	Passeriformes	Meliphagidae	B7205B50	
lesgre5	2023	18790	subspecies	Pachysylvia decurtata darienensis	Lesser Greenlet (darienensis)	Passeriformes	Vireonidae	26F3ECC4	
lesvio2	2023	4337	subspecies	Colibri cyanotus cyanotus	Lesser Violetear (cyanotus)	Caprimulgiformes	Trochilidae	BC64321B	
lessap6	2023	5875	subspecies	Anarhynchus mongolus mongolus	Siberian Sand-Plover (mongolus)	Charadriiformes	Charadriidae	45C8AEA9	
lessap7	2023	5876	subspecies	Anarhynchus mongolus stegmanni	Siberian Sand-Plover (stegmanni)	Charadriiformes	Charadriidae	BDC48B3F	
litgre13	2023	1816	subspecies	Tachybaptus ruficollis collaris	Little Grebe (collaris)	Podicipediformes	Podicipedidae	EE77B3F0	
lesvio3	2023	4338	subspecies	Colibri cyanotus crissalis	Lesser Violetear (crissalis)	Caprimulgiformes	Trochilidae	3AA8C470	
lessee3	2023	34956	subspecies	Sporophila bouvronides bouvronides	Lesson's Seedeater (bouvronides)	Passeriformes	Thraupidae	5FE7248E	
lessee4	2023	34957	subspecies	Sporophila bouvronides restricta	Lesson's Seedeater (restricta)	Passeriformes	Thraupidae	AA68FF28	
lessho2	2023	28855	subspecies	Brachypteryx leucophris nipalensis	Lesser Shortwing (nipalensis)	Passeriformes	Muscicapidae	BA529C10	
lessho4	2023	28857	subspecies	Brachypteryx leucophris langbianensis	Lesser Shortwing (langbianensis)	Passeriformes	Muscicapidae	DCD00A5D	
lessho5	2023	28858	subspecies	Brachypteryx leucophris wrayi	Lesser Shortwing (wrayi)	Passeriformes	Muscicapidae	B1DBAAE2	
lessho6	2023	28859	subspecies	Brachypteryx leucophris leucophris	Lesser Shortwing (leucophris)	Passeriformes	Muscicapidae	D84ED11F	
lesswa1	2023	23834	subspecies	Cecropis abyssinica abyssinica	Lesser Striped Swallow (abyssinica)	Passeriformes	Hirundinidae	329A93CC	
lesswa2	2023	23835	subspecies	Cecropis abyssinica unitatis	Lesser Striped Swallow (unitatis)	Passeriformes	Hirundinidae	5A6D58D2	
lesswa3	2023	23836	subspecies	Cecropis abyssinica puella	Lesser Striped Swallow (puella)	Passeriformes	Hirundinidae	1B4D26D7	
lesswa4	2023	23837	subspecies	Cecropis abyssinica maxima	Lesser Striped Swallow (maxima)	Passeriformes	Hirundinidae	62CF5878	
lesswa5	2023	23838	subspecies	Cecropis abyssinica bannermani	Lesser Striped Swallow (bannermani)	Passeriformes	Hirundinidae	AE875FC4	
lesswa6	2023	23839	subspecies	Cecropis abyssinica ampliformis	Lesser Striped Swallow (ampliformis)	Passeriformes	Hirundinidae	183D0D1F	
lessap4	2023	5879	subspecies	Anarhynchus atrifrons atrifrons	Tibetan Sand-Plover (atrifrons)	Charadriiformes	Charadriidae	C6D882BB	
lessap5	2023	5880	subspecies	Anarhynchus atrifrons schaeferi	Tibetan Sand-Plover (schaeferi)	Charadriiformes	Charadriidae	BFD377AC	
leswar3	2023	23279	subspecies	Acrocephalus gracilirostris jacksoni	Lesser Swamp Warbler (jacksoni)	Passeriformes	Acrocephalidae	1F00260A	
whbfie8	2023	13680	subspecies	Pyriglena maura maura	Western Fire-eye (maura)	Passeriformes	Thamnophilidae	E5D7488A	
leswar4	2023	23280	subspecies	Acrocephalus gracilirostris tsanae	Lesser Swamp Warbler (tsanae)	Passeriformes	Acrocephalidae	3FCDCD29	
litgra5	2023	23439	subspecies	Poodytes gramineus thomasi	Little Grassbird (thomasi)	Passeriformes	Locustellidae	FC43DA42	
leswar5	2023	23281	subspecies	Acrocephalus gracilirostris leptorhynchus	Lesser Swamp Warbler (leptorhynchus)	Passeriformes	Acrocephalidae	D0DC73EF	
leswar6	2023	23282	subspecies	Acrocephalus gracilirostris parvus	Lesser Swamp Warbler (parvus)	Passeriformes	Acrocephalidae	8534E57D	
leswar8	2023	23284	subspecies	Acrocephalus gracilirostris winterbottomi	Lesser Swamp Warbler (winterbottomi)	Passeriformes	Acrocephalidae	B71859BF	
leswar9	2023	23285	subspecies	Acrocephalus gracilirostris gracilirostris	Lesser Swamp Warbler (gracilirostris)	Passeriformes	Acrocephalidae	327F8C6F	
lesrhe5	2023	19	subspecies	Rhea pennata tarapacensis	Lesser Rhea (tarapacensis)	Rheiformes	Rheidae	80BFC272	
leswoo13	2023	11162	subspecies	Dryobates minor quadrifasciatus	Lesser Spotted Woodpecker (quadrifasciatus)	Piciformes	Picidae	8195D553	
leswoo14	2023	11163	subspecies	Dryobates minor morgani	Lesser Spotted Woodpecker (morgani)	Piciformes	Picidae	51B1A72C	
leswoo15	2023	11164	subspecies	Dryobates minor ledouci	Lesser Spotted Woodpecker (ledouci)	Piciformes	Picidae	B62DBB78	
leswoo16	2023	14515	subspecies	Xiphorhynchus fuscus pintoi	Lesser Woodcreeper (pintoi)	Passeriformes	Furnariidae	C44142EC	
leswoo18	2023	14517	subspecies	Xiphorhynchus fuscus fuscus	Lesser Woodcreeper (fuscus)	Passeriformes	Furnariidae	8A59EB8F	
leswoo5	2023	11154	subspecies	Dryobates minor comminutus	Lesser Spotted Woodpecker (comminutus)	Piciformes	Picidae	8138DABC	
leswoo6	2023	11155	subspecies	Dryobates minor hortorum	Lesser Spotted Woodpecker (hortorum)	Piciformes	Picidae	5C874490	
leswoo7	2023	11156	subspecies	Dryobates minor buturlini	Lesser Spotted Woodpecker (buturlini)	Piciformes	Picidae	0BBFEC6F	
leswoo8	2023	11157	subspecies	Dryobates minor minor	Lesser Spotted Woodpecker (minor)	Piciformes	Picidae	8A437763	
lesyel10	2023	11407	subspecies	Picus chlorolophus vanheysti	Lesser Yellownape (vanheysti)	Piciformes	Picidae	6023862C	
lesyel2	2023	11399	subspecies	Picus chlorolophus chlorolophus	Lesser Yellownape (chlorolophus)	Piciformes	Picidae	4AF51231	
lesyel3	2023	11400	subspecies	Picus chlorolophus simlae	Lesser Yellownape (simlae)	Piciformes	Picidae	E59AF970	
lesyel4	2023	11401	subspecies	Picus chlorolophus annamensis	Lesser Yellownape (annamensis)	Piciformes	Picidae	E0E6C599	
lesyel5	2023	11402	subspecies	Picus chlorolophus chlorigaster	Lesser Yellownape (chlorigaster)	Piciformes	Picidae	BAEED48D	
lesyel6	2023	11403	subspecies	Picus chlorolophus wellsi	Lesser Yellownape (wellsi)	Piciformes	Picidae	459B3070	
lesyel7	2023	11404	subspecies	Picus chlorolophus citrinocristatus	Lesser Yellownape (citrinocristatus)	Piciformes	Picidae	2B81828E	
lesyel8	2023	11405	subspecies	Picus chlorolophus longipennis	Lesser Yellownape (longipennis)	Piciformes	Picidae	73DCADF8	
lesyel9	2023	11406	subspecies	Picus chlorolophus rodgeri	Lesser Yellownape (rodgeri)	Piciformes	Picidae	533ACB6A	
letbar7	2023	10600	subspecies	Eubucco richardsoni purusianus	Lemon-throated Barbet (purusianus)	Piciformes	Capitonidae	8576AC13	
levpar3	2023	11988	subspecies	Coracopsis nigra libs	Lesser Vasa Parrot (libs)	Psittaciformes	Psittaculidae	2B80A89B	
levcis1	2023	23064	subspecies	Cisticola tinniens perpullus	Levaillant's Cisticola (perpullus)	Passeriformes	Cisticolidae	CDE085B8	
levcis2	2023	23065	subspecies	Cisticola tinniens oreophilus	Levaillant's Cisticola (oreophilus)	Passeriformes	Cisticolidae	5E7CC855	
levcis3	2023	23066	subspecies	Cisticola tinniens shiwae	Levaillant's Cisticola (shiwae)	Passeriformes	Cisticolidae	8E654EF0	
libbus1	2023	2948	species	Heterotetrax humilis	Little Brown Bustard	Otidiformes	Otididae	1BF89BB6	
levcis5	2023	23068	subspecies	Cisticola tinniens tinniens	Levaillant's Cisticola (tinniens)	Passeriformes	Cisticolidae	EF9FBA50	
letbar6	2023	10599	subspecies	Eubucco richardsoni aurantiicollis	Lemon-throated Barbet (aurantiicollis)	Piciformes	Capitonidae	2745C670	
letbar4	2023	10596	subspecies	Eubucco richardsoni richardsoni	Lemon-throated Barbet (richardsoni)	Piciformes	Capitonidae	3166D7D4	
letbar5	2023	10597	subspecies	Eubucco richardsoni nigriceps	Lemon-throated Barbet (nigriceps)	Piciformes	Capitonidae	6DDC9273	
lewrai3	2023	5314	subspecies	Lewinia pectoralis mayri	Lewin's Rail (mayri)	Gruiformes	Rallidae	884234B2	
lewrai4	2023	5315	subspecies	Lewinia pectoralis capta	Lewin's Rail (capta)	Gruiformes	Rallidae	2740748D	
lewrai6	2023	5317	subspecies	Lewinia pectoralis alberti	Lewin's Rail (alberti)	Gruiformes	Rallidae	E7185E2E	
lewrai8	2023	5319	subspecies	Lewinia pectoralis pectoralis	Lewin's Rail (pectoralis)	Gruiformes	Rallidae	197A980C	
lewrai9	2023	5320	subspecies	Lewinia pectoralis brachipus	Lewin's Rail (brachipus)	Gruiformes	Rallidae	6C39A739	
lewrai7	2023	5318	subspecies	Lewinia pectoralis clelandi	Lewin's Rail (clelandi)	Gruiformes	Rallidae	760E6480	
licspi9	2023	15239	subspecies	Cranioleuca antisiensis capitalis	Line-cheeked Spinetail (capitalis)	Passeriformes	Furnariidae	CE0618B7	
licspi6	2023	15235	subspecies	Cranioleuca antisiensis antisiensis	Line-cheeked Spinetail (antisiensis)	Passeriformes	Furnariidae	A8DD2277	
licsan4	2023	2895	subspecies	Pterocles lichtensteinii targius	Lichtenstein's Sandgrouse (targius)	Pterocliformes	Pteroclidae	FE9E8E98	
licsan6	2023	2897	subspecies	Pterocles lichtensteinii sukensis	Lichtenstein's Sandgrouse (sukensis)	Pterocliformes	Pteroclidae	CB9473B5	
licsan7	2023	2898	subspecies	Pterocles lichtensteinii ingramsi	Lichtenstein's Sandgrouse (ingramsi)	Pterocliformes	Pteroclidae	D7AEB436	
licspi8	2023	15238	subspecies	Cranioleuca antisiensis baroni	Line-cheeked Spinetail (baroni)	Passeriformes	Furnariidae	66D8F9D5	
licspi10	2023	15240	subspecies	Cranioleuca antisiensis zaratensis	Line-cheeked Spinetail (zaratensis)	Passeriformes	Furnariidae	473CDA91	
licspi7	2023	15236	subspecies	Cranioleuca antisiensis palamblae	Line-cheeked Spinetail (palamblae)	Passeriformes	Furnariidae	B434AD1C	
lifcan2	2023	15107	subspecies	Asthenes urubambensis huallagae	Line-fronted Canastero (huallagae)	Passeriformes	Furnariidae	B2F435E5	
lifcan3	2023	15108	subspecies	Asthenes urubambensis urubambensis	Line-fronted Canastero (urubambensis)	Passeriformes	Furnariidae	E4A00F5C	
ligsun4	2023	29682	subspecies	Anthreptes seimundi minor	Little Green Sunbird (minor)	Passeriformes	Nectariniidae	24DA49CD	
linant2	2023	13270	subspecies	Thamnophilus tenuepunctatus tenuepunctatus	Lined Antshrike (tenuepunctatus)	Passeriformes	Thamnophilidae	32205A0F	
linant4	2023	13272	subspecies	Thamnophilus tenuepunctatus berlepschi	Lined Antshrike (berlepschi)	Passeriformes	Thamnophilidae	59D7FD7A	
linbar2	2023	10530	subspecies	Psilopogon lineatus hodgsoni	Lineated Barbet (hodgsoni)	Piciformes	Megalaimidae	726B98FF	
linbar3	2023	10531	subspecies	Psilopogon lineatus lineatus	Lineated Barbet (lineatus)	Piciformes	Megalaimidae	A3C34B3C	
passwi1	2023	3839	subspecies	Mearnsia novaeguineae buergersi	Papuan Spinetail (buergersi)	Caprimulgiformes	Apodidae	5CDD17E2	
linfog1	2023	14882	subspecies	Syndactyla subalaris lineata	Lineated Foliage-gleaner (lineata)	Passeriformes	Furnariidae	E428BA58	
linfog2	2023	14883	subspecies	Syndactyla subalaris tacarcunae	Lineated Foliage-gleaner (tacarcunae)	Passeriformes	Furnariidae	4A802EA8	
linfog3	2023	14884	subspecies	Syndactyla subalaris subalaris	Lineated Foliage-gleaner (subalaris)	Passeriformes	Furnariidae	B748BBF4	
linfog4	2023	14885	subspecies	Syndactyla subalaris striolata	Lineated Foliage-gleaner (striolata)	Passeriformes	Furnariidae	D788AFDB	
licsan5	2023	2896	subspecies	Pterocles lichtensteinii lichtensteinii	Lichtenstein's Sandgrouse (lichtensteinii)	Pterocliformes	Pteroclidae	582AA0BC	
linfog7	2023	14888	subspecies	Syndactyla subalaris ruficrissa	Lineated Foliage-gleaner (ruficrissa)	Passeriformes	Furnariidae	A4536C8E	
linspa1	2023	32782	subspecies	Melospiza lincolnii lincolnii	Lincoln's Sparrow (lincolnii)	Passeriformes	Passerellidae	342944C6	
linspa2	2023	32783	subspecies	Melospiza lincolnii gracilis	Lincoln's Sparrow (gracilis)	Passeriformes	Passerellidae	A7C57A81	
litbrc11	2023	3319	subspecies	Chrysococcyx minutillus aheneus	Little Bronze-Cuckoo (aheneus)	Cuculiformes	Cuculidae	9792AF25	
linwoo11	2023	11523	subspecies	Dryocopus lineatus lineatus	Lineated Woodpecker (lineatus)	Piciformes	Picidae	6B8F611D	
lipcor2	2023	7206	subspecies	Microcarbo melanoleucos melanoleucos	Little Pied Cormorant (melanoleucos)	Suliformes	Phalacrocoracidae	031D434F	
lipcor3	2023	7207	subspecies	Microcarbo melanoleucos brevicauda	Little Pied Cormorant (brevicauda)	Suliformes	Phalacrocoracidae	3E4048E5	
lipcor4	2023	7208	subspecies	Microcarbo melanoleucos brevirostris	Little Pied Cormorant (brevirostris)	Suliformes	Phalacrocoracidae	4F1DEF9F	
lipfly2	2023	29041	subspecies	Ficedula westermanni collini	Little Pied Flycatcher (collini)	Passeriformes	Muscicapidae	E6D9D7C8	
lipfly3	2023	29042	subspecies	Ficedula westermanni australorientis	Little Pied Flycatcher (australorientis)	Passeriformes	Muscicapidae	B88C689C	
lipfly4	2023	29043	subspecies	Ficedula westermanni langbianis	Little Pied Flycatcher (langbianis)	Passeriformes	Muscicapidae	CDDC61BD	
lipfly5	2023	29044	subspecies	Ficedula westermanni westermanni	Little Pied Flycatcher (westermanni)	Passeriformes	Muscicapidae	98FC0706	
lipfly6	2023	29045	subspecies	Ficedula westermanni hasselti	Little Pied Flycatcher (hasselti)	Passeriformes	Muscicapidae	1302BE3A	
lipfly7	2023	29046	subspecies	Ficedula westermanni mayri	Little Pied Flycatcher (mayri)	Passeriformes	Muscicapidae	FB6605BE	
lipfly8	2023	29047	subspecies	Ficedula westermanni rabori	Little Pied Flycatcher (rabori)	Passeriformes	Muscicapidae	10AF9FD6	
lipfly9	2023	29048	subspecies	Ficedula westermanni palawanensis	Little Pied Flycatcher (palawanensis)	Passeriformes	Muscicapidae	1813B499	
litbrc12	2023	3320	subspecies	Chrysococcyx minutillus jungei	Little Bronze-Cuckoo (jungei)	Cuculiformes	Cuculidae	A03AFCA7	
litbee3	2023	10063	subspecies	Merops pusillus cyanostictus	Little Bee-eater (cyanostictus)	Coraciiformes	Meropidae	10661D6E	
litbee4	2023	10064	subspecies	Merops pusillus meridionalis	Little Bee-eater (meridionalis)	Coraciiformes	Meropidae	48DD795D	
litbee5	2023	10065	subspecies	Merops pusillus argutus	Little Bee-eater (argutus)	Coraciiformes	Meropidae	F8DCA3FE	
litbrc16	2023	3325	subspecies	Chrysococcyx minutillus rufomerus	Little Bronze-Cuckoo (rufomerus)	Cuculiformes	Cuculidae	94AF6747	
litbrc10	2023	3317	subspecies	Chrysococcyx minutillus barnardi	Little Bronze-Cuckoo (barnardi)	Cuculiformes	Cuculidae	49427264	
litbrc15	2023	3323	subspecies	Chrysococcyx minutillus russatus	Little Bronze-Cuckoo (russatus)	Cuculiformes	Cuculidae	020C86DB	
lirplo3	2023	5818	subspecies	Charadrius dubius jerdoni	Little Ringed Plover (jerdoni)	Charadriiformes	Charadriidae	E80C091B	
litbrc14	2023	3322	subspecies	Chrysococcyx minutillus poecilurus	Little Bronze-Cuckoo (poecilurus)	Cuculiformes	Cuculidae	FD7BFBD8	
linwoo12	2023	11524	subspecies	Dryocopus lineatus erythrops	Lineated Woodpecker (erythrops)	Piciformes	Picidae	47EDEC72	
litgre11	2023	1814	subspecies	Tachybaptus ruficollis vulcanorum	Little Grebe (vulcanorum)	Podicipediformes	Podicipedidae	A8100CFE	
indnig2	2023	3712	subspecies	Caprimulgus asiaticus asiaticus	Indian Nightjar (asiaticus)	Caprimulgiformes	Caprimulgidae	9AE9EF67	
litbrc7	2023	3314	subspecies	Chrysococcyx minutillus albifrons	Little Bronze-Cuckoo (albifrons)	Cuculiformes	Cuculidae	597F2E4B	
litcor3	2023	11953	subspecies	Cacatua sanguinea transfreta	Little Corella (transfreta)	Psittaciformes	Cacatuidae	A7737092	
litcor4	2023	11954	subspecies	Cacatua sanguinea sanguinea	Little Corella (sanguinea)	Psittaciformes	Cacatuidae	1B35776F	
litcor6	2023	11956	subspecies	Cacatua sanguinea gymnopis	Little Corella (gymnopis)	Psittaciformes	Cacatuidae	E09E8011	
litcor7	2023	11957	subspecies	Cacatua sanguinea normantoni	Little Corella (normantoni)	Psittaciformes	Cacatuidae	4FEB8A62	
litcuc3	2023	3204	subspecies	Coccycua minuta panamensis	Little Cuckoo (panamensis)	Cuculiformes	Cuculidae	404768F3	
litcuc4	2023	3205	subspecies	Coccycua minuta barinensis	Little Cuckoo (barinensis)	Cuculiformes	Cuculidae	B0503902	
litcuc5	2023	3206	subspecies	Coccycua minuta gracilis	Little Cuckoo (gracilis)	Cuculiformes	Cuculidae	E2B3E752	
litcuc6	2023	3207	subspecies	Coccycua minuta minuta	Little Cuckoo (minuta)	Cuculiformes	Cuculidae	F5B26791	
litcuc7	2023	3208	subspecies	Coccycua minuta chaparensis	Little Cuckoo (chaparensis)	Cuculiformes	Cuculidae	A254C78B	
litcud1	2023	2152	subspecies	Macropygia ruficeps assimilis	Little Cuckoo-Dove (assimilis)	Columbiformes	Columbidae	3F211779	
litcud2	2023	2153	subspecies	Macropygia ruficeps engelbachi	Little Cuckoo-Dove (engelbachi)	Columbiformes	Columbidae	08CB527D	
litcud3	2023	2154	subspecies	Macropygia ruficeps malayana	Little Cuckoo-Dove (malayana)	Columbiformes	Columbidae	7DDE4571	
litcud4	2023	2155	subspecies	Macropygia ruficeps simalurensis	Little Cuckoo-Dove (simalurensis)	Columbiformes	Columbidae	676F41DD	
litcud6	2023	2157	subspecies	Macropygia ruficeps nana	Little Cuckoo-Dove (nana)	Columbiformes	Columbidae	8BE159A9	
litcud7	2023	2158	subspecies	Macropygia ruficeps ruficeps	Little Cuckoo-Dove (ruficeps)	Columbiformes	Columbidae	80E90555	
litcud8	2023	2159	subspecies	Macropygia ruficeps orientalis	Little Cuckoo-Dove (orientalis)	Columbiformes	Columbidae	82F5108E	
litfor2	2023	28940	subspecies	Enicurus scouleri scouleri	Little Forktail (scouleri)	Passeriformes	Muscicapidae	CF577F42	
litfor3	2023	28941	subspecies	Enicurus scouleri fortis	Little Forktail (fortis)	Passeriformes	Muscicapidae	791652DC	
litfri2	2023	17847	subspecies	Philemon citreogularis papuensis	Little Friarbird (papuensis)	Passeriformes	Meliphagidae	0EB95EFB	
litfri3	2023	17848	subspecies	Philemon citreogularis sordidus	Little Friarbird (sordidus)	Passeriformes	Meliphagidae	4953CA7A	
litgra2	2023	23436	subspecies	Poodytes gramineus papuensis	Little Grassbird (papuensis)	Passeriformes	Locustellidae	A70EC5E7	
litgra3	2023	23437	subspecies	Poodytes gramineus goulburni	Little Grassbird (goulburni)	Passeriformes	Locustellidae	A4F61937	
litgra4	2023	23438	subspecies	Poodytes gramineus gramineus	Little Grassbird (gramineus)	Passeriformes	Locustellidae	0B649936	
litbrc9	2023	3316	subspecies	Chrysococcyx minutillus minutillus	Little Bronze-Cuckoo (minutillus)	Cuculiformes	Cuculidae	2AFF6B29	
litbrc8	2023	3315	subspecies	Chrysococcyx minutillus cleis	Little Bronze-Cuckoo (cleis)	Cuculiformes	Cuculidae	7E7C8C16	
litbrc6	2023	3313	subspecies	Chrysococcyx minutillus peninsularis	Little Bronze-Cuckoo (peninsularis)	Cuculiformes	Cuculidae	AE7B0EE8	
litgre16	2023	23968	subspecies	Eurillas virens zombensis	Little Greenbul (zombensis)	Passeriformes	Pycnonotidae	3BAC0A96	
litswi7	2023	4116	subspecies	Apus affinis theresae	Little Swift (theresae)	Caprimulgiformes	Apodidae	AD5A246E	
litgre5	2023	1806	subspecies	Tachybaptus ruficollis ruficollis	Little Grebe (ruficollis)	Podicipediformes	Podicipedidae	78477BB8	
litswi8	2023	4117	subspecies	Apus affinis affinis	Little Swift (affinis)	Caprimulgiformes	Apodidae	5C05AD5A	
litgre8	2023	1810	subspecies	Tachybaptus ruficollis poggei	Little Grebe (poggei)	Podicipediformes	Podicipedidae	6B623ADE	
litkin10	2023	9680	subspecies	Ceyx pusillus aolae	Little Kingfisher (aolae)	Coraciiformes	Alcedinidae	F1803ACB	
litkin2	2023	9672	subspecies	Ceyx pusillus pusillus	Little Kingfisher (pusillus)	Coraciiformes	Alcedinidae	4A91CF92	
blophe11	2023	1190	subspecies	Ithaginis cruentus michaelis	Blood Pheasant (michaelis)	Galliformes	Phasianidae	70F2045A	
litkin3	2023	9673	subspecies	Ceyx pusillus laetior	Little Kingfisher (laetior)	Coraciiformes	Alcedinidae	AEA45283	
litkin4	2023	9674	subspecies	Ceyx pusillus ramsayi	Little Kingfisher (ramsayi)	Coraciiformes	Alcedinidae	26EE35D0	
litkin5	2023	9675	subspecies	Ceyx pusillus halli	Little Kingfisher (halli)	Coraciiformes	Alcedinidae	B1DF2121	
litkin6	2023	9676	subspecies	Ceyx pusillus masauji	Little Kingfisher (masauji)	Coraciiformes	Alcedinidae	23DA6ACD	
litkin7	2023	9677	subspecies	Ceyx pusillus bougainvillei	Little Kingfisher (bougainvillei)	Coraciiformes	Alcedinidae	43E979D8	
litpen6	2023	6794	subspecies	Eudyptula minor minor	Little Penguin (minor)	Sphenisciformes	Spheniscidae	2F5AF21E	
litsun3	2023	4392	subspecies	Heliangelus micraster cutervensis	Little Sunangel (cutervensis)	Caprimulgiformes	Trochilidae	766C292B	
litgre7	2023	1808	subspecies	Tachybaptus ruficollis capensis	Little Grebe (capensis)	Podicipediformes	Podicipedidae	519D4544	
litswi5	2023	4114	subspecies	Apus affinis galilejensis	Little Swift (galilejensis)	Caprimulgiformes	Apodidae	04EC4C1F	
litswi6	2023	4115	subspecies	Apus affinis aerobates	Little Swift (aerobates)	Caprimulgiformes	Apodidae	6D1FCFB3	
litgre6	2023	1807	subspecies	Tachybaptus ruficollis iraquensis	Little Grebe (iraquensis)	Podicipediformes	Podicipedidae	82135992	
litter3	2023	6624	subspecies	Sternula albifrons guineae	Little Tern (guineae)	Charadriiformes	Laridae	B478DDF5	
litter4	2023	6625	subspecies	Sternula albifrons innominata	Little Tern (innominata)	Charadriiformes	Laridae	84D0130A	
litter6	2023	6626	subspecies	Sternula albifrons sinensis	Little Tern (sinensis)	Charadriiformes	Laridae	A3B8DF24	
litter7	2023	6627	subspecies	Sternula albifrons placens	Little Tern (placens)	Charadriiformes	Laridae	BE0197BF	
