Scientific_name_eBird,English_name,Scientific_name_BirdLife,Continent,Peak_HTI,LowerCI_Peak_HTI,UpperCI_Peak_HTI,Conservative_HTI,LowerCI_Conservative_HTI,UpperCI_Conservative_HTI,Maximum_HTI,LowerCI_Maximum_HTI,UpperCI_Maximum_HTI,Missing_resampling_replicates
Microcerculus marginatus,Scaly-breasted Wren,Microcerculus marginatus,Latin_America,4.460417,3.749223,5.17161,18.90833,17.65569,20.16098,29.86875,29.062,30.6755,2
Microcerculus philomela,Nightingale Wren,Microcerculus philomela,Latin_America,2.944,2.262867,3.625133,14.16,13.92608,14.39392,19.534,19.40449,19.66351,0
Microchera albocoronata,Snowcap,Microchera albocoronata,Latin_America,13.9625,12.58519,15.33981,21.32083,20.5206,22.12107,26.08542,25.39386,26.77698,2
Microchera chionura,White-tailed Emerald,Elvira chionura,Latin_America,1.836957,1.136473,2.53744,18.1587,16.81766,19.49973,28.0087,27.07072,28.94667,4
Microchera cupreiceps,Coppery-headed Emerald,Elvira cupreiceps,Latin_America,10.142,9.308708,10.97529,19.922,18.50329,21.34071,23.066,21.80103,24.33097,0
Microeca fascinans,Jacky-winter,Microeca fascinans,Oceania,0.238,0.059807589,0.416192411,11.198,11.02496143,11.37103857,21.172,21.00154627,21.34245373,0
Microeca flavigaster,Lemon-bellied Flycatcher,Microeca flavigaster,Oceania,21.516,19.71946855,23.31253145,45.226,44.76408814,45.68791186,48.038,47.69655288,48.37944712,0
Microeca papuana,Papuan Flycatcher,Devioeca papuana,Oceania,9.462,8.945525134,9.978474866,12.282,11.97492745,12.58907255,14.058,13.70116069,14.41483931,0
Microhierax caerulescens,Collared Falconet,Microhierax caerulescens,Asia,6.581632653,5.618109328,7.545155978,16.0755102,15.56209213,16.58892828,23.73877551,23.44661507,24.03093595,1
Microhierax fringillarius,Black-thighed Falconet,Microhierax fringillarius,Asia,17.18837209,14.04337643,20.33336776,44.7744186,43.74378785,45.80504936,48.84418605,48.46209618,49.22627591,7
Microligea palustris,Green-tailed Warbler,Microligea palustris,Latin_America,8.008333,7.21076,8.805907,21.54375,19.69488,23.39262,28.96875,27.51223,30.42527,2
Micromonacha lanceolata,Lanceolated Monklet,Micromonacha lanceolata,Latin_America,10.458,10.28414,10.63186,17.396,17.16687,17.62513,25.266,24.83627,25.69573,0
Micronisus gabar,Gabar Goshawk,Micronisus gabar,Africa,19.848,19.54625515,20.14974485,41.002,40.64292084,41.36107916,50,50,50,0
Microparra capensis,Lesser Jacana,Microparra capensis,Africa,17.068,16.7211181,17.4148819,29.344,28.91008642,29.77791358,42.04,41.43587102,42.64412898,0
Microptilotis gracilis,Graceful Honeyeater,Microptilotis gracilis,Oceania,4.754545455,3.988986618,5.520104291,20.16136364,18.76922636,21.55350091,29.85454545,28.6584421,31.0506488,6
Microptilotis imitatrix,Cryptic Honeyeater,Microptilotis imitatrix,Oceania,3.858333333,3.212410555,4.504256112,25.17708333,24.72855657,25.6256101,49.52291667,49.23809092,49.80774242,2
Micropygia schomburgkii,Ocellated Crake,Micropygia schomburgkii,Latin_America,3.968182,2.832184,5.104179,27.1,25.31826,28.88174,40.82273,40.04335,41.60211,6
Microrhopias quixensis,Dot-winged Antwren,Microrhopias quixensis,Latin_America,0.42,0.155301,0.684699,20.942,20.66494,21.21906,39.762,39.53411,39.98989,0
Microspingus cabanisi,Gray-throated Warbling Finch,Microspingus cabanisi,Latin_America,5.476,4.495853,6.456147,34.016,33.71645,34.31555,46.7,46.20058,47.19942,0
Microspingus cinereus,Cinereous Warbling Finch,Microspingus cinereus,Latin_America,0,0,0,13.748,13.03883,14.45717,30.104,29.11969,31.08831,0
Microspingus melanoleucus,Black-capped Warbling Finch,Microspingus melanoleucus,Latin_America,0.116,0,0.266692,32.066,31.66431,32.46769,45.44,44.86626,46.01374,0
Microspingus torquatus,Ringed Warbling Finch,Microspingus torquatus,Latin_America,17.204,15.71027,18.69773,48.572,47.96821,49.17579,49.624,49.29986,49.94814,0
Microspingus trifasciatus,Three-striped Hemispingus,Microspingus trifasciatus,Latin_America,4.228571,3.393209,5.063934,12.96531,12.62296,13.30765,16.78571,16.54252,17.02891,1
Microstilbon burmeisteri,Slender-tailed Woodstar,Microstilbon burmeisteri,Latin_America,4.597872,3.722043,5.473702,16.23191,15.25744,17.20639,19.94255,19.06805,20.81705,3
Milvus migrans,Black Kite,Milvus migrans,Asia,44.17755102,43.068926,45.28617604,49.48367347,49.32478057,49.64256637,50,50,50,1
Milvus migrans,Black Kite,Milvus migrans,Europe,26.55,26.33745477,26.76254523,43.674,43.53380027,43.81419973,49.966,49.92183166,50,0
Milvus migrans,Black Kite,Milvus migrans,Africa,17.54,14.91613043,20.16386957,44.132,43.60362517,44.66037483,46.99,46.58776788,47.39223212,0
Milvus migrans,Black Kite,Milvus migrans,Oceania,22.132,21.84381818,22.42018182,33.642,33.50988022,33.77411978,43.68,43.4967344,43.8632656,0
Milvus milvus,Red Kite,Milvus milvus,Europe,25.75,25.59441029,25.90558971,41.328,41.23000747,41.42599253,49.948,49.88044842,50,0
Mimus dorsalis,Brown-backed Mockingbird,Mimus dorsalis,Latin_America,18.26,17.58205,18.93795,35.362,34.60147,36.12253,48.05,47.50694,48.59306,0
Mimus gilvus,Tropical Mockingbird,Mimus gilvus,Latin_America,49.594,49.36603,49.82197,50,50,50,50,50,50,0
Mimus gundlachii,Bahama Mockingbird,Mimus gundlachii,Latin_America,0,0,0,14.54,14.31733,14.76267,34.512,34.17802,34.84598,0
Mimus longicaudatus,Long-tailed Mockingbird,Mimus longicaudatus,Latin_America,40.76939,39.1525,42.38628,50,50,50,50,50,50,1
Mimus patagonicus,Patagonian Mockingbird,Mimus patagonicus,Latin_America,14.934,14.48136,15.38664,31.684,31.4865,31.8815,42.384,42.0319,42.7361,0
Mimus polyglottos,Northern Mockingbird,Mimus polyglottos,Latin_America,30.11,29.79725,30.42275,49.9,49.79141,50,50,50,50,0
Mimus polyglottos,Northern Mockingbird,Mimus polyglottos,North_America,49.2122449,48.86637143,49.55811837,50,50,50,50,50,50,1
Mimus saturninus,Chalk-browed Mockingbird,Mimus saturninus,Latin_America,50,50,50,50,50,50,50,50,50,0
Mimus thenca,Chilean Mockingbird,Mimus thenca,Latin_America,20.038,19.57636,20.49964,38.234,38.01832,38.44968,46.812,46.542,47.082,0
Mimus triurus,White-banded Mockingbird,Mimus triurus,Latin_America,0.04390244,0,0.1011107,45.91463,45.00453,46.82474,49.80244,49.62889,49.97599,9
Minla ignotincta,Red-tailed Minla,Minla ignotincta,Asia,0.391304348,0.103469254,0.679139441,19.3,18.14820698,20.45179302,43.99565217,42.9577754,45.03352894,4
Mino dumontii,Yellow-faced Myna,Mino dumontii,Oceania,13.95306122,13.08070343,14.82541902,33.07755102,32.17641839,33.97868365,45.2122449,44.46146221,45.96302758,1
Mionectes macconnelli,McConnell's Flycatcher,Mionectes macconnelli,Latin_America,6.314,5.912338,6.715662,13.218,13.0071,13.4289,19.152,18.85222,19.45178,0
Mionectes oleagineus,Ochre-bellied Flycatcher,Mionectes oleagineus,Latin_America,3.762,3.157154,4.366846,23.992,23.23138,24.75262,38.64,38.30624,38.97376,0
Mionectes olivaceus,Olive-streaked Flycatcher,Mionectes olivaceus,Latin_America,4.034783,3.279769,4.789796,15.65435,15.44695,15.86175,27.47391,27.24717,27.70065,4
Mionectes rufiventris,Gray-hooded Flycatcher,Mionectes rufiventris,Latin_America,0,0,0,21.24898,21.01131,21.48665,39.38163,39.09851,39.66475,1
Mionectes striaticollis,Streak-necked Flycatcher,Mionectes striaticollis,Latin_America,0.384,0.1016392,0.6663608,17.652,16.73673,18.56727,33.06,32.48293,33.63707,0
Mirafra affinis,Jerdon's Bushlark,Mirafra affinis,Asia,31.4,31.22492299,31.57507701,41.902,41.76005812,42.04394188,44.192,44.0542772,44.3297228,0
Mirafra africana,Rufous-naped Lark,Mirafra africana,Africa,22.368,22.13230625,22.60369375,33.448,33.2761698,33.6198302,41.224,41.06485133,41.38314867,0
Mirafra apiata,Cape Clapper Lark,Mirafra apiata,Africa,0.108,0,0.248299429,15.982,15.45911264,16.50488736,28.984,28.44001756,29.52798244,0
Mirafra assamica,Bengal Bushlark,Mirafra assamica,Asia,27.736,27.57684268,27.89515732,38.792,38.60285856,38.98114144,45.466,45.13534003,45.79665997,0
Mirafra erythrocephala,Indochinese Bushlark,Mirafra erythrocephala,Asia,26.624,23.99839168,29.24960832,46.048,45.06779895,47.02820105,46.482,45.59462123,47.36937877,0
Mirafra erythroptera,Indian Bushlark,Mirafra erythroptera,Asia,24.644,24.53470162,24.75329838,34.474,34.3002337,34.6477663,42.018,41.89866736,42.13733264,0
Mirafra javanica,Australasian Bushlark,Mirafra javanica,Oceania,0.052,0,0.104258838,18.646,18.25034686,19.04165314,36.186,35.82995454,36.54204546,0
Mirafra javanica,Australasian Bushlark,Mirafra javanica,Asia,25.542,24.2323217,26.8516783,32.806,32.2461175,33.3658825,37.642,37.39997216,37.88402784,0
Mirafra javanica,Horsfield's Bushlark,Mirafra javanica,Oceania,0.052,0,0.104258838,18.646,18.25034686,19.04165314,36.186,35.82995454,36.54204546,0
Mirafra javanica,Horsfield's Bushlark,Mirafra javanica,Asia,25.542,24.2323217,26.8516783,32.806,32.2461175,33.3658825,37.642,37.39997216,37.88402784,0
Mirafra rufocinnamomea,Flappet Lark,Mirafra rufocinnamomea,Africa,0.363414634,0.025331805,0.701497464,23.62439024,21.56113304,25.68764745,39.32195122,38.42960954,40.2142929,9
Mitrephanes phaeocercus,Tufted Flycatcher,Mitrephanes phaeocercus,Latin_America,0.07,0,0.1609348,17.242,16.96467,17.51933,35.912,35.65753,36.16647,0
Mitrospingus cassinii,Dusky-faced Tanager,Mitrospingus cassinii,Latin_America,13.588,13.30656,13.86944,25.582,25.27908,25.88492,35.876,35.61077,36.14123,0
Mitu salvini,Salvin's Curassow,Mitu salvini,Latin_America,0,0,0,3.328,3.231566,3.424434,7.716,7.50583,7.92617,0
Mitu tomentosum,Crestless Curassow,Mitu tomentosum,Latin_America,1.592,1.329002,1.854998,9.72,9.539766,9.900234,14.602,14.42026,14.78374,0
Mitu tuberosum,Razor-billed Curassow,Mitu tuberosum,Latin_America,0.106,0.009468487,0.2025315,7.426,7.227964,7.624036,12.02,11.87828,12.16172,0
Mixornis gularis,Pin-striped Tit-Babbler,Mixornis gularis,Asia,0.793023256,0.352207189,1.233839323,25.54418605,23.90945066,27.17892144,49.59767442,49.42618294,49.76916589,7
Mniotilta varia,Black-and-white Warbler,Mniotilta varia,North_America,0.076,0,0.174729228,22.126,21.83547647,22.41652353,50,50,50,0
Modulatrix stictigula,Spot-throat,Modulatrix stictigula,Africa,0,0,0,11.16458333,10.70198051,11.62718616,17.84791667,17.35471653,18.34111681,2
Mohoua novaeseelandiae,Pipipi,Mohoua novaeseelandiae,Oceania,0.044,0,0.101159027,9.326,9.077409493,9.574590507,17.682,17.34510607,18.01889393,0
Molothrus aeneus,Bronzed Cowbird,Molothrus aeneus,North_America,31.396,29.58594063,33.20605937,49.54,49.27865309,49.80134691,49.936,49.8528596,50,0
Molothrus aeneus,Bronzed Cowbird,Molothrus aeneus,Latin_America,33.958,33.38108,34.53492,47.686,47.38287,47.98913,49.622,49.48945,49.75455,0
Molothrus ater,Brown-headed Cowbird,Molothrus ater,North_America,26.046,25.82141724,26.27058276,49.386,49.23436705,49.53763295,50,50,50,0
Molothrus ater,Brown-headed Cowbird,Molothrus ater,Latin_America,31.19,29.71257,32.66743,41.742,41.34461,42.13939,45.418,45.14931,45.68669,0
Molothrus bonariensis,Shiny Cowbird,Molothrus bonariensis,Latin_America,31.46,31.31359,31.60641,49.796,49.69531,49.89669,50,50,50,0
Molothrus oryzivorus,Giant Cowbird,Molothrus oryzivorus,Latin_America,0,0,0,28.788,28.51885,29.05715,49.264,48.89727,49.63073,0
Molothrus rufoaxillaris,Screaming Cowbird,Molothrus rufoaxillaris,Latin_America,10.29,9.23657,11.34343,45.316,44.74507,45.88693,50,50,50,0
Momotus aequatorialis,Andean Motmot,Momotus aequatorialis,Latin_America,31.744,30.89654,32.59146,39.468,39.18398,39.75202,43.166,42.966,43.366,0
Momotus bahamensis,Trinidad Motmot,Momotus bahamensis,Latin_America,15.75957,14.33126,17.18789,31.70851,31.10272,32.3143,44.03404,43.36915,44.69893,3
Momotus coeruliceps,Blue-capped Motmot,Momotus coeruliceps,Latin_America,0.4568182,0.0120376,0.9015988,23.21818,21.06944,25.36692,39.62727,38.41685,40.8377,6
Momotus mexicanus,Russet-crowned Motmot,Momotus mexicanus,Latin_America,31.528,30.81631,32.23969,43.66,43.33818,43.98182,46.692,46.14045,47.24355,0
Momotus momota,Amazonian Motmot,Momotus momota,Latin_America,11.5975,7.592265,15.60274,45.975,44.96257,46.98743,46.6075,45.71638,47.49862,10
Momotus subrufescens,Whooping Motmot,Momotus subrufescens,Latin_America,15.68,14.07168,17.28832,40.952,40.84641,41.05759,45.734,45.5787,45.8893,0
Monarcha frater,Black-winged Monarch,Monarcha frater,Oceania,0.219565217,0.019632211,0.419498224,6.539130435,6.075564752,7.002696117,10.34130435,9.845568775,10.83703992,4
Monarcha melanopsis,Black-faced Monarch,Monarcha melanopsis,Oceania,0.272,0.068298386,0.475701614,16.216,15.93761921,16.49438079,35.596,35.32259755,35.86940245,0
Monasa atra,Black Nunbird,Monasa atra,Latin_America,0,0,0,6.356,6.275349,6.436651,16.084,15.84083,16.32717,0
Monasa flavirostris,Yellow-billed Nunbird,Monasa flavirostris,Latin_America,8.224,7.217523,9.230477,36.448,35.16559,37.73041,48.466,47.80981,49.12219,0
Monasa morphoeus,White-fronted Nunbird,Monasa morphoeus,Latin_America,0.042,0,0.09656089,10.58,10.24357,10.91643,23.132,22.83316,23.43084,0
Monias benschi,Subdesert Mesite,Monias benschi,Africa,13.81590909,12.06005086,15.57176732,18.52272727,16.50755877,20.53789578,20.67727273,18.80086935,22.55367611,6
Monticola angolensis,Miombo Rock-Thrush,Monticola angolensis,Africa,8.92826087,6.966473223,10.89004852,32.18695652,30.43795918,33.93595387,46.65,45.54192284,47.75807716,4
Monticola cinclorhyncha,Blue-capped Rock-Thrush,Monticola cinclorhyncha,Asia,9.024,8.66266305,9.38533695,22.298,21.96547298,22.63052702,37.98,37.83876303,38.12123697,0
Monticola explorator,Sentinel Rock-Thrush,Monticola explorator,Africa,2.314,1.516199071,3.111800929,13.178,12.78057368,13.57542632,21.336,21.01611562,21.65588438,0
Monticola rufiventris,Chestnut-bellied Rock-Thrush,Monticola rufiventris,Asia,0.391304348,0.156162524,0.626446172,35.00869565,33.70216068,36.31523062,47.74130435,46.93478851,48.54782019,4
Monticola rufocinereus,Little Rock-Thrush,Monticola rufocinereus,Africa,15.374,15.24506122,15.50293878,23.652,23.36184586,23.94215414,33.43,33.17292474,33.68707526,0
Monticola rupestris,Cape Rock-Thrush,Monticola rupestris,Africa,0.25,0.047886762,0.452113238,12.254,11.93417053,12.57382947,26.856,26.45197533,27.26002467,0
Monticola saxatilis,Rufous-tailed Rock-Thrush,Monticola saxatilis,Europe,0.314,0.082863483,0.545136517,9.634,9.386442397,9.881557603,21.038,20.77917196,21.29682804,0
Monticola saxatilis,Rufous-tailed Rock-Thrush,Monticola saxatilis,Asia,0.866,0.492200285,1.239799715,16.536,16.15516918,16.91683082,29.576,29.26253661,29.88946339,0
Monticola sharpei,Forest Rock-Thrush,Monticola sharpei,Africa,1.157142857,0.608853997,1.705431717,13.09795918,11.63205435,14.56386402,20.54081633,19.26955053,21.81208213,1
Monticola solitarius,Blue Rock-Thrush,Monticola solitarius,Africa,13.614,13.09216333,14.13583667,26.842,26.50456673,27.17943327,37.354,37.12868234,37.57931766,0
Monticola solitarius,Blue Rock-Thrush,Monticola solitarius,Asia,26.704,26.53901169,26.86898831,47.332,47.06364566,47.60035434,50,50,50,0
Monticola solitarius,Blue Rock-Thrush,Monticola solitarius,Europe,9.232,8.854663699,9.609336301,30.36,30.21382604,30.50617396,45.468,45.31029131,45.62570869,0
Montifringilla adamsi,Black-winged Snowfinch,Montifringilla adamsi,Asia,3.334782609,2.733953841,3.935611377,10.95,9.812250982,12.08774902,13.39782609,12.30376406,14.49188812,4
Montifringilla nivalis,White-winged Snowfinch,Montifringilla nivalis,Asia,0,0,0,18.25116279,16.16013258,20.342193,30.93488372,29.63995541,32.22981204,7
Montifringilla nivalis,White-winged Snowfinch,Montifringilla nivalis,Europe,0,0,0,13.29,13.04359589,13.53640411,24.718,24.44397522,24.99202478,0
Morococcyx erythropygus,Lesser Ground-Cuckoo,Morococcyx erythropygus,Latin_America,10.276,10.08416,10.46784,26.168,26.00701,26.32899,48.998,48.65934,49.33666,0
Morphnarchus princeps,Barred Hawk,Morphnarchus princeps,Latin_America,0.158,0.005864566,0.3101354,12.812,12.5875,13.0365,23.968,23.74097,24.19503,0
Morphnus guianensis,Crested Eagle,Morphnus guianensis,Latin_America,0.04,0,0.09196275,4.21,4.069386,4.350614,8.748,8.566842,8.929158,0
Motacilla aguimp,African Pied Wagtail,Motacilla aguimp,Africa,29.88,29.68112477,30.07887523,46.596,46.16324998,47.02875002,50,50,50,0
Motacilla alba,White Wagtail,Motacilla alba,Africa,14.13043478,9.765328885,18.49554068,50,50,50,50,50,50,4
Motacilla alba,White Wagtail,Motacilla alba,Europe,27.134,26.98125366,27.28674634,50,50,50,50,50,50,0
Motacilla alba,White Wagtail,Motacilla alba,Asia,50,50,50,50,50,50,50,50,50,0
Motacilla capensis,Cape Wagtail,Motacilla capensis,Africa,34.65,33.96461197,35.33538803,50,50,50,50,50,50,0
Motacilla cinerea,Gray Wagtail,Motacilla cinerea,Africa,3.497959184,2.704246748,4.291671619,31.75306122,31.0726408,32.43348165,49.06938776,48.72738482,49.41139069,1
Motacilla cinerea,Gray Wagtail,Motacilla cinerea,Asia,14.548,14.01416766,15.08183234,43.476,43.17739151,43.77460849,49.508,49.38513231,49.63086769,0
Motacilla citreola,Citrine Wagtail,Motacilla citreola,Asia,0.054,0.004590755,0.103409245,33.004,32.11712382,33.89087618,49.716,49.47570674,49.95629326,0
Motacilla citreola,Citrine Wagtail,Motacilla citreola,Europe,0.589795918,0.196476293,0.983115544,24.90204082,24.07586911,25.72821252,44.23877551,43.83701205,44.64053897,1
Motacilla clara,Mountain Wagtail,Motacilla clara,Africa,7.642,6.344554262,8.939445738,44.558,43.80585687,45.31014313,49.866,49.72964589,50,0
Motacilla flava,Western Yellow Wagtail,Motacilla flava,Europe,23.636,22.28064807,24.99135193,39.512,39.4336469,39.5903531,49.556,49.43435379,49.67764621,0
Motacilla flava,Western Yellow Wagtail,Motacilla flava,Africa,29.812,29.50363029,30.12036971,40.642,40.4524493,40.8315507,47.176,46.80870736,47.54329264,0
Motacilla flava,Western Yellow Wagtail,Motacilla flava,Asia,10.714,9.469802534,11.95819747,35.494,34.98632878,36.00167122,47.616,47.08770444,48.14429556,0
Motacilla grandis,Japanese Wagtail,Motacilla grandis,Asia,27.26938776,23.86767258,30.67110293,47.51428571,47.19220025,47.83637118,49.70204082,49.60517476,49.79890687,1
Motacilla maderaspatensis,White-browed Wagtail,Motacilla maderaspatensis,Asia,33.61,33.32586667,33.89413333,42.746,42.66830282,42.82369718,46.444,46.29091357,46.59708643,0
Motacilla tschutschensis,Eastern Yellow Wagtail,Motacilla tschutschensis,North_America,0,0,0,19.45,17.37407182,21.52592818,34.19375,33.03116793,35.35633207,2
Motacilla tschutschensis,Eastern Yellow Wagtail,Motacilla tschutschensis,Asia,6.988372093,5.844237877,8.132506309,21.30697674,20.5258949,22.08805858,32.44651163,31.93911134,32.95391191,7
Mulleripicus pulverulentus,Great Slaty Woodpecker,Mulleripicus pulverulentus,Asia,0,0,0,7.946666667,6.641380458,9.251952875,16.24888889,15.0814278,17.41634997,5
Muscicapa adusta,African Dusky Flycatcher,Muscicapa adusta,Africa,17.134,15.95192106,18.31607894,49.222,48.91143455,49.53256545,49.608,49.38955454,49.82644546,0
Muscicapa aquatica,Swamp Flycatcher,Muscicapa aquatica,Africa,24.974,23.658582,26.289418,49.106,48.81373668,49.39826332,50,50,50,0
Muscicapa cassini,Cassin's Flycatcher,Muscicapa cassini,Africa,0.124,0.007419516,0.240580484,14.34,14.10306571,14.57693429,26.114,25.83262528,26.39537472,0
Muscicapa dauurica,Asian Brown Flycatcher,Muscicapa dauurica,Asia,3.388372093,2.493753997,4.282990189,31.3744186,29.62957585,33.11926136,47.33023256,46.84708893,47.81337618,7
Muscicapa epulata,Little Flycatcher,Muscicapa epulata,Africa,8.244680851,6.837147584,9.652214118,15.12553191,13.33389575,16.91716808,18.8893617,17.30453247,20.47419094,3
Muscicapa griseisticta,Gray-streaked Flycatcher,Muscicapa griseisticta,Asia,22.126,21.9217321,22.3302679,33.412,33.22635788,33.59764212,41.368,41.17299163,41.56300837,0
Muscicapa sibirica,Dark-sided Flycatcher,Muscicapa sibirica,Asia,0,0,0,14.614,14.06135398,15.16664602,38.076,37.41228754,38.73971246,0
Muscicapa striata,Spotted Flycatcher,Muscicapa striata,Africa,38.37209302,34.12827557,42.61591048,50,50,50,50,50,50,7
Muscicapa striata,Spotted Flycatcher,Muscicapa striata,Europe,14.314,12.99798937,15.63001063,50,50,50,50,50,50,0
Muscicapa striata,Spotted Flycatcher,Muscicapa striata,Asia,18.646,18.35254187,18.93945813,36.948,36.68306067,37.21293933,49.164,48.95566043,49.37233957,0
Muscigralla brevicauda,Short-tailed Field Tyrant,Muscigralla brevicauda,Latin_America,8.808,7.713525,9.902475,27.344,27.13945,27.54855,37.352,37.16783,37.53617,0
Muscipipra vetula,Shear-tailed Gray Tyrant,Muscipipra vetula,Latin_America,0.928,0.5195856,1.336414,8.312,7.957941,8.666059,16.022,15.69426,16.34974,0
Muscisaxicola albifrons,White-fronted Ground-Tyrant,Muscisaxicola albifrons,Latin_America,0,0,0,7.766,7.63163,7.90037,17.194,16.96579,17.42221,0
Muscisaxicola albilora,White-browed Ground-Tyrant,Muscisaxicola albilora,Latin_America,0,0,0,13.114,12.64831,13.57969,25.298,24.81332,25.78268,0
Muscisaxicola alpinus,Plain-capped Ground-Tyrant,Muscisaxicola alpinus,Latin_America,4.232653,3.339466,5.125841,14.8102,14.4256,15.19481,20.85102,20.64622,21.05582,1
Muscisaxicola capistratus,Cinnamon-bellied Ground-Tyrant,Muscisaxicola capistratus,Latin_America,0,0,0,18.20435,17.16097,19.24773,41.71957,40.58557,42.85356,4
Muscisaxicola cinereus,Cinereous Ground-Tyrant,Muscisaxicola cinereus,Latin_America,0,0,0,14.642,14.10733,15.17667,31.228,30.70787,31.74813,0
Muscisaxicola flavinucha,Ochre-naped Ground-Tyrant,Muscisaxicola flavinucha,Latin_America,0,0,0,9.934,9.51637,10.35163,24.016,23.48273,24.54927,0
Muscisaxicola frontalis,Black-fronted Ground-Tyrant,Muscisaxicola frontalis,Latin_America,4.764,3.799115,5.728885,19.314,18.88802,19.73998,23.49,23.31331,23.66669,0
Muscisaxicola griseus,Taczanowski's Ground-Tyrant,Muscisaxicola griseus,Latin_America,0.89,0.5088891,1.271111,8.744,8.521359,8.966641,16.73,16.47327,16.98673,0
Muscisaxicola juninensis,Puna Ground-Tyrant,Muscisaxicola juninensis,Latin_America,0.296,0.07837213,0.5136279,11.676,11.40082,11.95118,27.238,26.69234,27.78366,0
Muscisaxicola maculirostris,Spot-billed Ground-Tyrant,Muscisaxicola maculirostris,Latin_America,0,0,0,21.896,21.62401,22.16799,39.486,39.22925,39.74275,0
Muscisaxicola rufivertex,Rufous-naped Ground-Tyrant,Muscisaxicola rufivertex,Latin_America,0.354,0.1283463,0.5796537,10.96,10.6743,11.2457,21.678,21.30446,22.05154,0
Musophaga rossae,Ross's Turaco,Musophaga rossae,Africa,50,50,50,50,50,50,50,50,50,8
Musophaga violacea,Violet Turaco,Musophaga violacea,Africa,25.45,25.05617839,25.84382161,34.38,34.21719541,34.54280459,40.618,40.42604438,40.80995562,0
Mustelirallus albicollis,Ash-throated Crake,Porzana albicollis,Latin_America,9.356,8.870087,9.841913,27.694,27.38752,28.00048,39.588,39.4247,39.7513,0
Mustelirallus erythrops,Paint-billed Crake,Neocrex erythrops,Latin_America,16.284,16.18383,16.38417,20.794,20.57836,21.00964,25.304,24.92995,25.67805,0
Myadestes elisabeth,Cuban Solitaire,Myadestes elisabeth,Latin_America,4.846,3.781894,5.910106,15.504,15.27995,15.72805,17.656,17.48831,17.82369,0
Myadestes genibarbis,Rufous-throated Solitaire,Myadestes genibarbis,Latin_America,6.066,4.726373,7.405627,15.36,14.38936,16.33064,24.006,23.25842,24.75358,0
Myadestes melanops,Black-faced Solitaire,Myadestes melanops,Latin_America,0,0,0,10.874,10.66297,11.08503,21.774,21.56606,21.98194,0
Myadestes obscurus,Omao,Myadestes obscurus,North_America,1.893877551,0.913844751,2.873910351,20.09795918,18.81286743,21.38305094,30.02857143,28.88851993,31.16862292,1
Myadestes occidentalis,Brown-backed Solitaire,Myadestes occidentalis,Latin_America,7.446,6.636804,8.255196,34.59,34.13232,35.04768,41.6,41.3609,41.8391,0
Myadestes ralloides,Andean Solitaire,Myadestes ralloides,Latin_America,0,0,0,33.40612,32.46949,34.34275,41.98571,40.99736,42.97407,1
Myadestes townsendi,Townsend's Solitaire,Myadestes townsendi,North_America,0,0,0,24.786,24.56225303,25.00974697,44.91,44.71187952,45.10812048,0
Myadestes unicolor,Slate-colored Solitaire,Myadestes unicolor,Latin_America,11.49792,9.02456,13.97127,31.99583,31.32702,32.66465,42.82292,41.48736,44.15848,2
Mycerobas carnipes,White-winged Grosbeak,Mycerobas carnipes,Asia,0.078,0,0.179327365,15.132,14.58763681,15.67636319,29,28.31582154,29.68417846,0
Mycerobas icterioides,Black-and-yellow Grosbeak,Mycerobas icterioides,Asia,0,0,0,10.932,10.50891642,11.35508358,22.254,21.79285825,22.71514175,0
Mycerobas melanozanthos,Spot-winged Grosbeak,Mycerobas melanozanthos,Asia,11.182,10.99972595,11.36427405,20.288,20.00981029,20.56618971,34.546,34.12098716,34.97101284,0
Mycteria americana,Wood Stork,Mycteria americana,Latin_America,17.008,16.92712,17.08888,33.386,33.17191,33.60009,49.382,49.16099,49.60301,0
Mycteria ibis,Yellow-billed Stork,Mycteria ibis,Africa,0,0,0,37.89183673,36.77514912,39.00852435,48.67142857,48.20147106,49.14138609,1
Mycteria leucocephala,Painted Stork,Mycteria leucocephala,Asia,33.176,31.91091525,34.44108475,48.884,48.58764213,49.18035787,49.902,49.84676159,49.95723841,0
Myiagra alecto,Shining Flycatcher,Myiagra alecto,Oceania,0,0,0,18.29591837,17.33751789,19.25431884,47.41020408,46.90678745,47.91362072,1
Myiagra caledonica,Melanesian Flycatcher,Myiagra caledonica,Oceania,0.33,0.029401094,0.630598906,25.4075,22.58927938,28.22572062,40.91,39.6046344,42.2153656,10
Myiagra cyanoleuca,Satin Flycatcher,Myiagra cyanoleuca,Oceania,0.406,0.167720317,0.644279683,19.932,19.65470807,20.20929193,36.022,35.80335126,36.24064874,0
Myiagra erythrops,Palau Flycatcher,Myiagra erythrops,Oceania,0,0,0,35.58913043,33.85916252,37.31909835,46.95,45.98906482,47.91093518,4
Myiagra inquieta,Restless Flycatcher,Myiagra inquieta,Oceania,0.342,0.114889485,0.569110515,16.898,16.71694687,17.07905313,31.122,30.95909855,31.28490145,0
Myiagra nana,Paperbark Flycatcher,Myiagra nana,Oceania,6.391304348,4.780713918,8.001894778,47.30869565,46.65215723,47.96523408,50,50,50,4
Myiagra rubecula,Leaden Flycatcher,Myiagra rubecula,Oceania,7.385106383,6.438278458,8.331934308,33.79148936,33.12934049,34.45363824,48.55744681,48.23488933,48.88000428,3
