Scientific_name_eBird,English_name,Scientific_name_BirdLife,Continent,Peak_HTI,LowerCI_Peak_HTI,UpperCI_Peak_HTI,Conservative_HTI,LowerCI_Conservative_HTI,UpperCI_Conservative_HTI,Maximum_HTI,LowerCI_Maximum_HTI,UpperCI_Maximum_HTI,Missing_resampling_replicates
Sylvietta brachyura,Northern Crombec,Sylvietta brachyura,Africa,6.639583333,4.275494768,9.003671899,48.16875,47.59499571,48.74250429,49.92083333,49.81793053,50,2
Sylvietta denti,Lemon-bellied Crombec,Sylvietta denti,Africa,5.389583333,4.463339885,6.315826782,20.71458333,18.98371608,22.44545059,28.88541667,27.63774372,30.13308962,2
Sylvietta leucophrys,White-browed Crombec,Sylvietta leucophrys,Africa,11.452,10.97698101,11.92701899,19.282,18.45103776,20.11296224,23.214,22.48714657,23.94085343,0
Sylvietta rufescens,Cape Crombec,Sylvietta rufescens,Africa,6.234,5.547543893,6.920456107,25.264,25.00171229,25.52628771,39.534,39.34237048,39.72562952,0
Sylvietta virens,Green Crombec,Sylvietta virens,Africa,0.481632653,0.177838718,0.785426588,27.16530612,25.51231288,28.81829936,47.79183673,47.38114812,48.20252535,1
Sylvietta whytii,Red-faced Crombec,Sylvietta whytii,Africa,8.718,8.446728953,8.989271047,27.098,26.7711137,27.4248863,41.636,41.17350768,42.09849232,0
Sylviorthorhynchus desmursii,Des Murs's Wiretail,Sylviorthorhynchus desmurii,Latin_America,16.32,15.35918,17.28082,36.052,35.37851,36.72549,45.888,45.04145,46.73455,0
Sylviorthorhynchus yanacensis,Tawny Tit-Spinetail,Sylviorthorhynchus yanacensis,Latin_America,17.76429,17.17838,18.35019,21.35952,21.0757,21.64335,24.60714,24.12677,25.08751,8
Syma torotoro,Yellow-billed Kingfisher,Syma torotoro,Oceania,1.724,1.210700096,2.237299904,15.046,14.6494426,15.4425574,24.598,24.13187707,25.06412293,0
Symposiachrus guttula,Spot-winged Monarch,Symposiachrus guttula,Oceania,0.755813953,0.28934115,1.222286757,9.825581395,8.389453899,11.26170889,16.70465116,15.18105224,18.22825008,7
Symposiachrus trivirgatus,Spectacled Monarch,Symposiachrus trivirgatus,Oceania,0.782,0.445003858,1.118996142,18.628,18.2800158,18.9759842,39.6,39.21420518,39.98579482,0
Synallaxis albescens,Pale-breasted Spinetail,Synallaxis albescens,Latin_America,23.388,23.23955,23.53645,37.194,37.06239,37.32561,43.218,43.08383,43.35217,0
Synallaxis albigularis,Dark-breasted Spinetail,Synallaxis albigularis,Latin_America,7.618,7.018728,8.217272,27.294,26.73356,27.85444,43.67,42.95992,44.38008,0
Synallaxis albilora,White-lored Spinetail,Synallaxis albilora,Latin_America,0.384,0.04035162,0.7276484,10.24,9.066622,11.41338,17.37,16.23447,18.50553,0
Synallaxis azarae,Azara's Spinetail,Synallaxis azarae,Latin_America,30.596,29.67705,31.51495,39.72,39.64448,39.79552,42.15,42.03087,42.26913,0
Synallaxis brachyura,Slaty Spinetail,Synallaxis brachyura,Latin_America,7.597959,6.332134,8.863784,34.03673,33.91556,34.15791,38.53469,38.37552,38.69387,1
Synallaxis cabanisi,Cabanis's Spinetail,Synallaxis cabanisi,Latin_America,2.459184,2.062254,2.856113,8.032653,7.799672,8.265634,11.33061,11.06612,11.59511,1
Synallaxis candei,White-whiskered Spinetail,Synallaxis candei,Latin_America,20.948,20.61282,21.28318,28.84,28.71617,28.96383,34.914,34.69004,35.13796,0
Synallaxis castanea,Black-throated Spinetail,Synallaxis castanea,Latin_America,23.248,22.22783,24.26817,31.994,31.60291,32.38509,36.558,36.3283,36.7877,0
Synallaxis cinerascens,Gray-bellied Spinetail,Synallaxis cinerascens,Latin_America,0.752,0.3737921,1.130208,15.866,15.50585,16.22615,32.762,32.39868,33.12532,0
Synallaxis cinnamomea,Stripe-breasted Spinetail,Synallaxis cinnamomea,Latin_America,9.272,7.969399,10.5746,30.38,29.75261,31.00739,46.132,45.36096,46.90304,0
Synallaxis erythrothorax,Rufous-breasted Spinetail,Synallaxis erythrothorax,Latin_America,2.4,1.839858,2.960142,28.48163,28.05156,28.9117,36.01837,35.95201,36.08472,1
Synallaxis frontalis,Sooty-fronted Spinetail,Synallaxis frontalis,Latin_America,8.318,6.961551,9.674449,37.652,37.42665,37.87735,49.918,49.81148,50,0
Synallaxis fuscorufa,Rusty-headed Spinetail,Synallaxis fuscorufa,Latin_America,13.41,12.99453,13.82547,15.97,15.0648,16.8752,16.616,15.72918,17.50282,0
Synallaxis gujanensis,Plain-crowned Spinetail,Synallaxis gujanensis,Latin_America,24.042,21.51908,26.56492,38.788,38.7199,38.8561,40.622,40.43876,40.80524,0
Synallaxis hypospodia,Cinereous-breasted Spinetail,Synallaxis hypospodia,Latin_America,22.4125,21.39435,23.43065,30.86458,30.26299,31.46617,34.99792,34.51802,35.47781,2
Synallaxis moesta,Dusky Spinetail,Synallaxis moesta,Latin_America,3.65102,3.060383,4.241657,11.55918,11.19579,11.92257,19.87959,19.54986,20.20932,1
Synallaxis ruficapilla,Rufous-capped Spinetail,Synallaxis ruficapilla,Latin_America,0.552,0.1403903,0.9636097,26.278,25.88865,26.66735,40.592,40.36099,40.82301,0
Synallaxis rutilans,Ruddy Spinetail,Synallaxis rutilans,Latin_America,0.186,0.01664208,0.3553579,7.37,7.098436,7.641564,13.984,13.66665,14.30135,0
Synallaxis scutata,Ochre-cheeked Spinetail,Synallaxis scutata,Latin_America,0.138,0.0603312,0.2156688,15.592,15.3784,15.8056,28.084,27.83258,28.33542,0
Synallaxis spixi,Spix's Spinetail,Synallaxis spixi,Latin_America,14.196,13.4352,14.9568,39.394,39.21162,39.57638,48.572,48.28206,48.86194,0
Synallaxis stictothorax,Necklaced Spinetail,Synallaxis stictothorax,Latin_America,2.166,1.5404,2.7916,25.202,23.63115,26.77285,40.544,39.85663,41.23137,0
Synallaxis subpudica,Silvery-throated Spinetail,Synallaxis subpudica,Latin_America,34.40204,33.97772,34.82636,39.30816,39.01292,39.6034,42.36327,42.1257,42.60083,1
Synallaxis tithys,Blackish-headed Spinetail,Synallaxis tithys,Latin_America,15.53571,11.03283,20.0386,39.24524,36.572,41.91848,45.77381,44.30504,47.24258,8
Synallaxis unirufa,Rufous Spinetail,Synallaxis unirufa,Latin_America,1.498,1.019352,1.976648,14.51,14.21006,14.80994,25.922,25.63154,26.21246,0
Syndactyla guttulata,Guttulate Foliage-gleaner,Syndactyla guttulata,Latin_America,23.596,22.41108,24.78092,33.326,32.95161,33.70039,37.428,37.26126,37.59474,0
Syndactyla ruficollis,Rufous-necked Foliage-gleaner,Syndactyla ruficollis,Latin_America,12.658,12.29995,13.01605,17.886,17.57773,18.19427,21.598,21.2945,21.9015,0
Syndactyla rufosuperciliata,Buff-browed Foliage-gleaner,Syndactyla rufosuperciliata,Latin_America,0,0,0,17.368,17.06484,17.67116,34.298,34.06819,34.52781,0
Syndactyla subalaris,Lineated Foliage-gleaner,Syndactyla subalaris,Latin_America,0.124,0,0.2850845,15.226,14.78441,15.66759,32.542,32.15563,32.92837,0
Synoicus ypsilophorus,Brown Quail,Synoicus ypsilophorus,Oceania,9.56122449,8.501809324,10.62063966,44.17755102,43.74112547,44.61397657,49.90204082,49.81297433,49.9911073,1
Syrigma sibilatrix,Whistling Heron,Syrigma sibilatrix,Latin_America,17.608,17.23197,17.98403,38.006,37.82694,38.18506,49.922,49.82067,50,0
Syrrhaptes paradoxus,Pallas's Sandgrouse,Syrrhaptes paradoxus,Asia,0.098,0,0.19679409,5.984,5.850002623,6.117997377,13.636,13.39123641,13.88076359,0
Syrtidicola fluviatilis,Little Ground-Tyrant,Muscisaxicola fluviatilis,Latin_America,14.4,13.06389,15.73611,29.924,29.25048,30.59752,41.204,40.41337,41.99463,0
Taccocua leschenaultii,Sirkeer Malkoha,Taccocua leschenaultii,Asia,15.642,14.67640598,16.60759402,31.836,31.54114742,32.13085258,42.166,42.00177957,42.33022043,0
Tachornis phoenicobia,Antillean Palm Swift,Tachornis phoenicobia,Latin_America,50,50,50,50,50,50,50,50,50,0
Tachornis squamata,Fork-tailed Palm Swift,Tachornis squamata,Latin_America,50,50,50,50,50,50,50,50,50,4
Tachuris rubrigastra,Many-colored Rush Tyrant,Tachuris rubrigastra,Latin_America,50,50,50,50,50,50,50,50,50,0
Tachybaptus dominicus,Least Grebe,Tachybaptus dominicus,Latin_America,37.014,35.92029,38.10771,45.01,44.92176,45.09824,47.362,47.12841,47.59559,0
Tachybaptus novaehollandiae,Australasian Grebe,Tachybaptus novaehollandiae,Oceania,38.97,38.60200122,39.33799878,49.396,49.13890572,49.65309428,49.662,49.51701412,49.80698588,0
Tachybaptus pelzelnii,Madagascar Grebe,Tachybaptus pelzelnii,Africa,26.25,21.03779649,31.46220351,47.1775,45.39980388,48.95519612,49.975,49.94240904,50,10
Tachybaptus ruficollis,Little Grebe,Tachybaptus ruficollis,Europe,31.832,31.69079035,31.97320965,45.602,45.52543879,45.67856121,49.54,49.39056387,49.68943613,0
Tachybaptus ruficollis,Little Grebe,Tachybaptus ruficollis,Africa,31.06938776,29.27067464,32.86810087,44.90408163,44.56718086,45.24098241,49.78571429,49.70304281,49.86838576,1
Tachybaptus ruficollis,Little Grebe,Tachybaptus ruficollis,Asia,50,50,50,50,50,50,50,50,50,0
Tachycineta albilinea,Mangrove Swallow,Tachycineta albilinea,Latin_America,7.072,5.817575,8.326425,47.404,46.92488,47.88312,50,50,50,0
Tachycineta bicolor,Tree Swallow,Tachycineta bicolor,North_America,24.148,23.95771848,24.33828152,45.31,45.16561588,45.45438412,50,50,50,0
Tachycineta cyaneoviridis,Bahama Swallow,Tachycineta cyaneoviridis,Latin_America,10.734,10.48255,10.98545,24.724,24.19059,25.25741,38.296,37.69502,38.89698,0
Tachycineta euchrysea,Golden Swallow,Tachycineta euchrysea,Latin_America,14.274,14.14426,14.40374,17.2,17.093,17.307,18.938,18.74202,19.13398,0
Tachycineta leucopyga,Chilean Swallow,Tachycineta meyeni,Latin_America,35.502,34.2561,36.7479,49.768,49.5958,49.9402,49.994,49.98621,50,0
Tachycineta stolzmanni,Tumbes Swallow,Tachycineta stolzmanni,Latin_America,34.75,31.56739,37.93261,49.46667,49.08475,49.84859,50,50,50,2
Tachycineta thalassina,Violet-green Swallow,Tachycineta thalassina,Latin_America,25.942,25.58264,26.30136,39.042,38.86264,39.22136,43.916,43.76752,44.06448,0
Tachycineta thalassina,Violet-green Swallow,Tachycineta thalassina,North_America,11.702,11.12364722,12.28035278,49.812,49.70528578,49.91871422,50,50,50,0
Tachyphonus coronatus,Ruby-crowned Tanager,Tachyphonus coronatus,Latin_America,15.624,15.06023,16.18777,33.092,32.9344,33.2496,43.548,43.38519,43.71081,0
Tachyphonus delatrii,Tawny-crested Tanager,Chrysocorypha delatrii,Latin_America,0.288,0.1290211,0.4469789,12.626,12.44098,12.81102,22.566,22.42013,22.71187,0
Tachyphonus phoenicius,Red-shouldered Tanager,Tachyphonus phoenicius,Latin_America,3.31,2.316336,4.303664,23.696,22.1171,25.2749,28.83,27.63408,30.02592,0
Tachyphonus rufus,White-lined Tanager,Tachyphonus rufus,Latin_America,17.394,15.94369,18.84431,39.488,39.41389,39.56211,42.38,42.31298,42.44702,0
Tachyphonus surinamus,Fulvous-crested Tanager,Maschalethraupis surinama,Latin_America,3.706122,3.097346,4.314899,16.76327,16.51715,17.00938,29.80816,29.54398,30.07235,1
Tadorna cana,South African Shelduck,Tadorna cana,Africa,6.779166667,5.997018712,7.561314621,27.35833333,26.38888153,28.32778514,40.47291667,40.05950073,40.8863326,2
Tadorna ferruginea,Ruddy Shelduck,Tadorna ferruginea,Europe,0.378,0.085810226,0.670189774,21.694,21.35244154,22.03555846,38.438,38.19563657,38.68036343,0
Tadorna ferruginea,Ruddy Shelduck,Tadorna ferruginea,Africa,0.59,0.301990089,0.878009911,10.018,9.683877661,10.35212234,25.484,25.02799306,25.94000694,0
Tadorna tadorna,Common Shelduck,Tadorna tadorna,Europe,25.012,24.89336494,25.13063506,40.62,40.38604982,40.85395018,50,50,50,0
Tadorna tadorna,Common Shelduck,Tadorna tadorna,Asia,0.032,0,0.073570201,20.442,20.14662623,20.73737377,34.528,34.24858981,34.80741019,0
Tadorna tadornoides,Australian Shelduck,Tadorna tadornoides,Oceania,12.082,11.7528207,12.4111793,26.53,26.31564763,26.74435237,40.988,40.75553727,41.22046273,0
Tadorna variegata,Paradise Shelduck,Tadorna variegata,Oceania,36.83469388,35.67895961,37.99042814,50,50,50,50,50,50,1
Taenioptynx brodiei,Collared Owlet,Glaucidium brodiei,Asia,0.110869565,0,0.255071991,18.62173913,18.11680211,19.12667615,35.6673913,35.26829089,36.06649172,4
Talegalla fuscirostris,Yellow-legged Brushturkey,Talegalla fuscirostris,Oceania,0.13877551,0,0.319105804,10.68979592,9.901221832,11.47837,18.35102041,17.28907177,19.41296905,1
Tangara arthus,Golden Tanager,Tangara arthus,Latin_America,0.102,0,0.234505,24.574,23.98151,25.16649,36.292,36.06529,36.51871,0
Tangara callophrys,Opal-crowned Tanager,Tangara callophrys,Latin_America,0.5285714,0.2574354,0.7997074,13.97347,13.67317,14.27377,26.1102,25.81427,26.40613,1
Tangara chilensis,Paradise Tanager,Tangara chilensis,Latin_America,5.502,4.853755,6.150245,18.986,18.79758,19.17442,35.442,35.19296,35.69104,0
Tangara chrysotis,Golden-eared Tanager,Tangara chrysotis,Latin_America,0.952,0.6009768,1.303023,13.702,13.19478,14.20922,20.306,20.13209,20.47991,0
Tangara cyanocephala,Red-necked Tanager,Tangara cyanocephala,Latin_America,9.408,7.615313,11.20069,36.522,36.36434,36.67966,42.508,42.4113,42.6047,0
Tangara cyanotis,Blue-browed Tanager,Tangara cyanotis,Latin_America,2.948,2.325008,3.570992,11.55,11.21271,11.88729,18.502,18.197,18.807,0
Tangara cyanoventris,Gilt-edged Tanager,Tangara cyanoventris,Latin_America,0.842,0.4416244,1.242376,19.224,18.9271,19.5209,34.654,34.40855,34.89945,0
Tangara desmaresti,Brassy-breasted Tanager,Tangara desmaresti,Latin_America,10.06,9.551291,10.56871,22.47,22.23187,22.70813,38.582,38.29837,38.86563,0
Tangara dowii,Spangle-cheeked Tanager,Tangara dowii,Latin_America,1.368,0.8586893,1.877311,18.142,17.21429,19.06971,25.802,25.146,26.458,0
Tangara florida,Emerald Tanager,Tangara florida,Latin_America,7.52,7.000001,8.039999,14.678,14.53812,14.81788,20.752,20.62711,20.87689,0
Tangara gyrola,Bay-headed Tanager,Tangara gyrola,Latin_America,12.17,11.95022,12.38978,37.146,36.73978,37.55222,42.594,42.12515,43.06285,0
Tangara icterocephala,Silver-throated Tanager,Tangara icterocephala,Latin_America,10.68,10.43647,10.92353,20.992,20.79754,21.18646,29.284,29.15833,29.40967,0
Tangara inornata,Plain-colored Tanager,Tangara inornata,Latin_America,19.034,18.5156,19.5524,38.802,38.55179,39.05221,49.66,49.45817,49.86183,0
Tangara labradorides,Metallic-green Tanager,Tangara labradorides,Latin_America,24.834,22.57675,27.09125,36.754,36.50341,37.00459,38.804,38.36006,39.24794,0
Tangara lavinia,Rufous-winged Tanager,Tangara lavinia,Latin_America,2.082,1.543678,2.620322,15.092,14.81885,15.36515,20.35,20.16884,20.53116,0
Tangara mexicana,Turquoise Tanager,Tangara mexicana,Latin_America,17.918,17.65648,18.17952,36.352,36.08711,36.61689,48.826,48.59368,49.05832,0
Tangara nigroviridis,Beryl-spangled Tanager,Tangara nigroviridis,Latin_America,0,0,0,20.166,19.31108,21.02092,36.474,36.05005,36.89795,0
Tangara parzudakii,Flame-faced Tanager,Tangara parzudakii,Latin_America,7.562222,6.902564,8.221881,20.43778,18.61138,22.26418,27.35778,25.96023,28.75532,5
Tangara schrankii,Green-and-gold Tanager,Tangara schrankii,Latin_America,0.676,0.3975895,0.9544105,14.644,13.25888,16.02912,29.504,28.61309,30.39491,0
Tangara seledon,Green-headed Tanager,Tangara seledon,Latin_America,19.682,18.21154,21.15246,34.91,34.79704,35.02296,41.32,41.18846,41.45154,0
Tangara vassorii,Blue-and-black Tanager,Tangara vassorii,Latin_America,14.736,14.21695,15.25505,29.894,29.66999,30.11801,38.034,37.86928,38.19872,0
Tangara velia,Opal-rumped Tanager,Tangara velia,Latin_America,0.4,0.2101621,0.5898379,10.59,10.399,10.781,21.77,21.51106,22.02894,0
Tangara xanthocephala,Saffron-crowned Tanager,Tangara xanthocephala,Latin_America,27.526,25.61034,29.44166,36.61,36.51756,36.70244,37.296,37.18154,37.41046,0
Tanysiptera sylvia,Buff-breasted Paradise-Kingfisher,Tanysiptera sylvia,Oceania,0.7,0.358127291,1.041872709,17.036,16.62336209,17.44863791,33.608,33.14421258,34.07178742,0
Tapera naevia,Striped Cuckoo,Tapera naevia,Latin_America,20.64,20.03927,21.24073,38.062,37.91825,38.20575,45.588,45.37137,45.80463,0
Taphrospilus hypostictus,Many-spotted Hummingbird,Taphrospilus hypostictus,Latin_America,0.826,0.5111936,1.140806,8.406,8.155461,8.656539,14.508,14.35977,14.65623,0
Taraba major,Great Antshrike,Taraba major,Latin_America,6.712245,5.826675,7.597814,34.26531,33.04056,35.49006,45.37755,44.92262,45.83249,1
Tarphonomus certhioides,Chaco Earthcreeper,Tarphonomus certhioides,Latin_America,5.542,5.011288,6.072712,23.954,23.58261,24.32539,36.508,36.37465,36.64135,0
Tarphonomus harterti,Bolivian Earthcreeper,Tarphonomus harterti,Latin_America,14.91429,14.41668,15.41189,27.65102,26.595,28.70704,38.37347,37.49425,39.25269,1
Tarsiger chrysaeus,Golden Bush-Robin,Tarsiger chrysaeus,Asia,0,0,0,16.23,15.83316409,16.62683591,30.432,30.09627864,30.76772136,0
Tarsiger cyanurus,Red-flanked Bluetail,Tarsiger cyanurus,Europe,22.07021277,21.36149455,22.77893098,29.39787234,28.91139583,29.88434885,33.81276596,32.62292851,35.0026034,3
Tarsiger cyanurus,Red-flanked Bluetail,Tarsiger cyanurus,Asia,18.006,14.60057556,21.41142444,40.584,39.32754303,41.84045697,49.916,49.80687822,50,0
Tarsiger hyperythrus,Rufous-breasted Bush-Robin,Tarsiger hyperythrus,Asia,3.397727273,2.570901862,4.224552683,11.76590909,11.50032278,12.0314954,17.61136364,17.32581838,17.89690889,6
Tarsiger johnstoniae,Collared Bush-Robin,Tarsiger johnstoniae,Asia,6.16122449,5.379888784,6.942560196,14.25714286,13.95155052,14.5627352,20.93877551,20.72236321,21.15518781,1
Tarsiger rufilatus,Himalayan Bluetail,Tarsiger rufilatus,Asia,0,0,0,19.63877551,18.0753529,21.20219812,42.8877551,42.06951919,43.70599101,1
Tauraco corythaix,Knysna Turaco,Tauraco corythaix,Africa,8.748,8.37573973,9.12026027,27.126,25.88562393,28.36637607,48.66,48.22956349,49.09043651,0
Tauraco fischeri,Fischer's Turaco,Tauraco fischeri,Africa,0,0,0,16.946,16.49126594,17.40073406,30.482,29.95811243,31.00588757,0
Tauraco hartlaubi,Hartlaub's Turaco,Tauraco hartlaubi,Africa,36.99090909,33.90926049,40.0725577,45.46818182,44.1575758,46.77878784,46.04090909,44.77887093,47.30294726,6
Tauraco leucolophus,White-crested Turaco,Tauraco leucolophus,Africa,13.2877551,12.01282547,14.56268473,19.08571429,18.2405522,19.93087638,22.64489796,21.89167676,23.39811916,1
Tauraco leucotis,White-cheeked Turaco,Tauraco leucotis,Africa,6.446808511,5.371162725,7.522454296,21.45319149,19.95448899,22.95189399,35.28723404,34.41348628,36.1609818,3
Tauraco livingstonii,Livingstone's Turaco,Tauraco livingstonii,Africa,0,0,0,15.732,15.37202135,16.09197865,30.598,30.25056156,30.94543844,0
Tauraco macrorhynchus,Yellow-billed Turaco,Tauraco macrorhynchus,Africa,2.602222222,1.874209436,3.330235008,15.49333333,15.3433584,15.64330827,26.79333333,26.55440979,27.03225688,5
Tauraco persa,Guinea Turaco,Tauraco persa,Africa,3.93,2.75307388,5.10692612,37.188,36.6176325,37.7583675,42.592,42.0554058,43.1285942,0
Tauraco porphyreolophus,Purple-crested Turaco,Gallirex porphyreolophus,Africa,42.68292683,39.04179925,46.32405441,50,50,50,50,50,50,9
Tauraco schalowi,Schalow's Turaco,Tauraco schalowi,Africa,42.68292683,39.04179925,46.32405441,50,50,50,50,50,50,9
Tauraco schuettii,Black-billed Turaco,Tauraco schuettii,Africa,5.276,4.508810055,6.043189945,16.59,16.43844703,16.74155297,21.938,21.80351363,22.07248637,0
Tchagra australis,Brown-crowned Tchagra,Tchagra australis,Africa,20.98,20.81417715,21.14582285,30.712,30.59541479,30.82858521,38.06,37.9521072,38.1678928,0
Tchagra minutus,Marsh Tchagra,Bocagia minuta,Africa,20.784,20.58864155,20.97935845,29.978,29.68039131,30.27560869,36.788,36.44318543,37.13281457,0
Tchagra senegalus,Black-crowned Tchagra,Tchagra senegalus,Africa,21.238,21.00399418,21.47200582,31.32,31.24623291,31.39376709,40.07,39.91954178,40.22045822,0
Telacanthura melanopygia,Black Spinetail,Telacanthura melanopygia,Africa,2.740425532,1.975740765,3.505110299,14.71914894,13.54524332,15.89305455,25.23191489,24.33177557,26.13205422,3
Telacanthura ussheri,Mottled Spinetail,Telacanthura ussheri,Africa,15.43555556,11.0897244,19.78138671,48.98444444,48.41953352,49.54935537,49.41111111,49.06856255,49.75365967,5
Teledromas fuscus,Sandy Gallito,Teledromas fuscus,Latin_America,9.325,7.494709,11.15529,25.03958,23.88538,26.19379,28.49792,27.58745,29.40838,2
