Species1,Species2,Match.type,Match.notes,Avibase.ID1,Avibase.ID2,,,
Myiozetetes similis,Myiozetetes similis,1BL to 1eBird,,AVIBASE-468B520C,AVIBASE-468B520C,,,
Myophonus blighi,Myophonus blighi,1BL to 1eBird,,AVIBASE-F7B59EF7,AVIBASE-F7B59EF7,,,
Myophonus borneensis,Myophonus borneensis,1BL to 1eBird,,AVIBASE-5C64346C,AVIBASE-5C64346C,,,
Myophonus caeruleus,Myophonus caeruleus,1BL to 1eBird,,AVIBASE-DE6C227D,AVIBASE-DE6C227D,,,
Myophonus castaneus,Myophonus castaneus,1BL to 1eBird,,AVIBASE-0652AFB0,AVIBASE-0652AFB0,,,
Myophonus glaucinus,Myophonus glaucinus,1BL to 1eBird,,AVIBASE-7508D58D,AVIBASE-7508D58D,,,
Myophonus horsfieldii,Myophonus horsfieldii,1BL to 1eBird,,AVIBASE-1C4DA989,AVIBASE-1C4DA989,,,
Myophonus insularis,Myophonus insularis,1BL to 1eBird,,AVIBASE-5420A5B7,AVIBASE-5420A5B7,,,
Myophonus melanurus,Myophonus melanurus,1BL to 1eBird,,AVIBASE-DF2951BF,AVIBASE-DF2951BF,,,
Myophonus robinsoni,Myophonus robinsoni,1BL to 1eBird,,AVIBASE-8B409B52,AVIBASE-8B409B52,,,
Myornis senilis,Myornis senilis,1BL to 1eBird,,AVIBASE-EFE9D5AA,AVIBASE-EFE9D5AA,,,
Myrmeciza longipes,Myrmeciza longipes,1BL to 1eBird,,AVIBASE-40373FE1,AVIBASE-40373FE1,,,
Myrmecocichla aethiops,Myrmecocichla aethiops,1BL to 1eBird,,AVIBASE-E09F7223,AVIBASE-E09F7223,,,
Myrmecocichla arnotti,Myrmecocichla arnotti,1BL to many eBird,Subspecies leucolaema is recognized by eBird as Myrmecocichla collaris,AVIBASE-535524BE,AVIBASE-AC5FC9B9,,,
Myrmecocichla arnotti,Myrmecocichla collaris,1BL to many eBird,,AVIBASE-535524BE,AVIBASE-E172D2DD,,,
Myrmecocichla formicivora,Myrmecocichla formicivora,1BL to 1eBird,,AVIBASE-400A83B9,AVIBASE-400A83B9,,,
Myrmecocichla melaena,Myrmecocichla melaena,1BL to 1eBird,,AVIBASE-1B6016EC,AVIBASE-1B6016EC,,,
Myrmecocichla monticola,Myrmecocichla monticola,1BL to 1eBird,,AVIBASE-3B26A7B2,AVIBASE-3B26A7B2,,,
Myrmecocichla nigra,Myrmecocichla nigra,1BL to 1eBird,,AVIBASE-B55BADC1,AVIBASE-B55BADC1,,,
Myrmecocichla tholloni,Myrmecocichla tholloni,1BL to 1eBird,,AVIBASE-7631D1A3,AVIBASE-7631D1A3,,,
Myrmelastes brunneiceps,Myrmelastes brunneiceps,1BL to 1eBird,,AVIBASE-B4F54E3D,AVIBASE-B4F54E3D,,,
Myrmelastes caurensis,Myrmelastes caurensis,1BL to 1eBird,,AVIBASE-4F04F723,AVIBASE-4F04F723,,,
Myrmelastes humaythae,Myrmelastes humaythae,1BL to 1eBird,,AVIBASE-345A6DFB,AVIBASE-345A6DFB,,,
Myrmelastes hyperythrus,Myrmelastes hyperythrus,1BL to 1eBird,,AVIBASE-85D49ECB,AVIBASE-85D49ECB,,,
Myrmelastes leucostigma,Myrmelastes leucostigma,1BL to 1eBird,,AVIBASE-9736A466,AVIBASE-9736A466,,,
Myrmelastes rufifacies,Myrmelastes rufifacies,1BL to 1eBird,,AVIBASE-29F66F57,AVIBASE-29F66F57,,,
Myrmelastes saturatus,Myrmelastes saturatus,1BL to 1eBird,,AVIBASE-F30598FA,AVIBASE-F30598FA,,,
Myrmelastes schistaceus,Myrmelastes schistaceus,1BL to 1eBird,,AVIBASE-3587F35B,AVIBASE-3587F35B,,,
Myrmia micrura,Myrmia micrura,1BL to 1eBird,,AVIBASE-B7B7F11C,AVIBASE-B7B7F11C,,,
Myrmoborus leucophrys,Myrmoborus leucophrys,1BL to 1eBird,,AVIBASE-C9620F9F,AVIBASE-C9620F9F,,,
Myrmoborus lophotes,Myrmoborus lophotes,1BL to 1eBird,,AVIBASE-2EBCC761,AVIBASE-2EBCC761,,,
Myrmoborus lugubris,Myrmoborus lugubris,1BL to 1eBird,,AVIBASE-8484C800,AVIBASE-8484C800,,,
Myrmoborus melanurus,Myrmoborus melanurus,1BL to 1eBird,,AVIBASE-04CD9946,AVIBASE-04CD9946,,,
Myrmoborus myotherinus,Myrmoborus myotherinus,1BL to 1eBird,,AVIBASE-F5CD9018,AVIBASE-F5CD9018,,,
Myrmochanes hemileucus,Myrmochanes hemileucus,1BL to 1eBird,,AVIBASE-A1CB6912,AVIBASE-A1CB6912,,,
Myrmoderus eowilsoni,Myrmoderus eowilsoni,1BL to 1eBird,,AVIBASE-C91B4325,AVIBASE-C91B4325,,,
Myrmoderus ferrugineus,Myrmoderus ferrugineus,1BL to 1eBird,,AVIBASE-228DEA40,AVIBASE-228DEA40,,,
Myrmoderus loricatus,Myrmoderus loricatus,1BL to 1eBird,,AVIBASE-0161CAAD,AVIBASE-0161CAAD,,,
Myrmoderus ruficauda,Myrmoderus ruficauda,1BL to 1eBird,,AVIBASE-8926D22A,AVIBASE-8926D22A,,,
Myrmoderus squamosus,Myrmoderus squamosus,1BL to 1eBird,,AVIBASE-A17A24AF,AVIBASE-A17A24AF,,,
Myrmophylax atrothorax,Myrmophylax atrothorax,1BL to 1eBird,,AVIBASE-6877831A,AVIBASE-6877831A,,,
Myrmorchilus strigilatus,Myrmorchilus strigilatus,1BL to 1eBird,,AVIBASE-0DEDC45C,AVIBASE-0DEDC45C,,,
Myrmornis stictoptera,Myrmornis torquata,Many BL to 1eBird,,AVIBASE-0CC1FD4A,AVIBASE-913CC0AD,,,
Myrmornis torquata,Myrmornis torquata,Many BL to 1eBird,,AVIBASE-8074CD7D,AVIBASE-913CC0AD,,,
Myrmothera campanisona,Myrmothera campanisona,1BL to many eBird,,AVIBASE-BEEF5743,AVIBASE-A54A1842,,,
Myrmothera campanisona,Myrmothera subcanescens,1BL to many eBird,,AVIBASE-BEEF5743,AVIBASE-4C1F9C2A,,,
Myrmothera simplex,Myrmothera simplex,1BL to 1eBird,,AVIBASE-FEBA3A57,AVIBASE-FEBA3A57,,,
Myrmotherula ambigua,Myrmotherula ambigua,1BL to 1eBird,,AVIBASE-662DB38F,AVIBASE-662DB38F,,,
Myrmotherula assimilis,Myrmotherula assimilis,1BL to 1eBird,,AVIBASE-A5BD6149,AVIBASE-A5BD6149,,,
Myrmotherula axillaris,Myrmotherula axillaris,Many BL to 1eBird,,AVIBASE-10BC73B2,AVIBASE-76C308FC,,,
Myrmotherula behni,Myrmotherula behni,1BL to 1eBird,,AVIBASE-0AA51604,AVIBASE-0AA51604,,,
Myrmotherula brachyura,Myrmotherula brachyura,1BL to 1eBird,,AVIBASE-64B34CDD,AVIBASE-64B34CDD,,,
Myrmotherula cherriei,Myrmotherula cherriei,1BL to 1eBird,,AVIBASE-4B4619CD,AVIBASE-4B4619CD,,,
Myrmotherula grisea,Myrmotherula grisea,1BL to 1eBird,,AVIBASE-E2A877F7,AVIBASE-E2A877F7,,,
Myrmotherula ignota,Myrmotherula ignota,1BL to 1eBird,,AVIBASE-20E51271,AVIBASE-20E51271,,,
Myrmotherula iheringi,Myrmotherula iheringi,1BL to 1eBird,,AVIBASE-87FE9014,AVIBASE-87FE9014,,,
Myrmotherula klagesi,Myrmotherula klagesi,1BL to 1eBird,,AVIBASE-BAD49093,AVIBASE-BAD49093,,,
Myrmotherula longicauda,Myrmotherula longicauda,1BL to 1eBird,,AVIBASE-61451A0A,AVIBASE-61451A0A,,,
Myrmotherula longipennis,Myrmotherula longipennis,1BL to 1eBird,,AVIBASE-C80BFFF7,AVIBASE-C80BFFF7,,,
Myrmotherula luctuosa,Myrmotherula axillaris,Many BL to 1eBird,,AVIBASE-F859ED88,AVIBASE-76C308FC,,,
Myrmotherula luctuosa,Myrmotherula fluminensis,1BL to many eBird,,AVIBASE-F859ED88,AVIBASE-AD84BFB2,,,
Myrmotherula menetriesii,Myrmotherula menetriesii,1BL to 1eBird,,AVIBASE-3DD03F2C,AVIBASE-3DD03F2C,,,
Myrmotherula minor,Myrmotherula minor,1BL to 1eBird,,AVIBASE-5CCA0332,AVIBASE-5CCA0332,,,
Myrmotherula multostriata,Myrmotherula multostriata,1BL to 1eBird,,AVIBASE-EA002FFA,AVIBASE-EA002FFA,,,
Myrmotherula pacifica,Myrmotherula pacifica,1BL to 1eBird,,AVIBASE-9E1460BD,AVIBASE-9E1460BD,,,
Myrmotherula schisticolor,Myrmotherula schisticolor,1BL to 1eBird,,AVIBASE-CF8A3394,AVIBASE-CF8A3394,,,
Myrmotherula sclateri,Myrmotherula sclateri,1BL to 1eBird,,AVIBASE-A5AC7DC8,AVIBASE-A5AC7DC8,,,
Myrmotherula snowi,Myrmotherula snowi,1BL to 1eBird,,AVIBASE-E26BC06E,AVIBASE-E26BC06E,,,
Myrmotherula sunensis,Myrmotherula sunensis,1BL to 1eBird,,AVIBASE-69BFD823,AVIBASE-69BFD823,,,
Myrmotherula surinamensis,Myrmotherula surinamensis,1BL to 1eBird,,AVIBASE-C6635857,AVIBASE-C6635857,,,
Myrmotherula unicolor,Myrmotherula unicolor,1BL to 1eBird,,AVIBASE-1A166C56,AVIBASE-1A166C56,,,
Myrmotherula urosticta,Myrmotherula urosticta,1BL to 1eBird,,AVIBASE-7C4DDF9C,AVIBASE-7C4DDF9C,,,
Myrtis fanny,Myrtis fanny,1BL to 1eBird,,AVIBASE-18D09F79,AVIBASE-18D09F79,,,
Mystacornis crossleyi,Mystacornis crossleyi,1BL to 1eBird,,AVIBASE-9E483E48,AVIBASE-9E483E48,,,
Myza celebensis,Myza celebensis,1BL to 1eBird,,AVIBASE-FC002FE5,AVIBASE-FC002FE5,,,
Myza sarasinorum,Myza sarasinorum,1BL to 1eBird,,AVIBASE-1EF6616D,AVIBASE-1EF6616D,,,
Myzomela adolphinae,Myzomela adolphinae,1BL to 1eBird,,AVIBASE-D3DF1777,AVIBASE-D3DF1777,,,
Myzomela albigula,Myzomela albigula,1BL to 1eBird,,AVIBASE-04AEB6A1,AVIBASE-04AEB6A1,,,
Myzomela batjanensis,Myzomela chloroptera,Many BL to 1eBird,,AVIBASE-DA741383,AVIBASE-EE126E1B,,,
Myzomela blasii,Myzomela blasii,1BL to 1eBird,,AVIBASE-5D40476F,AVIBASE-5D40476F,,,
Myzomela boiei,Myzomela boiei,1BL to 1eBird,,AVIBASE-C0A2527C,AVIBASE-C0A2527C,,,
Myzomela caledonica,Myzomela caledonica,1BL to 1eBird,,AVIBASE-E1E72499,AVIBASE-E1E72499,,,
Myzomela cardinalis,Myzomela cardinalis,1BL to many eBird,,AVIBASE-24198597,AVIBASE-6E4B550C,,,
Myzomela cardinalis,Myzomela nigriventris,1BL to many eBird,,AVIBASE-24198597,AVIBASE-688F95A5,,,
Myzomela cardinalis,Myzomela sp.,1BL to many eBird,Species2 name used in cases where ambiguous locality data prevented match,AVIBASE-24198597,AVIBASE-6A07BF3E,,,
Myzomela chermesina,Myzomela chermesina,1BL to 1eBird,,AVIBASE-B2E92A37,AVIBASE-B2E92A37,,,
Myzomela chloroptera,Myzomela chloroptera,Many BL to 1eBird,,AVIBASE-C319AD43,AVIBASE-EE126E1B,,,
Myzomela cineracea,Myzomela cineracea,1BL to 1eBird,,AVIBASE-E98DDFE9,AVIBASE-E98DDFE9,,,
Myzomela cruentata,Myzomela cruentata,Many BL to 1eBird,,AVIBASE-C91CA2B0,AVIBASE-E30B726A,,,
Myzomela dammermani,Myzomela dammermani,1BL to many eBird,Subspecies irianawidodoae is recognized by eBird as Myzomela irianawidodoae,AVIBASE-59F6CEAA,AVIBASE-05676767,,,
Myzomela eichhorni,Myzomela eichhorni,1BL to 1eBird,,AVIBASE-4F526489,AVIBASE-4F526489,,,
Myzomela eques,Myzomela eques,1BL to 1eBird,,AVIBASE-AE5588B1,AVIBASE-AE5588B1,,,
Myzomela erythrina,Myzomela cruentata,Many BL to 1eBird,,AVIBASE-67493A7E,AVIBASE-E30B726A,,,
Myzomela erythrocephala,Myzomela erythrocephala,1BL to 1eBird,,AVIBASE-CEE16E70,AVIBASE-CEE16E70,,,
Myzomela erythromelas,Myzomela erythromelas,1BL to 1eBird,,AVIBASE-A47273BD,AVIBASE-A47273BD,,,
Myzomela irianawidodoae,Myzomela irianawidodoae,1BL to 1eBird,,AVIBASE-50976CA4,AVIBASE-50976CA4,,,
Myzomela jugularis,Myzomela jugularis,1BL to 1eBird,,AVIBASE-4A7C2DE5,AVIBASE-4A7C2DE5,,,
Myzomela kuehni,Myzomela kuehni,1BL to 1eBird,,AVIBASE-3BFB057A,AVIBASE-3BFB057A,,,
Myzomela lafargei,Myzomela lafargei,1BL to 1eBird,,AVIBASE-C9057362,AVIBASE-C9057362,,,
Myzomela longirostris,Myzomela rosenbergii,Many BL to 1eBird,,AVIBASE-5F44043D,AVIBASE-4A1996C3,,,
Myzomela malaitae,Myzomela malaitae,1BL to 1eBird,,AVIBASE-1CBF7214,AVIBASE-1CBF7214,,,
Myzomela melanocephala,Myzomela melanocephala,1BL to 1eBird,,AVIBASE-1F443304,AVIBASE-1F443304,,,
Myzomela nigrita,Myzomela nigrita,1BL to 1eBird,,AVIBASE-F862BDE9,AVIBASE-F862BDE9,,,
Myzomela obscura,Myzomela obscura,Many BL to 1eBird,,AVIBASE-94C17280,AVIBASE-B1689D98,,,
Myzomela pammelaena,Myzomela pammelaena,1BL to 1eBird,,AVIBASE-9FC95619,AVIBASE-9FC95619,,,
Myzomela prawiradilagae,Myzomela prawiradilagae,1BL to 1eBird,,AVIBASE-D3CD36A4,AVIBASE-D3CD36A4,,,
Myzomela pulchella,Myzomela pulchella,1BL to 1eBird,,AVIBASE-95FB462E,AVIBASE-95FB462E,,,
Myzomela rosenbergii,Myzomela rosenbergii,Many BL to 1eBird,,AVIBASE-75B19C28,AVIBASE-4A1996C3,,,
Myzomela rubratra,Myzomela rubratra,1BL to 1eBird,,AVIBASE-45B5DE59,AVIBASE-45B5DE59,,,
Myzomela rubrobrunnea,Myzomela obscura,Many BL to 1eBird,,AVIBASE-5E3027B3,AVIBASE-B1689D98,,,
Myzomela rubrotincta,Myzomela obscura,Many BL to 1eBird,,AVIBASE-F1708B0F,AVIBASE-B1689D98,,,
Myzomela sanguinolenta,Myzomela sanguinolenta,1BL to 1eBird,,AVIBASE-F3E41C51,AVIBASE-F3E41C51,,,
Myzomela sclateri,Myzomela sclateri,1BL to 1eBird,,AVIBASE-96BC41B0,AVIBASE-96BC41B0,,,
Myzomela simplex,Myzomela obscura,Many BL to 1eBird,,AVIBASE-9A3DA80E,AVIBASE-B1689D98,,,
Myzomela tristrami,Myzomela tristrami,1BL to 1eBird,,AVIBASE-03719E48,AVIBASE-03719E48,,,
Myzomela vulnerata,Myzomela vulnerata,1BL to 1eBird,,AVIBASE-B14D404B,AVIBASE-B14D404B,,,
Myzomela wahe,Myzomela wahe,1BL to 1eBird,,AVIBASE-ED10A266,AVIBASE-ED10A266,,,
Myzomela wakoloensis,Myzomela wakoloensis,1BL to 1eBird,,AVIBASE-F2E93F72,AVIBASE-F2E93F72,,,
Myzornis pyrrhoura,Myzornis pyrrhoura,1BL to 1eBird,,AVIBASE-4C29F3A8,AVIBASE-4C29F3A8,,,
NA,Cisticola anderseni,Newly described species,,NA,AVIBASE-69045C0B,,,
NA,Cisticola bakerorum,Newly described species,,NA,AVIBASE-43B615B3,,,
NA,Grallaria ayacuchensis,Newly described species,,NA,AVIBASE-2A3E14B1,,,
NA,Grallaria centralis,Newly described species,,NA,AVIBASE-53392BEC,,,
NA,Grallaria gravesi,Newly described species,,NA,AVIBASE-592F3341,,,
NA,Grallaria oneilli,Newly described species,,NA,AVIBASE-97A8C8BF,,,
NA,Grallaria sinaensis,Newly described species,,NA,AVIBASE-B1B6891A,,,
NA,Melanocharis citreola,Newly described species,,NA,AVIBASE-756BA63D,,,
NA,Oreotrochilus cyanolaemus,Newly described species,,NA,AVIBASE-7503BD8B,,,
Nannopsittaca dachilleae,Nannopsittaca dachilleae,1BL to 1eBird,,AVIBASE-E603F9E5,AVIBASE-E603F9E5,,,
Nannopsittaca panychlora,Nannopsittaca panychlora,1BL to 1eBird,,AVIBASE-7F285393,AVIBASE-7F285393,,,
Nannopterum auritus,Nannopterum auritum,1BL to 1eBird,,AVIBASE-3AC46C54,AVIBASE-3AC46C54,,,
Nannopterum brasilianus,Nannopterum brasilianum,1BL to 1eBird,,AVIBASE-56036504,AVIBASE-56036504,,,
Nannopterum harrisi,Nannopterum harrisi,1BL to 1eBird,,AVIBASE-CEA9048D,AVIBASE-CEA9048D,,,
Napothera epilepidota,Napothera epilepidota,1BL to 1eBird,,AVIBASE-F8F526E4,AVIBASE-F8F526E4,,,
Nasica longirostris,Nasica longirostris,1BL to 1eBird,,AVIBASE-C74E7545,AVIBASE-C74E7545,,,
Neafrapus boehmi,Neafrapus boehmi,1BL to 1eBird,,AVIBASE-0D52DFC7,AVIBASE-0D52DFC7,,,
Neafrapus cassini,Neafrapus cassini,1BL to 1eBird,,AVIBASE-4CB38AE8,AVIBASE-4CB38AE8,,,
Necrosyrtes monachus,Necrosyrtes monachus,1BL to 1eBird,,AVIBASE-131038AD,AVIBASE-131038AD,,,
Nectarinia bocagii,Nectarinia bocagii,1BL to 1eBird,,AVIBASE-F500EA53,AVIBASE-F500EA53,,,
Nectarinia famosa,Nectarinia famosa,1BL to 1eBird,,AVIBASE-26F27894,AVIBASE-26F27894,,,
Nectarinia johnstoni,Nectarinia johnstoni,1BL to 1eBird,,AVIBASE-D91BCC1B,AVIBASE-D91BCC1B,,,
Nectarinia kilimensis,Nectarinia kilimensis,1BL to 1eBird,,AVIBASE-D4F9B273,AVIBASE-D4F9B273,,,
Nectarinia purpureiventris,Nectarinia purpureiventris,1BL to 1eBird,,AVIBASE-0F533AC6,AVIBASE-0F533AC6,,,
Nectarinia tacazze,Nectarinia tacazze,1BL to 1eBird,,AVIBASE-FAFA576B,AVIBASE-FAFA576B,,,
Nemosia pileata,Nemosia pileata,1BL to 1eBird,,AVIBASE-B112B157,AVIBASE-B112B157,,,
Nemosia rourei,Nemosia rourei,1BL to 1eBird,,AVIBASE-D9A06584,AVIBASE-D9A06584,,,
Neochen jubata,Oressochen jubatus,1BL to 1eBird,,AVIBASE-FA5A25B2,AVIBASE-FA5A25B2,,,
Neochmia evangelinae,Neochmia phaeton,Many BL to 1eBird,,AVIBASE-FAC6FDBA,AVIBASE-F8A8E284,,,
Neochmia modesta,Aidemosyne modesta,1BL to 1eBird,,AVIBASE-80FEE3DC,AVIBASE-80FEE3DC,,,
Neochmia phaeton,Neochmia phaeton,Many BL to 1eBird,,AVIBASE-27E88DB9,AVIBASE-F8A8E284,,,
Neochmia ruficauda,Bathilda ruficauda,1BL to 1eBird,,AVIBASE-FC54497E,AVIBASE-FC54497E,,,
Neochmia temporalis,Neochmia temporalis,1BL to 1eBird,,AVIBASE-4359B503,AVIBASE-4359B503,,,
Neocichla gutturalis,Neocichla gutturalis,1BL to 1eBird,,AVIBASE-3F941452,AVIBASE-3F941452,,,
Neocossyphus poensis,Neocossyphus poensis,1BL to 1eBird,,AVIBASE-0BD37CDF,AVIBASE-0BD37CDF,,,
Neocossyphus rufus,Neocossyphus rufus,1BL to 1eBird,,AVIBASE-90FDC4CC,AVIBASE-90FDC4CC,,,
Neocrex colombiana,Mustelirallus colombianus,1BL to 1eBird,,AVIBASE-E016F3AC,AVIBASE-E016F3AC,,,
Neocrex erythrops,Mustelirallus erythrops,1BL to 1eBird,,AVIBASE-993DE54F,AVIBASE-993DE54F,,,
Neoctantes niger,Neoctantes niger,1BL to 1eBird,,AVIBASE-65C3F16E,AVIBASE-65C3F16E,,,
Neodrepanis coruscans,Neodrepanis coruscans,1BL to 1eBird,,AVIBASE-E35838E3,AVIBASE-E35838E3,,,
Neodrepanis hypoxantha,Neodrepanis hypoxantha,1BL to 1eBird,,AVIBASE-07471818,AVIBASE-07471818,,,
Neolalage banksiana,Neolalage banksiana,1BL to 1eBird,,AVIBASE-6977F1E6,AVIBASE-6977F1E6,,,
Neolestes torquatus,Neolestes torquatus,1BL to 1eBird,,AVIBASE-B7F05102,AVIBASE-B7F05102,,,
Neomixis pallidior,Neomixis striatigula,Many BL to 1eBird,,AVIBASE-73BC0382,AVIBASE-6FD7A5BC,,,
Neomixis striatigula,Neomixis striatigula,Many BL to 1eBird,,AVIBASE-F4BF9645,AVIBASE-6FD7A5BC,,,
Neomixis tenella,Neomixis tenella,1BL to 1eBird,,AVIBASE-62D4A4C8,AVIBASE-62D4A4C8,,,
Neomixis viridis,Neomixis viridis,1BL to 1eBird,,AVIBASE-CF4FB76D,AVIBASE-CF4FB76D,,,
Neomorphus geoffroyi,Neomorphus geoffroyi,1BL to many eBird,,AVIBASE-6929B74D,AVIBASE-28261C35,,,
Neomorphus geoffroyi,Neomorphus squamiger,1BL to many eBird,,AVIBASE-6929B74D,AVIBASE-6B6C661C,,,
Neomorphus pucheranii,Neomorphus pucheranii,1BL to 1eBird,,AVIBASE-CE4505F8,AVIBASE-CE4505F8,,,
Neomorphus radiolosus,Neomorphus radiolosus,1BL to 1eBird,,AVIBASE-AD3195D1,AVIBASE-AD3195D1,,,
Neomorphus rufipennis,Neomorphus rufipennis,1BL to 1eBird,,AVIBASE-712BCA85,AVIBASE-712BCA85,,,
Neopelma aurifrons,Neopelma aurifrons,1BL to 1eBird,,AVIBASE-5937195C,AVIBASE-5937195C,,,
Neopelma chrysocephalum,Neopelma chrysocephalum,1BL to 1eBird,,AVIBASE-CBFD1721,AVIBASE-CBFD1721,,,
Neopelma chrysolophum,Neopelma chrysolophum,1BL to 1eBird,,AVIBASE-83354540,AVIBASE-83354540,,,
Neopelma pallescens,Neopelma pallescens,1BL to 1eBird,,AVIBASE-A0796435,AVIBASE-A0796435,,,
Neopelma sulphureiventer,Neopelma sulphureiventer,1BL to 1eBird,,AVIBASE-AC2FFCAC,AVIBASE-AC2FFCAC,,,
Neophedina cincta,Neophedina cincta,1BL to 1eBird,,AVIBASE-1AED683B,AVIBASE-1AED683B,,,
Neophema chrysogaster,Neophema chrysogaster,1BL to 1eBird,,AVIBASE-7FB356E8,AVIBASE-7FB356E8,,,
Neophema chrysostoma,Neophema chrysostoma,1BL to 1eBird,,AVIBASE-DEEC38A7,AVIBASE-DEEC38A7,,,
Neophema elegans,Neophema elegans,1BL to 1eBird,,AVIBASE-9E8F1FEB,AVIBASE-9E8F1FEB,,,
Neophema petrophila,Neophema petrophila,1BL to 1eBird,,AVIBASE-B148FE32,AVIBASE-B148FE32,,,
Neophema pulchella,Neophema pulchella,1BL to 1eBird,,AVIBASE-6F2C5E7B,AVIBASE-6F2C5E7B,,,
Neophema splendida,Neophema splendida,1BL to 1eBird,,AVIBASE-E26391B5,AVIBASE-E26391B5,,,
Neophron percnopterus,Neophron percnopterus,1BL to 1eBird,,AVIBASE-6D3480A6,AVIBASE-6D3480A6,,,
Neopipo cinnamomea,Neopipo cinnamomea,1BL to 1eBird,,AVIBASE-81362B15,AVIBASE-81362B15,,,
Neopsephotus bourkii,Neophema bourkii,1BL to 1eBird,,AVIBASE-3CB1B8E8,AVIBASE-3CB1B8E8,,,
Neopsittacus musschenbroekii,Neopsittacus musschenbroekii,1BL to 1eBird,,AVIBASE-4B8D4F6C,AVIBASE-4B8D4F6C,,,
Neopsittacus pullicauda,Neopsittacus pullicauda,1BL to 1eBird,,AVIBASE-7A03D2D9,AVIBASE-7A03D2D9,,,
Neosuthora davidiana,Neosuthora davidiana,1BL to 1eBird,,AVIBASE-D4F1F491,AVIBASE-D4F1F491,,,
Neothraupis fasciata,Neothraupis fasciata,1BL to 1eBird,,AVIBASE-218F91B6,AVIBASE-218F91B6,,,
Neotis denhami,Neotis denhami,1BL to 1eBird,,AVIBASE-4FDBC0CB,AVIBASE-4FDBC0CB,,,
Neotis heuglinii,Neotis heuglinii,1BL to 1eBird,,AVIBASE-4971D1EF,AVIBASE-4971D1EF,,,
Neotis ludwigii,Neotis ludwigii,1BL to 1eBird,,AVIBASE-FB9132DC,AVIBASE-FB9132DC,,,
Neotis nuba,Neotis nuba,1BL to 1eBird,,AVIBASE-22160251,AVIBASE-22160251,,,
Neoxolmis rufiventris,Neoxolmis rufiventris,1BL to 1eBird,,AVIBASE-86F38EB3,AVIBASE-86F38EB3,,,
Nephelomyias lintoni,Nephelomyias lintoni,1BL to 1eBird,,AVIBASE-0A2158CA,AVIBASE-0A2158CA,,,
Nephelomyias ochraceiventris,Nephelomyias ochraceiventris,1BL to 1eBird,,AVIBASE-8F6BF05C,AVIBASE-8F6BF05C,,,
Nephelomyias pulcher,Nephelomyias pulcher,1BL to 1eBird,,AVIBASE-BF1FED0E,AVIBASE-BF1FED0E,,,
Nephelornis oneilli,Nephelornis oneilli,1BL to 1eBird,,AVIBASE-E44AF02D,AVIBASE-E44AF02D,,,
Nesasio solomonensis,Asio solomonensis,1BL to 1eBird,,AVIBASE-8251FDDB,AVIBASE-8251FDDB,,,
Nesillas brevicaudata,Nesillas brevicaudata,1BL to 1eBird,,AVIBASE-D9E1EA36,AVIBASE-D9E1EA36,,,
Nesillas lantzii,Nesillas lantzii,1BL to 1eBird,,AVIBASE-F530CA35,AVIBASE-F530CA35,,,
Nesillas mariae,Nesillas mariae,1BL to 1eBird,,AVIBASE-0525E604,AVIBASE-0525E604,,,
Nesillas typica,Nesillas longicaudata,1BL to many eBird,,AVIBASE-B37EFDE7,AVIBASE-D7C20246,,,
Nesillas typica,Nesillas typica,1BL to many eBird,,AVIBASE-B37EFDE7,AVIBASE-B31940E1,,,
Nesocharis ansorgei,Nesocharis ansorgei,1BL to 1eBird,,AVIBASE-99453701,AVIBASE-99453701,,,
Nesocharis capistrata,Delacourella capistrata,1BL to 1eBird,,AVIBASE-2AD189C1,AVIBASE-2AD189C1,,,
Nesocharis shelleyi,Nesocharis shelleyi,1BL to 1eBird,,AVIBASE-BD9A8EF4,AVIBASE-BD9A8EF4,,,
Nesoctites micromegas,Nesoctites micromegas,1BL to 1eBird,,AVIBASE-72680E64,AVIBASE-72680E64,,,
Nesoenas mayeri,Nesoenas mayeri,1BL to 1eBird,,AVIBASE-602F4DD0,AVIBASE-602F4DD0,,,
Nesoenas picturatus,Streptopelia picturata,1BL to 1eBird,,AVIBASE-CDDEA7EB,AVIBASE-CDDEA7EB,,,
Nesofregetta fuliginosa,Nesofregetta fuliginosa,1BL to 1eBird,,AVIBASE-89BF14AC,AVIBASE-89BF14AC,,,
Nesophlox evelynae,Nesophlox evelynae,1BL to 1eBird,,AVIBASE-00D11273,AVIBASE-00D11273,,,
Nesophlox lyrura,Nesophlox lyrura,1BL to 1eBird,,AVIBASE-0CE9F483,AVIBASE-0CE9F483,,,
Nesopsar nigerrimus,Nesopsar nigerrimus,1BL to 1eBird,,AVIBASE-F8918F08,AVIBASE-F8918F08,,,
Nesoptilotis flavicollis,Nesoptilotis flavicollis,1BL to 1eBird,,AVIBASE-CAD27557,AVIBASE-CAD27557,,,
Nesoptilotis leucotis,Nesoptilotis leucotis,1BL to 1eBird,,AVIBASE-6897E78D,AVIBASE-6897E78D,,,
Nesospingus speculiferus,Nesospingus speculiferus,1BL to 1eBird,,AVIBASE-055C562F,AVIBASE-055C562F,,,
Nesospiza acunhae,Nesospiza acunhae,1BL to 1eBird,,AVIBASE-AED9D220,AVIBASE-AED9D220,,,
Nesospiza questi,Nesospiza questi,1BL to 1eBird,,AVIBASE-4DB8A059,AVIBASE-4DB8A059,,,
Nesospiza wilkinsi,Nesospiza wilkinsi,1BL to 1eBird,,AVIBASE-DEF2D638,AVIBASE-DEF2D638,,,
