"species","iucn.ordinal","max.acad","trend","bl.range.size","range.size","median.abund","hti","mig.distance","ebird.mig.dist","edge.score","sp.dist","gen.field","morph.field"
"Climacteris_erythrops",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Climacteris_melanurus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cormobates_leucophaea",1,0.1,3,1,3,4,4,1,3,1,1,1,1
"Cormobates_placens",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Atrichornis_clamosus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Atrichornis_rufescens",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Menura_alberti",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Menura_novaehollandiae",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cranioleuca_semicinerea",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cranioleuca_subcristata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cranioleuca_hellmayri",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cranioleuca_demissa",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cranioleuca_antisiensis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cranioleuca_erythrops",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cranioleuca_curtata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cranioleuca_albicapilla",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cranioleuca_henricae",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Cranioleuca_pyrrhophia",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cranioleuca_obsoleta",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cranioleuca_pallida",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cranioleuca_dissita",1,2,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cranioleuca_vulpina",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cranioleuca_muelleri",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cranioleuca_vulpecula",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cranioleuca_albiceps",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cranioleuca_marcapatae",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cranioleuca_berlepschi",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Limnoctites_rectirostris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Limnoctites_sulphuriferus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Roraimia_adusta",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Thripophaga_macroura",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Thripophaga_fusciceps",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Thripophaga_amacurensis",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,0.15,0.05,1,0.05,0.05
"Thripophaga_gutturata",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Thripophaga_cherriei",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Siptornis_striaticollis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Xenerpestes_minlosi",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Xenerpestes_singularis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Metopothrix_aurantiaca",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Acrobatornis_fonsecai",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Pseudoseisura_cristata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Pseudoseisura_unirufa",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Pseudoseisura_gutturalis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Pseudoseisura_lophotes",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Spartonoica_maluroides",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_azarae",1,0.1,3,1,3,4,4,1,3,1,1,1,1
"Synallaxis_courseni",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Synallaxis_frontalis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_beverlyae",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,0.15,1,1,1,1
"Synallaxis_albescens",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_albigularis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_hypospodia",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_spixi",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_hellmayri",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Synallaxis_cinerea",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Synallaxis_ruficapilla",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_infuscata",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Synallaxis_macconnelli",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Synallaxis_cabanisi",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_moesta",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_candei",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_erythrothorax",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_kollari",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Synallaxis_tithys",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_castanea",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_unirufa",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_fuscorufa",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_cherriei",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Synallaxis_rutilans",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_cinnamomea",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_brachyura",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_subpudica",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_albilora",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_gujanensis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_simoni",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Synallaxis_maranonica",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Synallaxis_cinerascens",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_scutata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_chinchipensis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Synallaxis_stictothorax",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Synallaxis_zimmeri",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Synallaxis_hypochondriaca",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Certhiaxis_cinnamomeus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Certhiaxis_mustelinus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Mazaria_propinqua",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Schoeniophylax_phryganophilus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Pseudasthenes_cactorum",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Pseudasthenes_steinbachi",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Pseudasthenes_patagonica",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Pseudasthenes_humicola",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Asthenes_fuliginosa",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Asthenes_perijana",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Asthenes_coryi",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Asthenes_griseomurina",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Asthenes_pudibunda",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Asthenes_ayacuchensis",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Asthenes_vilcabambae",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Asthenes_harterti",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Asthenes_helleri",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Asthenes_ottonis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Asthenes_palpebralis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Asthenes_heterura",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Asthenes_pyrrholeuca",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Asthenes_moreirae",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Asthenes_maculicauda",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Asthenes_virgata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Asthenes_flammulata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Asthenes_urubambensis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Asthenes_anthoides",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Asthenes_wyatti",1,0.1,0.15,1,0.15,0.2,4,1,0.15,1,1,1,1
"Asthenes_humilis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Asthenes_modesta",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Asthenes_hudsoni",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Asthenes_luizae",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Asthenes_berlepschi",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Asthenes_dorbignyi",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Asthenes_baeri",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Hellmayrea_gularis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phacellodomus_dorsalis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Phacellodomus_striaticeps",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phacellodomus_maculipectus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Phacellodomus_striaticollis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phacellodomus_ruber",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phacellodomus_erythrophthalmus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phacellodomus_ferrugineigula",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phacellodomus_inornatus",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Phacellodomus_rufifrons",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phacellodomus_sibilatrix",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anumbius_annumbi",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Coryphistera_alaudina",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Leptasthenura_aegithaloides",1,0.1,3,1,3,4,4,1,3,1,1,1,1
"Leptasthenura_andicola",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Leptasthenura_fuliginiceps",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Leptasthenura_pileata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Leptasthenura_striata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Leptasthenura_setaria",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Leptasthenura_striolata",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Leptasthenura_platensis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Leptasthenura_xenothorax",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Sylviorthorhynchus_desmursii",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Sylviorthorhynchus_yanacensis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Aphrastura_masafuerae",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Aphrastura_spinicauda",1,0.1,3,1,3,4,4,1,3,1,1,1,1
"Cinclodes_olrogi",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cinclodes_oustaleti",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cinclodes_atacamensis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cinclodes_albiventris",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cinclodes_albidiventris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cinclodes_comechingonus",1,0.1,0.15,1,0.15,0.2,4,0.05,3,1,1,1,1
"Cinclodes_antarcticus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cinclodes_fuscus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cinclodes_nigrofumosus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cinclodes_taczanowskii",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cinclodes_patagonicus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cinclodes_palliatus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cinclodes_pabsti",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cinclodes_aricomae",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cinclodes_excelsior",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Upucerthia_albigula",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Upucerthia_dumetaria",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Upucerthia_saturatior",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Upucerthia_validirostris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Geocerthia_serrana",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Furnarius_leucopus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Furnarius_torridus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Furnarius_cinnamomeus",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Furnarius_longirostris",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Furnarius_figulus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Furnarius_minor",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Furnarius_rufus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Furnarius_cristatus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Limnornis_curvirostris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Phleocryptes_melanops",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lochmias_nematura",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Pseudocolaptes_boissonneautii",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Pseudocolaptes_johnsoni",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Pseudocolaptes_lawrencii",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Premnornis_guttuliger",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Tarphonomus_certhioides",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Tarphonomus_harterti",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Syndactyla_ruficollis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Syndactyla_subalaris",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Syndactyla_guttulata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Syndactyla_striata",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Syndactyla_ucayalae",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Syndactyla_roraimae",1,0.1,0.15,0.05,0.15,0.2,0.2,1,0.15,1,1,1,1
"Syndactyla_dimidiata",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Syndactyla_rufosuperciliata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anabacerthia_ruficaudata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anabacerthia_variegaticeps",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anabacerthia_striaticollis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anabacerthia_amaurotis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anabacerthia_lichtensteini",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Megaxenops_parnaguae",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Anabazenops_dorsalis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anabazenops_fuscus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Philydor_erythrocercum",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Philydor_fuscipenne",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Philydor_atricapillus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Philydor_novaesi",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,0.05,0.05,0.05
"Heliobletus_contaminatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Philydor_pyrrhodes",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cichlocolaptes_leucophrus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cichlocolaptes_mazarbarnetti",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,0.15,0.05,0.05,0.05,0.05
"Automolus_cervinigularis",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Automolus_exsertus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Automolus_ochrolaemus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Automolus_subulatus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Automolus_virgatus",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Automolus_lammi",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Automolus_leucophthalmus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Automolus_paraensis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Automolus_infuscatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Automolus_melanopezus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Automolus_rufipileatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Thripadectes_melanorhynchus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Thripadectes_virgaticeps",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Thripadectes_rufobrunneus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Thripadectes_holostictus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Thripadectes_flammulatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Thripadectes_scrutator",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Thripadectes_ignobilis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Clibanornis_rubiginosus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Clibanornis_rufipectus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Clibanornis_erythrocephalus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Clibanornis_dendrocolaptoides",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Clibanornis_rectirostris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dendroma_erythroptera",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dendroma_rufa",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Ancistrops_strigilatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Margarornis_bellulus",1,2,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Margarornis_stellatus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Margarornis_rubiginosus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Margarornis_squamiger",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Premnoplex_brunnescens",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Premnoplex_tatei",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Ochetorhynchus_phoenicurus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Ochetorhynchus_ruficaudus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Ochetorhynchus_andaecola",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Ochetorhynchus_melanurus",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Pygarrhichas_albogularis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Microxenops_milleri",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Berlepschia_rikeri",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Xenops_rutilans",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Xenops_tenuirostris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Xenops_minutus",1,2,0.15,1,0.15,0.2,4,0.05,3,1,1,1,1
"Lepidocolaptes_affinis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lepidocolaptes_leucogaster",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lepidocolaptes_lacrymiger",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lepidocolaptes_souleyetii",1,2,3,1,3,4,4,1,3,1,1,1,1
"Lepidocolaptes_albolineatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lepidocolaptes_fatimalimae",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lepidocolaptes_duidae",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lepidocolaptes_fuscicapillus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lepidocolaptes_angustirostris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lepidocolaptes_falcinellus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Lepidocolaptes_squamatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Drymornis_bridgesii",1,0.1,0.15,1,3,4,4,1,3,1,1,1,1
"Drymotoxeres_pucheranii",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Campylorhamphus_multostriatus",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Campylorhamphus_probatus",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Campylorhamphus_procurvoides",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Campylorhamphus_trochilirostris",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Campylorhamphus_pusillus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Campylorhamphus_falcularius",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dendroplex_kienerii",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dendroplex_picus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Xiphorhynchus_lachrymosus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Xiphorhynchus_susurrans",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Xiphorhynchus_guttatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Xiphorhynchus_flavigaster",1,2,3,1,3,4,4,1,3,1,1,1,1
"Xiphorhynchus_obsoletus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Xiphorhynchus_erythropygius",1,2,3,1,3,4,4,1,3,1,1,1,1
"Xiphorhynchus_triangularis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Xiphorhynchus_atlanticus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Xiphorhynchus_fuscus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Xiphorhynchus_elegans",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Xiphorhynchus_spixii",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Xiphorhynchus_ocellatus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Xiphorhynchus_pardalotus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dendrocolaptes_hoffmannsi",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Dendrocolaptes_picumnus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dendrocolaptes_platyrostris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dendrocolaptes_certhia",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dendrocolaptes_sanctithomae",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
