"species","iucn.ordinal","max.acad","trend","bl.range.size","range.size","median.abund","hti","mig.distance","ebird.mig.dist","edge.score","sp.dist","gen.field","morph.field"
"Vidua_togoensis",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Vidua_interjecta",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Vidua_obtusa",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Vidua_paradisaea",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Vidua_macroura",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Vidua_hypocherina",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Anomalospiza_imberbis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Urocynchramus_pylzowi",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Peucedramus_taeniatus",1,2,3,1,3,4,4,1,3,1,1,1,1
"Irena_puella",1,0.1,3,1,3,4,4,1,3,1,1,1,1
"Irena_tweeddalii",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Irena_cyanogastra",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Chloropsis_cyanopogon",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Chloropsis_palawanensis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Chloropsis_flavipennis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Chloropsis_media",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Chloropsis_sonnerati",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Chloropsis_aurifrons",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Chloropsis_cochinchinensis",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Chloropsis_moluccensis",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Chloropsis_kinabaluensis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Chloropsis_jerdoni",1,0.1,3,1,3,4,4,1,3,1,1,1,1
"Chloropsis_hardwickii",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Chloropsis_venusta",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Cinnyris_oustaleti",1,0.1,0.15,0.05,0.15,0.2,0.2,1,0.15,1,1,1,1
"Cinnyris_venustus",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_rockefelleri",1,0.1,0.15,0.05,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Cinnyris_osea",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_bouvieri",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Cinnyris_neergaardi",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_talatala",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_fuscus",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_comorensis",1,0.1,0.15,0.05,0.15,0.2,0.2,1,0.15,1,1,1,1
"Cinnyris_sovimanga",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_coquerellii",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Cinnyris_humbloti",1,0.1,0.15,0.05,0.15,0.2,0.2,1,0.15,1,1,1,1
"Cinnyris_dussumieri",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Anabathmis_hartlaubii",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Dreptes_thomensis",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Hedydipna_collaris",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Chalcomitra_balfouri",1,0.1,0.15,0.05,0.15,0.2,0.2,1,0.15,1,1,1,1
"Cinnyris_johannae",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_jugularis",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_asiaticus",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_ornatus",0.05,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Cinnyris_solaris",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Anthreptes_seimundi",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_batesi",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Deleornis_axillaris",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Deleornis_fraseri",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Anthreptes_rectirostris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anthreptes_rubritorques",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cinnyris_rufipennis",1,0.1,0.15,0.05,0.15,0.2,0.2,1,0.15,1,1,1,1
"Hedydipna_pallidigaster",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Anthreptes_reichenowi",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anthreptes_gabonicus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anthreptes_aurantius",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cinnyris_erythrocercus",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_nectarinioides",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_congensis",1,0.1,0.15,0.05,0.15,0.2,0.2,1,0.15,1,1,1,1
"Cinnyris_mariquensis",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_tsavoensis",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,1,1,1
"Cinnyris_shelleyi",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Cinnyris_bifasciatus",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_cupreus",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_pulchellus",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Nectarinia_kilimensis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Nectarinia_purpureiventris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Nectarinia_bocagii",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Drepanorhynchus_reichenowi",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Nectarinia_tacazze",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_chalcomelas",1,0.1,0.15,0.05,0.15,0.2,0.2,1,0.15,1,1,1,1
"Cinnyris_pembae",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Chalcomitra_rubescens",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Chalcomitra_adelberti",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Chalcomitra_amethystina",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Chalcomitra_fuliginosa",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Chalcomitra_hunteri",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_notatus",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Chalcomitra_senegalensis",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_coccinigastrus",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_clementiae",0.05,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Cinnyris_chloropygius",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Cinnyris_minullus",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_superbus",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Nectarinia_famosa",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Nectarinia_johnstoni",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Cyanomitra_olivacea",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Cinnyris_frenatus",0.05,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Cinnyris_habessinicus",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_ursulae",1,0.1,0.15,0.05,0.15,0.2,0.2,1,0.15,1,1,1,1
"Cyanomitra_veroxii",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cyanomitra_verticalis",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_teysmanni",0.05,0.1,0.15,0.05,0.15,0.2,0.2,0.05,0.15,1,0.05,1,1
"Cyanomitra_bannermani",1,0.1,0.15,0.05,0.15,0.2,0.2,1,0.15,1,1,1,1
"Cinnyris_lotenius",1,0.1,0.15,0.05,3,4,4,1,3,1,1,1,1
"Cyanomitra_alinae",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cyanomitra_oritis",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cyanomitra_cyanolaema",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Anthreptes_neglectus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_idenburgi",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,0.15,0.05,0.05,0.05,0.05
"Anthreptes_orientalis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anthreptes_longuemarei",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_afer",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_infrenatus",0.05,0.1,0.15,0.05,0.15,0.2,0.2,0.05,0.15,1,0.05,1,1
"Cinnyris_manoensis",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_gertrudis",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Cinnyris_stuhlmanni",1,0.1,0.15,0.05,0.15,0.2,4,0.05,3,1,1,1,1
"Anabathmis_newtonii",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_reichenowi",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_buettikoferi",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Cinnyris_ludovicensis",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,1,1,1
"Cinnyris_prigoginei",1,0.1,0.15,0.05,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Cinnyris_aurora",0.05,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Cinnyris_loveridgei",1,0.1,0.15,0.05,0.15,0.2,0.2,1,0.15,1,1,1,1
"Cinnyris_moreaui",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Cinnyris_fuelleborni",1,0.1,0.15,0.05,0.15,0.2,0.2,1,3,1,1,1,1
"Cinnyris_mediocris",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_usambaricus",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_regius",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Cinnyris_chalybeus",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Anthreptes_anchietae",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Anthobaphes_violacea",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Anabathmis_reichenbachii",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Hedydipna_metallica",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Hedydipna_platura",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Aethopyga_boltoni",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Aethopyga_tibolii",0.05,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Aethopyga_linaraborae",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Aethopyga_primigenia",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Aethopyga_pulcherrima",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Aethopyga_flagrans",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Aethopyga_guimarasensis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Aethopyga_christinae",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Aethopyga_eximia",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Aethopyga_bella",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Aethopyga_mystacalis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Aethopyga_shelleyi",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Aethopyga_temminckii",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Aethopyga_siparaja",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Aethopyga_vigorsii",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Aethopyga_magnifica",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Aethopyga_gouldiae",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Aethopyga_nipalensis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Aethopyga_saturata",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Aethopyga_ignicauda",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Aethopyga_duyvenbodei",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Leptocoma_brasiliana",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Leptocoma_sperata",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Leptocoma_minima",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Leptocoma_aspasia",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Leptocoma_calcostetha",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Leptocoma_zeylonica",1,0.1,3,0.05,3,4,4,1,3,1,1,1,1
"Anthreptes_griseigularis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Anthreptes_malacensis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Anthreptes_rhodolaemus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Anthreptes_simplex",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Chalcoparia_singalensis",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Arachnothera_everetti",0.05,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Arachnothera_modesta",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Arachnothera_affinis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Arachnothera_magna",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Arachnothera_flavigaster",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Arachnothera_chrysogenys",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Arachnothera_clarae",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Arachnothera_juliae",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Kurochkinegramma_hypogrammicum",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Arachnothera_dilutior",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Arachnothera_longirostra",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Arachnothera_flammifera",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Arachnothera_crassirostris",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Arachnothera_robusta",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_pectorale",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_schistaceiceps",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_nitidum",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Dicaeum_erythrothorax",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Dicaeum_geelvinkianum",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dicaeum_vulneratum",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_dayakorum",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,0.15,1,1,1,1
"Dicaeum_keiense",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,0.15,1,0.05,1,1
"Dicaeum_hirundinaceum",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dicaeum_aeneum",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_eximium",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_beccarii",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Dicaeum_cambodianum",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Dicaeum_luzoniense",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Dicaeum_ignipectus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dicaeum_celebicum",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_quadricolor",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,0.05,1,0.05,0.05
"Dicaeum_monticolum",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_nehrkorni",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_cruentatum",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dicaeum_igniferum",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_sanguinolentum",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_tristrami",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Dicaeum_concolor",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dicaeum_pygmaeum",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dicaeum_nigrilore",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_aureolimbatum",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_anthonyi",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Dicaeum_kampalili",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,3,1,0.05,1,1
"Dicaeum_maugei",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_virescens",0.05,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_bicolor",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_haematostictum",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_retrocinctum",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_australe",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_trigonostigma",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dicaeum_hypoleucum",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dicaeum_minullum",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dicaeum_trochileum",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_erythrorhynchos",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Prionochilus_olivaceus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_everetti",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_proprium",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_vincens",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dicaeum_agile",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Dicaeum_annae",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_melanozanthum",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Dicaeum_chrysorrheum",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Prionochilus_plateni",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Prionochilus_xanthopygius",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Prionochilus_percussus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Prionochilus_thoracicus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Prionochilus_maculatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Arcanator_orostruthus",1,0.1,0.15,0.05,0.15,0.2,0.2,1,0.15,1,1,1,1
"Kakamega_poliothorax",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Modulatrix_stictigula",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Promerops_cafer",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Promerops_gurneyi",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Turdus_grayi",1,2,3,1,3,4,4,1,3,1,1,1,1
"Turdus_maculirostris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_sanchezorum",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_nudigenis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_haplochrous",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Turdus_rufiventris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_hauxwelli",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_subalaris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_fumigatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_leucomelas",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_ignobilis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_murinus",0.05,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Turdus_lawrencii",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_rufopalliatus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_obsoletus",1,2,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Turdus_albicollis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_assimilis",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_flavipes",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_arthuri",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Turdus_maranonicus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_amaurochalinus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_eremita",1,0.1,0.15,1,0.15,0.2,0.2,1,0.15,1,1,1,1
"Turdus_falcklandii",1,0.1,3,1,3,4,4,1,3,1,1,1,1
"Turdus_fuscater",1,0.1,3,1,3,4,4,1,3,1,1,1,1
"Turdus_olivater",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_serranus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_chiguanco",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_nigriceps",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_reevei",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_fulviventris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_leucops",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_lherminieri",1,0.1,0.15,0.05,0.15,0.2,4,1,3,1,1,1,1
"Turdus_jamaicensis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Turdus_swalesi",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_menachensis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Turdus_plebejus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_tephronotus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_infuscatus",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_nigrescens",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_migratorius",1,2,3,1,3,4,4,1,3,1,1,1,1
"Turdus_rufitorques",1,2,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_plumbeus",1,0.1,0.15,1,3,4,4,1,3,1,1,1,1
"Turdus_ravidus",1,0.1,0.15,0.05,0.15,0.2,0.2,0.05,0.15,0.05,0.05,0.05,0.05
"Turdus_aurantius",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Turdus_atrogularis",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Turdus_ruficollis",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_eunomus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Turdus_naumanni",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Turdus_torquatus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_albocinctus",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
"Turdus_rubrocanus",1,0.1,0.15,1,0.15,0.2,0.2,1,3,1,1,1,1
"Turdus_pilaris",1,0.1,0.15,1,0.15,0.2,4,1,3,1,1,1,1
